coturnix_japonica ENSCJPG00005013651
meleagris_gallopavo ENSMGAG00000015946
gallus_gallus ENSGALG00000012446
numida_meleagris ENSNMEG00000011841
anser_brachyrhynchus ENSABRG00000002633
calidris_pygmaea ENSCPGG00000018913
calidris_pugnax ENSCPUG00000015347
melopsittacus_undulatus ENSMUNG00000000890
serinus_canaria ENSSCAG00000004185
taeniopygia_guttata ENSTGUG00000010615
zonotrichia_albicollis ENSZALG00000006531
cyanistes_caeruleus ENSCCEG00000006376
parus_major ENSPMJG00000007962
ficedula_albicollis ENSFALG00000015212
lepidothrix_coronata ENSLCOG00000000432
manacus_vitellinus ENSMVIG00005017971
apteryx_haastii ENSAHAG00000001652
apteryx_owenii ENSAOWG00000010303
dromaius_novaehollandiae ENSDNVG00000011396
nothoprocta_perdicaria ENSNPEG00000012449
crocodylus_porosus ENSCPRG00005018955
gopherus_agassizii ENSGAGG00000015943
chelonoidis_abingdonii ENSCABG00000001243
chrysemys_picta_bellii ENSCPBG00000023074
pelodiscus_sinensis ENSPSIG00000000725
pogona_vitticeps ENSPVIG00000024594
anolis_carolinensis ENSACAG00000015920
notechis_scutatus ENSNSUG00000005403
salvator_merianae ENSSMRG00000015729
notamacropus_eugenii ENSMEUG00000014105
monodelphis_domestica ENSMODG00000000543
sarcophilus_harrisii ENSSHAG00000015537
propithecus_coquereli ENSPCOG00000008451
prolemur_simus ENSPSMG00000015093
microcebus_murinus ENSMICG00000043745
otolemur_garnettii ENSOGAG00000026478
saimiri_boliviensis_boliviensis ENSSBOG00000006573
callithrix_jacchus ENSCJAG00000043363
cebus_capucinus_imitator ENSCCAG00000014389
aotus_nancymaae ENSANAG00000020474
aotus_nancymaae ENSANAG00000014002
pan_paniscus ENSPPAG00000005638
pan_troglodytes ENSPTRG00000014334
homo_sapiens ENSG00000166897
gorilla_gorilla ENSGGOG00000038051
pongo_abelii ENSPPYG00000011793
theropithecus_gelada ENSTGEG00000013565
papio_anubis ENSPANG00000000918
mandrillus_leucophaeus ENSMLEG00000005407
cercocebus_atys ENSCATG00000001149
macaca_mulatta ENSMMUG00000042076
macaca_nemestrina ENSMNEG00000012245
macaca_fascicularis ENSMFAG00000026860
chlorocebus_sabaeus ENSCSAG00000019276
piliocolobus_tephrosceles ENSPTEG00000020968
colobus_angolensis_palliatus ENSCANG00000002405
rhinopithecus_roxellana ENSRROG00000019355
rhinopithecus_bieti ENSRBIG00000038346
mus_spicilegus ENSMSIG00000021511
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020888
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043460
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019990
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019992
rattus_norvegicus ENSRNOG00000007934
meriones_unguiculatus ENSMUGG00000008563
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009017
cricetulus_griseus_crigri_1.0 ENSCGRG00000019947
cricetulus_griseus_crigri-picr ENSCGRG00015001694
mesocricetus_auratus ENSMAUG00000016619
microtus_ochrogaster ENSMOCG00000014124
peromyscus_maniculatus_bairdii ENSPEMG00000000144
nannospalax_galili ENSNGAG00000019869
castor_canadensis ENSCCNG00000019632
chinchilla_lanigera ENSCLAG00000016368
octodon_degus ENSODEG00000019953
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008210
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008128
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011487
fukomys_damarensis ENSFDAG00000014041
cavia_aperea ENSCAPG00000017423
oryctolagus_cuniculus ENSOCUG00000010397
ochotona_princeps ENSOPRG00000014296
dipodomys_ordii ENSDORG00000003060
carlito_syrichta ENSTSYG00000029155
ictidomys_tridecemlineatus ENSSTOG00000024480
urocitellus_parryii ENSUPAG00010004599
