amphiprion_percula ENSAPEG00000001855
acanthochromis_polyacanthus ENSAPOG00000008413
poecilia_mexicana ENSPMEG00000003534
astatotilapia_calliptera ENSACLG00000006805
pundamilia_nyererei ENSPNYG00000018858
maylandia_zebra ENSMZEG00005021249
astatotilapia_calliptera ENSACLG00000023355
pundamilia_nyererei ENSPNYG00000021687
maylandia_zebra ENSMZEG00005012212
maylandia_zebra ENSMZEG00005010229
maylandia_zebra ENSMZEG00005011292
maylandia_zebra ENSMZEG00005027669
maylandia_zebra ENSMZEG00005001208
pundamilia_nyererei ENSPNYG00000000331
astatotilapia_calliptera ENSACLG00000020736
neolamprologus_brichardi ENSNBRG00000014512
pundamilia_nyererei ENSPNYG00000022191
pundamilia_nyererei ENSPNYG00000002396
neolamprologus_brichardi ENSNBRG00000004703
neolamprologus_brichardi ENSNBRG00000003637
maylandia_zebra ENSMZEG00005003071
astatotilapia_calliptera ENSACLG00000018119
pundamilia_nyererei ENSPNYG00000015194
neolamprologus_brichardi ENSNBRG00000021971
maylandia_zebra ENSMZEG00005024841
maylandia_zebra ENSMZEG00005025537
haplochromis_burtoni ENSHBUG00000007614
pundamilia_nyererei ENSPNYG00000022195
neolamprologus_brichardi ENSNBRG00000021037
astatotilapia_calliptera ENSACLG00000006997
pundamilia_nyererei ENSPNYG00000010271
maylandia_zebra ENSMZEG00005023627
labrus_bergylta ENSLBEG00000004676
