gallus_gallus ENSGALG00000032456
meleagris_gallopavo ENSMGAG00000017499
coturnix_japonica ENSCJPG00005000020
numida_meleagris ENSNMEG00000000020
melopsittacus_undulatus ENSMUNG00000000020
parus_major ENSPMJG00000000020
ficedula_albicollis ENSFALG00000016248
lonchura_striata_domestica ENSLSDG00000000020
taeniopygia_guttata ENSTGUG00000018750
crocodylus_porosus ENSCPRG00005000020
chrysemys_picta_bellii ENSCPBG00000000020
pelodiscus_sinensis ENSPSIG00000019309
anolis_carolinensis ENSACAG00000028228
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064354
rattus_norvegicus ENSRNOG00000030371
meriones_unguiculatus ENSMUGG00000000020
cricetulus_griseus_crigri_1.0 ENSCGRG00000000019
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000019
mesocricetus_auratus ENSMAUG00000000019
microtus_ochrogaster ENSMOCG00000000019
ictidomys_tridecemlineatus ENSSTOG00000030514
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000019
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000019
fukomys_damarensis ENSFDAG00000000019
chinchilla_lanigera ENSCLAG00000000019
cavia_porcellus ENSCPOG00000017416
oryctolagus_cuniculus ENSOCUG00000029099
jaculus_jaculus ENSJJAG00000000019
tupaia_belangeri ENSTBEG00000021328
ochotona_princeps ENSOPRG00000024307
ovis_aries ENSOARG00000000019
capra_hircus ENSCHIG00000000019
bos_mutus ENSBMUG00000000020
bos_taurus ENSBTAG00000043556
bison_bison_bison ENSBBBG00000000020
sus_scrofa ENSSSCG00000018078
tursiops_truncatus ENSTTRG00000025393
vicugna_pacos ENSVPAG00000018146
ailuropoda_melanoleuca ENSAMEG00000023439
ursus_maritimus ENSUMAG00000000019
neovison_vison ENSNVIG00000023949
canis_lupus_familiaris ENSCAFG00000022726
felis_catus ENSFCAG00000032061
panthera_pardus ENSPPRG00000000019
equus_caballus ENSECAG00000027692
propithecus_coquereli ENSPCOG00000000019
microcebus_murinus ENSMICG00000029103
carlito_syrichta ENSTSYG00000025375
dasypus_novemcinctus ENSDNOG00000041060
procavia_capensis ENSPCAG00000020694
echinops_telfairi ENSETEG00000026972
monodelphis_domestica ENSMODG00000021575
sarcophilus_harrisii ENSSHAG00000020438
phascolarctos_cinereus ENSPCIG00000032117
ornithorhynchus_anatinus ENSOANG00000019375
loxodonta_africana ENSLAFG00000033287
erinaceus_europaeus ENSEEUG00000023935
pan_paniscus ENSPPAG00000000019
pan_troglodytes ENSPTRG00000042660
homo_sapiens ENSG00000198712
gorilla_gorilla ENSGGOG00000028325
pongo_abelii ENSPPYG00000020958
macaca_fascicularis ENSMFAG00000046418
macaca_mulatta ENSMMUG00000028686
mandrillus_leucophaeus ENSMLEG00000000019
chlorocebus_sabaeus ENSCSAG00000000019
rhinopithecus_bieti ENSRBIG00000000019
rhinopithecus_roxellana ENSRROG00000000019
saimiri_boliviensis_boliviensis ENSSBOG00000000019
xenopus_tropicalis ENSXETG00000034374
monopterus_albus ENSMALG00000000020
cynoglossus_semilaevis ENSCSEG00000000020
scleropages_formosus ENSSFOG00015000020
takifugu_rubripes ENSTRUG00000018676
tetraodon_nigroviridis ENSTNIG00000000112
gasterosteus_aculeatus ENSGACG00000020938
poecilia_reticulata ENSPREG00000000020
xiphophorus_maculatus ENSXMAG00000020799
fundulus_heteroclitus ENSFHEG00000000020
cyprinodon_variegatus ENSCVAG00000000020
kryptolebias_marmoratus ENSKMAG00000000020
oryzias_latipes_asm223467v1 ENSORLG00000021766
maylandia_zebra ENSMZEG00005000020
neolamprologus_brichardi ENSNBRG00000000020
amphiprion_ocellaris ENSAOCG00000000020
seriola_dumerili ENSSDUG00000000020
seriola_lalandi_dorsalis ENSSLDG00000000020
esox_lucius ENSELUG00000000020
ictalurus_punctatus ENSIPUG00000000020
pygocentrus_nattereri ENSPNAG00000000020
hippocampus_comes ENSHCOG00000000020
danio_rerio ENSDARG00000063908
lepisosteus_oculatus ENSLOCG00000020984
latimeria_chalumnae ENSLACG00000022074
petromyzon_marinus ENSPMAG00000013098
drosophila_melanogaster FBgn0013675
ciona_intestinalis ENSCING00000025203
ciona_savignyi ENSCSAVG00000012499
caenorhabditis_elegans_strain_n2 WBGene00010965
saccharomyces_cerevisiae_strain_s288c Q0250
