caenorhabditis_elegans_strain_n2 WBGene00017031
drosophila_melanogaster FBgn0027866
phascolarctos_cinereus ENSPCIG00000028122
notamacropus_eugenii ENSMEUG00000008345
sarcophilus_harrisii ENSSHAG00000013823
monodelphis_domestica ENSMODG00000018974
loxodonta_africana ENSLAFG00000006589
procavia_capensis ENSPCAG00000003482
echinops_telfairi ENSETEG00000010767
choloepus_hoffmanni ENSCHOG00000009844
dasypus_novemcinctus ENSDNOG00000031395
chinchilla_lanigera ENSCLAG00000009156
octodon_degus ENSODEG00000015646
cavia_porcellus ENSCPOG00000009884
cavia_aperea ENSCAPG00000007001
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017209
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009006
fukomys_damarensis ENSFDAG00000018916
spermophilus_dauricus ENSSDAG00000014559
urocitellus_parryii ENSUPAG00010018340
marmota_marmota_marmota ENSMMMG00000024550
ictidomys_tridecemlineatus ENSSTOG00000012280
castor_canadensis ENSCCNG00000016272
dipodomys_ordii ENSDORG00000010890
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000015597
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022580
mus_spicilegus ENSMSIG00000011902
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021668
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020660
rattus_norvegicus ENSRNOG00000018741
meriones_unguiculatus ENSMUGG00000021884
cricetulus_griseus_crigri_1.0 ENSCGRG00000015466
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000676
cricetulus_griseus_crigri-picr ENSCGRG00015018594
mesocricetus_auratus ENSMAUG00000016068
microtus_ochrogaster ENSMOCG00000017163
peromyscus_maniculatus_bairdii ENSPEMG00000024236
nannospalax_galili ENSNGAG00000013729
jaculus_jaculus ENSJJAG00000018552
oryctolagus_cuniculus ENSOCUG00000002302
ochotona_princeps ENSOPRG00000001788
tupaia_belangeri ENSTBEG00000000764
pan_troglodytes ENSPTRG00000018196
pan_paniscus ENSPPAG00000029882
gorilla_gorilla ENSGGOG00000012851
homo_sapiens ENSG00000171467
pongo_abelii ENSPPYG00000016639
nomascus_leucogenys ENSNLEG00000004151
cercocebus_atys ENSCATG00000018061
mandrillus_leucophaeus ENSMLEG00000036305
theropithecus_gelada ENSTGEG00000029647
papio_anubis ENSPANG00000008158
macaca_mulatta ENSMMUG00000011567
macaca_fascicularis ENSMFAG00000019122
macaca_nemestrina ENSMNEG00000039136
chlorocebus_sabaeus ENSCSAG00000011718
colobus_angolensis_palliatus ENSCANG00000023229
piliocolobus_tephrosceles ENSPTEG00000016428
rhinopithecus_roxellana ENSRROG00000038950
rhinopithecus_bieti ENSRBIG00000028800
cebus_capucinus_imitator ENSCCAG00000032591
saimiri_boliviensis_boliviensis ENSSBOG00000021601
callithrix_jacchus ENSCJAG00000005420
aotus_nancymaae ENSANAG00000032798
carlito_syrichta ENSTSYG00000003673
propithecus_coquereli ENSPCOG00000028612
microcebus_murinus ENSMICG00000008398
prolemur_simus ENSPSMG00000017751
otolemur_garnettii ENSOGAG00000016276
pteropus_vampyrus ENSPVAG00000011590
myotis_lucifugus ENSMLUG00000009010
ovis_aries ENSOARG00000006762
capra_hircus ENSCHIG00000003026
bison_bison_bison ENSBBBG00000004718
bos_taurus ENSBTAG00000010217
bos_mutus ENSBMUG00000012273
tursiops_truncatus ENSTTRG00000006335
sus_scrofa ENSSSCG00000001667
vicugna_pacos ENSVPAG00000000850
ursus_maritimus ENSUMAG00000006092
ursus_americanus ENSUAMG00000006005
ailuropoda_melanoleuca ENSAMEG00000012073
mustela_putorius_furo ENSMPUG00000013027
neovison_vison ENSNVIG00000010318
canis_lupus_familiaris ENSCAFG00000001847
canis_lupus_dingo ENSCAFG00020011950
vulpes_vulpes ENSVVUG00000028861
panthera_tigris_altaica ENSPTIG00000009921
panthera_pardus ENSPPRG00000014156
felis_catus ENSFCAG00000009726
equus_caballus ENSECAG00000001119
equus_asinus_asinus ENSEASG00005003273
sorex_araneus ENSSARG00000011991
erinaceus_europaeus ENSEEUG00000002037
ornithorhynchus_anatinus ENSOANG00000005203
ornithorhynchus_anatinus ENSOANG00000029001
anolis_carolinensis ENSACAG00000009497
pogona_vitticeps ENSPVIG00000024726
notechis_scutatus ENSNSUG00000008526
salvator_merianae ENSSMRG00000006337
salvator_merianae ENSSMRG00000006300
sphenodon_punctatus ENSSPUG00000012013
zonotrichia_albicollis ENSZALG00000016382
junco_hyemalis ENSJHYG00000003066
serinus_canaria ENSSCAG00000011502
lonchura_striata_domestica ENSLSDG00000004520
