parus_major ENSPMJG00000007663
ficedula_albicollis ENSFALG00000012211
lonchura_striata_domestica ENSLSDG00000002683
manacus_vitellinus ENSMVIG00005018183
junco_hyemalis ENSJHYG00000003629
zonotrichia_albicollis ENSZALG00000006698
serinus_canaria ENSSCAG00000005376
lepidothrix_coronata ENSLCOG00000006625
cyanistes_caeruleus ENSCCEG00000002377
taeniopygia_guttata ENSTGUG00000010169
melopsittacus_undulatus ENSMUNG00000015257
calidris_pygmaea ENSCPGG00000018752
calidris_pugnax ENSCPUG00000015517
anser_brachyrhynchus ENSABRG00000016603
anas_platyrhynchos_platyrhynchos ENSAPLG00000009665
gallus_gallus ENSGALG00000045936
meleagris_gallopavo ENSMGAG00000012348
coturnix_japonica ENSCJPG00005010213
numida_meleagris ENSNMEG00000011752
apteryx_owenii ENSAOWG00000011381
apteryx_haastii ENSAHAG00000011600
apteryx_rowi ENSARWG00000016363
dromaius_novaehollandiae ENSDNVG00000005445
nothoprocta_perdicaria ENSNPEG00000008901
crocodylus_porosus ENSCPRG00005019045
gopherus_agassizii ENSGAGG00000007869
chelonoidis_abingdonii ENSCABG00000022961
chrysemys_picta_bellii ENSCPBG00000022941
pelodiscus_sinensis ENSPSIG00000010230
pogona_vitticeps ENSPVIG00000001831
anolis_carolinensis ENSACAG00000007387
notechis_scutatus ENSNSUG00000004863
salvator_merianae ENSSMRG00000015582
sphenodon_punctatus ENSSPUG00000010758
apteryx_rowi ENSARWG00000016364
chinchilla_lanigera ENSCLAG00000016721
octodon_degus ENSODEG00000012376
cavia_aperea ENSCAPG00000004680
cavia_porcellus ENSCPOG00000014133
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017812
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004088
fukomys_damarensis ENSFDAG00000006165
ictidomys_tridecemlineatus ENSSTOG00000023057
spermophilus_dauricus ENSSDAG00000024245
urocitellus_parryii ENSUPAG00010006625
castor_canadensis ENSCCNG00000002147
dipodomys_ordii ENSDORG00000013192
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020940
mus_spicilegus ENSMSIG00000028799
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022408
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020042
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020044
rattus_norvegicus ENSRNOG00000018330
meriones_unguiculatus ENSMUGG00000002581
peromyscus_maniculatus_bairdii ENSPEMG00000010602
microtus_ochrogaster ENSMOCG00000003997
cricetulus_griseus_crigri_1.0 ENSCGRG00000016702
cricetulus_griseus_crigri-picr ENSCGRG00015004362
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018899
mesocricetus_auratus ENSMAUG00000015744
nannospalax_galili ENSNGAG00000020952
jaculus_jaculus ENSJJAG00000011999
oryctolagus_cuniculus ENSOCUG00000014060
ochotona_princeps ENSOPRG00000000702
homo_sapiens ENSG00000133477
pan_paniscus ENSPPAG00000027631
pan_troglodytes ENSPTRG00000014405
gorilla_gorilla ENSGGOG00000006871
pongo_abelii ENSPPYG00000011847
nomascus_leucogenys ENSNLEG00000015307
colobus_angolensis_palliatus ENSCANG00000030851
piliocolobus_tephrosceles ENSPTEG00000033727
rhinopithecus_bieti ENSRBIG00000028821
rhinopithecus_roxellana ENSRROG00000031286
mandrillus_leucophaeus ENSMLEG00000034781
cercocebus_atys ENSCATG00000035519
papio_anubis ENSPANG00000016392
theropithecus_gelada ENSTGEG00000009566
macaca_fascicularis ENSMFAG00000002020
macaca_mulatta ENSMMUG00000017166
macaca_nemestrina ENSMNEG00000033076
chlorocebus_sabaeus ENSCSAG00000006058
saimiri_boliviensis_boliviensis ENSSBOG00000024462
cebus_capucinus_imitator ENSCCAG00000026740
callithrix_jacchus ENSCJAG00000002721
aotus_nancymaae ENSANAG00000027381
carlito_syrichta ENSTSYG00000028609
propithecus_coquereli ENSPCOG00000016351
microcebus_murinus ENSMICG00000016129
prolemur_simus ENSPSMG00000003697
otolemur_garnettii ENSOGAG00000030522
tupaia_belangeri ENSTBEG00000005578
bos_taurus ENSBTAG00000014247
bos_mutus ENSBMUG00000004142
capra_hircus ENSCHIG00000026060
ovis_aries ENSOARG00000017179
tursiops_truncatus ENSTTRG00000011451
sus_scrofa ENSSSCG00000000079
erinaceus_europaeus ENSEEUG00000001255
ailuropoda_melanoleuca ENSAMEG00000011020
ursus_americanus ENSUAMG00000007221
neovison_vison ENSNVIG00000001092
canis_lupus_familiaris ENSCAFG00000001288
canis_lupus_dingo ENSCAFG00020002339
panthera_pardus ENSPPRG00000021618
panthera_tigris_altaica ENSPTIG00000021999
felis_catus ENSFCAG00000013509
equus_caballus ENSECAG00000009129
equus_asinus_asinus ENSEASG00005005338
pteropus_vampyrus ENSPVAG00000004972
myotis_lucifugus ENSMLUG00000015534
choloepus_hoffmanni ENSCHOG00000010532
dasypus_novemcinctus ENSDNOG00000046641
loxodonta_africana ENSLAFG00000016675
procavia_capensis ENSPCAG00000008047
echinops_telfairi ENSETEG00000016860
phascolarctos_cinereus ENSPCIG00000020369
notamacropus_eugenii ENSMEUG00000004881
monodelphis_domestica ENSMODG00000008966
sarcophilus_harrisii ENSSHAG00000011148
ornithorhynchus_anatinus ENSOANG00000031467
xenopus_tropicalis ENSXETG00000024810
latimeria_chalumnae ENSLACG00000011004
