latimeria_chalumnae ENSLACG00000016880
lepisosteus_oculatus ENSLOCG00000018284
astyanax_mexicanus ENSAMXG00000034310
ictalurus_punctatus ENSIPUG00000012303
monopterus_albus ENSMALG00000020253
mastacembelus_armatus ENSMAMG00000011976
maylandia_zebra ENSMZEG00005023735
astatotilapia_calliptera ENSACLG00000024625
neolamprologus_brichardi ENSNBRG00000017222
poecilia_formosa ENSPFOG00000024038
gopherus_agassizii ENSGAGG00000008174
chelonoidis_abingdonii ENSCABG00000016681
chrysemys_picta_bellii ENSCPBG00000004824
crocodylus_porosus ENSCPRG00005006006
