chinchilla_lanigera ENSCLAG00000013447
fukomys_damarensis ENSFDAG00000012305
cavia_porcellus ENSCPOG00000032015
peromyscus_maniculatus_bairdii ENSPEMG00000008299
microtus_ochrogaster ENSMOCG00000022788
cricetulus_griseus_crigri_1.0 ENSCGRG00000004813
cricetulus_griseus_crigri-picr ENSCGRG00015024803
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010134
mesocricetus_auratus ENSMAUG00000001065
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042265
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022630
mus_spicilegus ENSMSIG00000007063
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021718
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020707
rattus_norvegicus ENSRNOG00000022859
meriones_unguiculatus ENSMUGG00000018225
nannospalax_galili ENSNGAG00000019375
jaculus_jaculus ENSJJAG00000002311
castor_canadensis ENSCCNG00000017421
spermophilus_dauricus ENSSDAG00000000943
marmota_marmota_marmota ENSMMMG00000024471
ictidomys_tridecemlineatus ENSSTOG00000000051
urocitellus_parryii ENSUPAG00010017106
pan_troglodytes ENSPTRG00000052153
pan_troglodytes ENSPTRG00000046599
pan_paniscus ENSPPAG00000041252
homo_sapiens ENSG00000124731
pongo_abelii ENSPPYG00000016591
nomascus_leucogenys ENSNLEG00000004985
colobus_angolensis_palliatus ENSCANG00000039096
piliocolobus_tephrosceles ENSPTEG00000035160
rhinopithecus_bieti ENSRBIG00000044574
rhinopithecus_roxellana ENSRROG00000034575
papio_anubis ENSPANG00000015746
theropithecus_gelada ENSTGEG00000029593
cercocebus_atys ENSCATG00000041267
mandrillus_leucophaeus ENSMLEG00000041815
macaca_fascicularis ENSMFAG00000043690
macaca_mulatta ENSMMUG00000003674
macaca_nemestrina ENSMNEG00000006419
gorilla_gorilla ENSGGOG00000007534
chlorocebus_sabaeus ENSCSAG00000011258
cebus_capucinus_imitator ENSCCAG00000035739
saimiri_boliviensis_boliviensis ENSSBOG00000022642
callithrix_jacchus ENSCJAG00000004160
aotus_nancymaae ENSANAG00000033178
carlito_syrichta ENSTSYG00000001087
prolemur_simus ENSPSMG00000014926
propithecus_coquereli ENSPCOG00000000279
microcebus_murinus ENSMICG00000037923
otolemur_garnettii ENSOGAG00000007215
oryctolagus_cuniculus ENSOCUG00000011397
ochotona_princeps ENSOPRG00000006758
tupaia_belangeri ENSTBEG00000010317
pteropus_vampyrus ENSPVAG00000000618
myotis_lucifugus ENSMLUG00000003911
ovis_aries ENSOARG00000001869
capra_hircus ENSCHIG00000027075
bos_mutus ENSBMUG00000024270
bos_taurus ENSBTAG00000017593
bison_bison_bison ENSBBBG00000017351
sus_scrofa ENSSSCG00000033251
tursiops_truncatus ENSTTRG00000013132
vicugna_pacos ENSVPAG00000004989
equus_asinus_asinus ENSEASG00005002999
equus_caballus ENSECAG00000017436
ursus_maritimus ENSUMAG00000012198
ursus_americanus ENSUAMG00000027646
ailuropoda_melanoleuca ENSAMEG00000013177
neovison_vison ENSNVIG00000013248
mustela_putorius_furo ENSMPUG00000013622
canis_lupus_dingo ENSCAFG00020008363
canis_lupus_familiaris ENSCAFG00000001591
vulpes_vulpes ENSVVUG00000026657
panthera_tigris_altaica ENSPTIG00000017514
panthera_pardus ENSPPRG00000003445
felis_catus ENSFCAG00000002776
erinaceus_europaeus ENSEEUG00000008312
choloepus_hoffmanni ENSCHOG00000005088
dasypus_novemcinctus ENSDNOG00000024795
urocitellus_parryii ENSUPAG00010017104
marmota_marmota_marmota ENSMMMG00000024470
ictidomys_tridecemlineatus ENSSTOG00000019791
oryctolagus_cuniculus ENSOCUG00000023700
otolemur_garnettii ENSOGAG00000033943
theropithecus_gelada ENSTGEG00000029592
myotis_lucifugus ENSMLUG00000025115
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041754
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022631
mus_spicilegus ENSMSIG00000007103
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021719
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020708
rattus_norvegicus ENSRNOG00000013748
meriones_unguiculatus ENSMUGG00000018218
nannospalax_galili ENSNGAG00000015489
dasypus_novemcinctus ENSDNOG00000034943
loxodonta_africana ENSLAFG00000007901
loxodonta_africana ENSLAFG00000025671
monodelphis_domestica ENSMODG00000028376
monodelphis_domestica ENSMODG00000012942
sarcophilus_harrisii ENSSHAG00000004753
