sarcophilus_harrisii ENSSHAG00000004669
phascolarctos_cinereus ENSPCIG00000021223
notamacropus_eugenii ENSMEUG00000015592
phascolarctos_cinereus ENSPCIG00000021236
monodelphis_domestica ENSMODG00000015175
dasypus_novemcinctus ENSDNOG00000042041
echinops_telfairi ENSETEG00000015035
pteropus_vampyrus ENSPVAG00000010070
myotis_lucifugus ENSMLUG00000015931
erinaceus_europaeus ENSEEUG00000014979
ursus_maritimus ENSUMAG00000017276
ursus_americanus ENSUAMG00000023736
ailuropoda_melanoleuca ENSAMEG00000017902
neovison_vison ENSNVIG00000016020
mustela_putorius_furo ENSMPUG00000009945
canis_lupus_dingo ENSCAFG00020007269
canis_lupus_familiaris ENSCAFG00000001089
vulpes_vulpes ENSVVUG00000017373
panthera_pardus ENSPPRG00000018360
panthera_tigris_altaica ENSPTIG00000010046
felis_catus ENSFCAG00000014555
vicugna_pacos ENSVPAG00000007325
sus_scrofa ENSSSCG00000014315
bos_taurus ENSBTAG00000001247
bos_mutus ENSBMUG00000001209
bison_bison_bison ENSBBBG00000005310
capra_hircus ENSCHIG00000020059
ovis_aries ENSOARG00000014888
tursiops_truncatus ENSTTRG00000000521
equus_caballus ENSECAG00000008324
equus_asinus_asinus ENSEASG00005020510
loxodonta_africana ENSLAFG00000002269
procavia_capensis ENSPCAG00000014703
choloepus_hoffmanni ENSCHOG00000003107
saimiri_boliviensis_boliviensis ENSSBOG00000035124
cebus_capucinus_imitator ENSCCAG00000028235
callithrix_jacchus ENSCJAG00000043329
aotus_nancymaae ENSANAG00000035466
cebus_capucinus_imitator ENSCCAG00000026664
saimiri_boliviensis_boliviensis ENSSBOG00000032595
aotus_nancymaae ENSANAG00000035241
pan_troglodytes ENSPTRG00000017263
pan_paniscus ENSPPAG00000002714
gorilla_gorilla ENSGGOG00000025981
homo_sapiens ENSG00000145826
pongo_abelii ENSPPYG00000015806
nomascus_leucogenys ENSNLEG00000008308
macaca_fascicularis ENSMFAG00000032677
macaca_mulatta ENSMMUG00000001947
macaca_nemestrina ENSMNEG00000037501
theropithecus_gelada ENSTGEG00000021712
papio_anubis ENSPANG00000019400
mandrillus_leucophaeus ENSMLEG00000038109
cercocebus_atys ENSCATG00000043784
chlorocebus_sabaeus ENSCSAG00000013359
