prolemur_simus ENSPSMG00000014083
otolemur_garnettii ENSOGAG00000027611
theropithecus_gelada ENSTGEG00000028703
piliocolobus_tephrosceles ENSPTEG00000001608
chinchilla_lanigera ENSCLAG00000003703
spermophilus_dauricus ENSSDAG00000019690
myotis_lucifugus ENSMLUG00000005063
pteropus_vampyrus ENSPVAG00000010277
ursus_americanus ENSUAMG00000009232
ursus_maritimus ENSUMAG00000013851
ailuropoda_melanoleuca ENSAMEG00000010548
mustela_putorius_furo ENSMPUG00000011903
neovison_vison ENSNVIG00000015423
panthera_tigris_altaica ENSPTIG00000020679
panthera_pardus ENSPPRG00000007905
felis_catus ENSFCAG00000027282
bos_mutus ENSBMUG00000010886
bos_taurus ENSBTAG00000009474
bison_bison_bison ENSBBBG00000019149
tursiops_truncatus ENSTTRG00000016181
sus_scrofa ENSSSCG00000016392
equus_caballus ENSECAG00000015979
equus_asinus_asinus ENSEASG00005007024
