apteryx_rowi ENSARWG00000017882
apteryx_owenii ENSAOWG00000010007
apteryx_haastii ENSAHAG00000019112
dromaius_novaehollandiae ENSDNVG00000013090
nothoprocta_perdicaria ENSNPEG00000006947
calidris_pygmaea ENSCPGG00000018772
calidris_pugnax ENSCPUG00000014102
manacus_vitellinus ENSMVIG00005017683
gallus_gallus ENSGALG00000000769
coturnix_japonica ENSCJPG00005015025
numida_meleagris ENSNMEG00000009787
anser_brachyrhynchus ENSABRG00000003306
melopsittacus_undulatus ENSMUNG00000012351
lonchura_striata_domestica ENSLSDG00000001994
taeniopygia_guttata ENSTGUG00000017508
serinus_canaria ENSSCAG00000011554
ficedula_albicollis ENSFALG00000000584
junco_hyemalis ENSJHYG00000017174
parus_major ENSPMJG00000016868
lepidothrix_coronata ENSLCOG00000001907
zonotrichia_albicollis ENSZALG00000011723
cyanistes_caeruleus ENSCCEG00000017665
anas_platyrhynchos_platyrhynchos ENSAPLG00000013063
crocodylus_porosus ENSCPRG00005010244
gopherus_agassizii ENSGAGG00000020394
chelonoidis_abingdonii ENSCABG00000002795
chrysemys_picta_bellii ENSCPBG00000001722
pelodiscus_sinensis ENSPSIG00000003388
pogona_vitticeps ENSPVIG00000013548
anolis_carolinensis ENSACAG00000012784
notechis_scutatus ENSNSUG00000016454
salvator_merianae ENSSMRG00000008304
sphenodon_punctatus ENSSPUG00000009863
ovis_aries ENSOARG00000004963
capra_hircus ENSCHIG00000021903
bos_taurus ENSBTAG00000012774
bos_mutus ENSBMUG00000017719
bison_bison_bison ENSBBBG00000003429
sus_scrofa ENSSSCG00000036352
equus_asinus_asinus ENSEASG00005005728
equus_caballus ENSECAG00000005306
myotis_lucifugus ENSMLUG00000022418
ursus_maritimus ENSUMAG00000003956
ursus_americanus ENSUAMG00000022798
ailuropoda_melanoleuca ENSAMEG00000012760
mustela_putorius_furo ENSMPUG00000011992
neovison_vison ENSNVIG00000018238
canis_lupus_familiaris ENSCAFG00000010198
canis_lupus_dingo ENSCAFG00020005148
vulpes_vulpes ENSVVUG00000013579
panthera_tigris_altaica ENSPTIG00000005927
panthera_pardus ENSPPRG00000012332
felis_catus ENSFCAG00000028707
rhinopithecus_bieti ENSRBIG00000043445
rhinopithecus_roxellana ENSRROG00000015353
piliocolobus_tephrosceles ENSPTEG00000033591
colobus_angolensis_palliatus ENSCANG00000037208
macaca_mulatta ENSMMUG00000040829
macaca_nemestrina ENSMNEG00000028535
macaca_fascicularis ENSMFAG00000031926
theropithecus_gelada ENSTGEG00000013556
papio_anubis ENSPANG00000021349
mandrillus_leucophaeus ENSMLEG00000006035
chlorocebus_sabaeus ENSCSAG00000014861
pan_paniscus ENSPPAG00000037308
pan_troglodytes ENSPTRG00000048926
homo_sapiens ENSG00000276600
gorilla_gorilla ENSGGOG00000043729
cebus_capucinus_imitator ENSCCAG00000033593
saimiri_boliviensis_boliviensis ENSSBOG00000016677
callithrix_jacchus ENSCJAG00000044743
aotus_nancymaae ENSANAG00000020770
cercocebus_atys ENSCATG00000031372
nomascus_leucogenys ENSNLEG00000034200
gorilla_gorilla ENSGGOG00000038719
carlito_syrichta ENSTSYG00000031036
prolemur_simus ENSPSMG00000007069
microcebus_murinus ENSMICG00000037176
propithecus_coquereli ENSPCOG00000019442
otolemur_garnettii ENSOGAG00000025428
castor_canadensis ENSCCNG00000019629
dipodomys_ordii ENSDORG00000023346
peromyscus_maniculatus_bairdii ENSPEMG00000022869
microtus_ochrogaster ENSMOCG00000015192
cricetulus_griseus_crigri_1.0 ENSCGRG00000014151
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021618
cricetulus_griseus_crigri-picr ENSCGRG00015004083
mesocricetus_auratus ENSMAUG00000000889
mus_spicilegus ENSMSIG00000024381
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015379
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000052688
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014575
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027809
rattus_norvegicus ENSRNOG00000039754
meriones_unguiculatus ENSMUGG00000025033
nannospalax_galili ENSNGAG00000019005
jaculus_jaculus ENSJJAG00000000755
chinchilla_lanigera ENSCLAG00000012958
octodon_degus ENSODEG00000005589
cavia_porcellus ENSCPOG00000024342
cavia_aperea ENSCAPG00000017513
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005045
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005243
fukomys_damarensis ENSFDAG00000018529
urocitellus_parryii ENSUPAG00010014589
marmota_marmota_marmota ENSMMMG00000003773
spermophilus_dauricus ENSSDAG00000015972
ictidomys_tridecemlineatus ENSSTOG00000020708
loxodonta_africana ENSLAFG00000025583
dasypus_novemcinctus ENSDNOG00000042775
phascolarctos_cinereus ENSPCIG00000030153
monodelphis_domestica ENSMODG00000001915
sarcophilus_harrisii ENSSHAG00000016696
ornithorhynchus_anatinus ENSOANG00000012894
xenopus_tropicalis ENSXETG00000005944
latimeria_chalumnae ENSLACG00000014123
paramormyrops_kingsleyae ENSPKIG00000004522
scleropages_formosus ENSSFOG00015023104
lepisosteus_oculatus ENSLOCG00000012730
