sarcophilus_harrisii ENSSHAG00000013612
phascolarctos_cinereus ENSPCIG00000011283
monodelphis_domestica ENSMODG00000011445
equus_caballus ENSECAG00000003264
equus_asinus_asinus ENSEASG00005001387
pteropus_vampyrus ENSPVAG00000014330
bos_mutus ENSBMUG00000000175
bos_taurus ENSBTAG00000025266
bison_bison_bison ENSBBBG00000022946
capra_hircus ENSCHIG00000025920
ovis_aries ENSOARG00000019107
tursiops_truncatus ENSTTRG00000009511
sus_scrofa ENSSSCG00000014691
vicugna_pacos ENSVPAG00000012192
ursus_maritimus ENSUMAG00000000399
ursus_americanus ENSUAMG00000001871
ailuropoda_melanoleuca ENSAMEG00000018979
neovison_vison ENSNVIG00000017931
mustela_putorius_furo ENSMPUG00000010110
canis_lupus_familiaris ENSCAFG00000006213
canis_lupus_dingo ENSCAFG00020009147
vulpes_vulpes ENSVVUG00000015658
panthera_tigris_altaica ENSPTIG00000005698
panthera_pardus ENSPPRG00000021409
felis_catus ENSFCAG00000013895
sorex_araneus ENSSARG00000001597
chinchilla_lanigera ENSCLAG00000017877
cavia_porcellus ENSCPOG00000007838
fukomys_damarensis ENSFDAG00000010913
spermophilus_dauricus ENSSDAG00000001075
ictidomys_tridecemlineatus ENSSTOG00000027136
marmota_marmota_marmota ENSMMMG00000013282
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031287
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051618
mus_spicilegus ENSMSIG00000000241
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030179
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013395
rattus_norvegicus ENSRNOG00000023833
meriones_unguiculatus ENSMUGG00000020202
cricetulus_griseus_crigri_1.0 ENSCGRG00000019667
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002236
mesocricetus_auratus ENSMAUG00000015661
microtus_ochrogaster ENSMOCG00000019253
peromyscus_maniculatus_bairdii ENSPEMG00000021327
nannospalax_galili ENSNGAG00000022270
oryctolagus_cuniculus ENSOCUG00000009078
prolemur_simus ENSPSMG00000000594
otolemur_garnettii ENSOGAG00000014976
pan_troglodytes ENSPTRG00000028729
pan_paniscus ENSPPAG00000023702
homo_sapiens ENSG00000175520
gorilla_gorilla ENSGGOG00000002050
pongo_abelii ENSPPYG00000003569
nomascus_leucogenys ENSNLEG00000017366
cercocebus_atys ENSCATG00000017472
chlorocebus_sabaeus ENSCSAG00000019342
macaca_mulatta ENSMMUG00000021337
macaca_fascicularis ENSMFAG00000023673
macaca_nemestrina ENSMNEG00000028316
theropithecus_gelada ENSTGEG00000021687
piliocolobus_tephrosceles ENSPTEG00000014744
callithrix_jacchus ENSCJAG00000020177
tupaia_belangeri ENSTBEG00000004490
choloepus_hoffmanni ENSCHOG00000005541
dasypus_novemcinctus ENSDNOG00000034112
loxodonta_africana ENSLAFG00000009217
procavia_capensis ENSPCAG00000002350
echinops_telfairi ENSETEG00000008567
petromyzon_marinus ENSPMAG00000008142
