anas_platyrhynchos_platyrhynchos ENSAPLG00000011039
anser_brachyrhynchus ENSABRG00000006537
gallus_gallus ENSGALG00000008491
coturnix_japonica ENSCJPG00005018782
meleagris_gallopavo ENSMGAG00000007311
numida_meleagris ENSNMEG00000000397
calidris_pygmaea ENSCPGG00000010674
calidris_pugnax ENSCPUG00000001962
melopsittacus_undulatus ENSMUNG00000013825
cyanistes_caeruleus ENSCCEG00000021043
parus_major ENSPMJG00000011392
ficedula_albicollis ENSFALG00000001515
junco_hyemalis ENSJHYG00000013485
zonotrichia_albicollis ENSZALG00000018247
serinus_canaria ENSSCAG00000016875
lonchura_striata_domestica ENSLSDG00000004532
taeniopygia_guttata ENSTGUG00000003713
manacus_vitellinus ENSMVIG00005005823
lepidothrix_coronata ENSLCOG00000015760
apteryx_haastii ENSAHAG00000012173
apteryx_owenii ENSAOWG00000009130
apteryx_rowi ENSARWG00000009438
dromaius_novaehollandiae ENSDNVG00000010184
nothoprocta_perdicaria ENSNPEG00000006579
crocodylus_porosus ENSCPRG00005004203
gopherus_agassizii ENSGAGG00000024241
chelonoidis_abingdonii ENSCABG00000006789
chrysemys_picta_bellii ENSCPBG00000014275
pelodiscus_sinensis ENSPSIG00000014717
pogona_vitticeps ENSPVIG00000024565
anolis_carolinensis ENSACAG00000011578
notechis_scutatus ENSNSUG00000009062
salvator_merianae ENSSMRG00000013278
sphenodon_punctatus ENSSPUG00000012874
ursus_maritimus ENSUMAG00000024493
ursus_americanus ENSUAMG00000002865
ailuropoda_melanoleuca ENSAMEG00000015800
mustela_putorius_furo ENSMPUG00000001354
neovison_vison ENSNVIG00000023055
canis_lupus_dingo ENSCAFG00020002210
canis_lupus_familiaris ENSCAFG00000018577
vulpes_vulpes ENSVVUG00000028860
panthera_tigris_altaica ENSPTIG00000012023
panthera_pardus ENSPPRG00000023102
felis_catus ENSFCAG00000012037
equus_caballus ENSECAG00000020071
equus_asinus_asinus ENSEASG00005017393
myotis_lucifugus ENSMLUG00000001731
tursiops_truncatus ENSTTRG00000001989
sus_scrofa ENSSSCG00000025028
bos_mutus ENSBMUG00000022985
bos_taurus ENSBTAG00000040350
bison_bison_bison ENSBBBG00000006037
capra_hircus ENSCHIG00000011824
ovis_aries ENSOARG00000013797
vicugna_pacos ENSVPAG00000009236
pan_troglodytes ENSPTRG00000022247
pan_troglodytes ENSPTRG00000052068
pan_paniscus ENSPPAG00000028997
homo_sapiens ENSG00000101966
gorilla_gorilla ENSGGOG00000008637
pongo_abelii ENSPPYG00000020696
nomascus_leucogenys ENSNLEG00000015065
chlorocebus_sabaeus ENSCSAG00000018331
chlorocebus_sabaeus ENSCSAG00000017417
mandrillus_leucophaeus ENSMLEG00000041038
cercocebus_atys ENSCATG00000029823
macaca_fascicularis ENSMFAG00000036172
macaca_mulatta ENSMMUG00000032353
macaca_nemestrina ENSMNEG00000036769
theropithecus_gelada ENSTGEG00000021432
papio_anubis ENSPANG00000019077
rhinopithecus_roxellana ENSRROG00000035969
colobus_angolensis_palliatus ENSCANG00000043400
macaca_fascicularis ENSMFAG00000034256
macaca_nemestrina ENSMNEG00000030251
cebus_capucinus_imitator ENSCCAG00000018624
saimiri_boliviensis_boliviensis ENSSBOG00000032822
callithrix_jacchus ENSCJAG00000020553
aotus_nancymaae ENSANAG00000025926
carlito_syrichta ENSTSYG00000002244
propithecus_coquereli ENSPCOG00000016280
microcebus_murinus ENSMICG00000004339
prolemur_simus ENSPSMG00000010183
oryctolagus_cuniculus ENSOCUG00000009878
oryctolagus_cuniculus ENSOCUG00000000698
homo_sapiens ENSG00000163098
gorilla_gorilla ENSGGOG00000007560
tupaia_belangeri ENSTBEG00000014716
chinchilla_lanigera ENSCLAG00000001805
octodon_degus ENSODEG00000002573
cavia_porcellus ENSCPOG00000006316
cavia_aperea ENSCAPG00000007323
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002710
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005496
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000704
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015633
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011816
fukomys_damarensis ENSFDAG00000010079
spermophilus_dauricus ENSSDAG00000013453
ictidomys_tridecemlineatus ENSSTOG00000003521
marmota_marmota_marmota ENSMMMG00000006282
urocitellus_parryii ENSUPAG00010006638
castor_canadensis ENSCCNG00000027715
dipodomys_ordii ENSDORG00000010762
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034182
mus_spicilegus ENSMSIG00000025506
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025860
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033024
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031570
rattus_norvegicus ENSRNOG00000006967
meriones_unguiculatus ENSMUGG00000000198
peromyscus_maniculatus_bairdii ENSPEMG00000020438
microtus_ochrogaster ENSMOCG00000022406
mesocricetus_auratus ENSMAUG00000018212
mesocricetus_auratus ENSMAUG00000012218
cricetulus_griseus_crigri-picr ENSCGRG00015014534
