ursus_americanus ENSUAMG00000005665
ursus_maritimus ENSUMAG00000022926
ailuropoda_melanoleuca ENSAMEG00000011825
mustela_putorius_furo ENSMPUG00000015343
neovison_vison ENSNVIG00000012710
canis_lupus_dingo ENSCAFG00020025659
canis_lupus_familiaris ENSCAFG00000024533
vulpes_vulpes ENSVVUG00000011952
panthera_pardus ENSPPRG00000007699
panthera_tigris_altaica ENSPTIG00000014522
felis_catus ENSFCAG00000012262
equus_asinus_asinus ENSEASG00005002827
equus_caballus ENSECAG00000023550
pteropus_vampyrus ENSPVAG00000013456
myotis_lucifugus ENSMLUG00000006079
capra_hircus ENSCHIG00000011979
ovis_aries ENSOARG00000008940
bos_taurus ENSBTAG00000012780
bos_mutus ENSBMUG00000020527
bison_bison_bison ENSBBBG00000011642
tursiops_truncatus ENSTTRG00000006837
vicugna_pacos ENSVPAG00000005021
sus_scrofa ENSSSCG00000017636
erinaceus_europaeus ENSEEUG00000008904
castor_canadensis ENSCCNG00000004975
dipodomys_ordii ENSDORG00000013518
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017785
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016938
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000009356
mus_spicilegus ENSMSIG00000026141
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018067
rattus_norvegicus ENSRNOG00000008422
meriones_unguiculatus ENSMUGG00000025503
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004767
cricetulus_griseus_crigri_1.0 ENSCGRG00000016547
cricetulus_griseus_crigri-picr ENSCGRG00015006251
mesocricetus_auratus ENSMAUG00000021948
microtus_ochrogaster ENSMOCG00000022975
peromyscus_maniculatus_bairdii ENSPEMG00000014477
nannospalax_galili ENSNGAG00000020233
jaculus_jaculus ENSJJAG00000021413
chinchilla_lanigera ENSCLAG00000012167
octodon_degus ENSODEG00000011990
cavia_porcellus ENSCPOG00000023620
cavia_aperea ENSCAPG00000005473
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005817
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018067
fukomys_damarensis ENSFDAG00000018275
urocitellus_parryii ENSUPAG00010014144
spermophilus_dauricus ENSSDAG00000020716
ictidomys_tridecemlineatus ENSSTOG00000009999
marmota_marmota_marmota ENSMMMG00000020607
oryctolagus_cuniculus ENSOCUG00000009698
ochotona_princeps ENSOPRG00000000121
pan_troglodytes ENSPTRG00000009448
pan_paniscus ENSPPAG00000035144
homo_sapiens ENSG00000167419
pongo_abelii ENSPPYG00000008236
nomascus_leucogenys ENSNLEG00000008129
theropithecus_gelada ENSTGEG00000023072
papio_anubis ENSPANG00000022274
mandrillus_leucophaeus ENSMLEG00000020189
cercocebus_atys ENSCATG00000040776
macaca_fascicularis ENSMFAG00000037685
macaca_nemestrina ENSMNEG00000028850
macaca_mulatta ENSMMUG00000002264
chlorocebus_sabaeus ENSCSAG00000005660
rhinopithecus_bieti ENSRBIG00000031480
rhinopithecus_roxellana ENSRROG00000039605
piliocolobus_tephrosceles ENSPTEG00000039323
colobus_angolensis_palliatus ENSCANG00000040929
saimiri_boliviensis_boliviensis ENSSBOG00000020842
cebus_capucinus_imitator ENSCCAG00000015083
callithrix_jacchus ENSCJAG00000034661
aotus_nancymaae ENSANAG00000026996
carlito_syrichta ENSTSYG00000006539
microcebus_murinus ENSMICG00000015965
prolemur_simus ENSPSMG00000004443
propithecus_coquereli ENSPCOG00000021657
otolemur_garnettii ENSOGAG00000002673
tupaia_belangeri ENSTBEG00000012501
dasypus_novemcinctus ENSDNOG00000000091
choloepus_hoffmanni ENSCHOG00000009088
loxodonta_africana ENSLAFG00000029918
procavia_capensis ENSPCAG00000002962
echinops_telfairi ENSETEG00000001272
sorex_araneus ENSSARG00000007061
phascolarctos_cinereus ENSPCIG00000014816
notamacropus_eugenii ENSMEUG00000011942
sarcophilus_harrisii ENSSHAG00000011883
monodelphis_domestica ENSMODG00000014744
ornithorhynchus_anatinus ENSOANG00000020256
ornithorhynchus_anatinus ENSOANG00000008483
ornithorhynchus_anatinus ENSOANG00000031314
monodelphis_domestica ENSMODG00000019169
anser_brachyrhynchus ENSABRG00000007065
anas_platyrhynchos_platyrhynchos ENSAPLG00000009876
meleagris_gallopavo ENSMGAG00000001793
gallus_gallus ENSGALG00000039554
numida_meleagris ENSNMEG00000012536
calidris_pygmaea ENSCPGG00000005834
calidris_pugnax ENSCPUG00000012522
taeniopygia_guttata ENSTGUG00000003210
lonchura_striata_domestica ENSLSDG00000009978
serinus_canaria ENSSCAG00000004077
zonotrichia_albicollis ENSZALG00000004023
junco_hyemalis ENSJHYG00000015627
ficedula_albicollis ENSFALG00000013721
lepidothrix_coronata ENSLCOG00000014918
manacus_vitellinus ENSMVIG00005009020
apteryx_haastii ENSAHAG00000004684
apteryx_rowi ENSARWG00000006247
apteryx_owenii ENSAOWG00000000249
dromaius_novaehollandiae ENSDNVG00000005514
nothoprocta_perdicaria ENSNPEG00000003511
crocodylus_porosus ENSCPRG00005006781
chelonoidis_abingdonii ENSCABG00000007481
chrysemys_picta_bellii ENSCPBG00000015747
chrysemys_picta_bellii ENSCPBG00000011007
chelonoidis_abingdonii ENSCABG00000007482
pelodiscus_sinensis ENSPSIG00000013300
pogona_vitticeps ENSPVIG00000009491
anolis_carolinensis ENSACAG00000013406
notechis_scutatus ENSNSUG00000006053
salvator_merianae ENSSMRG00000013756
sphenodon_punctatus ENSSPUG00000001297
