mola_mola ENSMMOG00000003271
tetraodon_nigroviridis ENSTNIG00000002654
labrus_bergylta ENSLBEG00000009106
mastacembelus_armatus ENSMAMG00000016594
monopterus_albus ENSMALG00000007195
anabas_testudineus ENSATEG00000016907
amphiprion_ocellaris ENSAOCG00000013802
amphiprion_percula ENSAPEG00000012700
stegastes_partitus ENSSPAG00000014319
astatotilapia_calliptera ENSACLG00000013219
pundamilia_nyererei ENSPNYG00000008451
maylandia_zebra ENSMZEG00005019640
oreochromis_niloticus ENSONIG00000002772
neolamprologus_brichardi ENSNBRG00000023718
amphilophus_citrinellus ENSACIG00000013864
xiphophorus_maculatus ENSXMAG00000011231
xiphophorus_couchianus ENSXCOG00000008777
gambusia_affinis ENSGAFG00000006892
cyprinodon_variegatus ENSCVAG00000003982
kryptolebias_marmoratus ENSKMAG00000003257
seriola_dumerili ENSSDUG00000016062
seriola_lalandi_dorsalis ENSSLDG00000018368
scophthalmus_maximus ENSSMAG00000017103
oryzias_latipes_asm223471v1 ENSORLG00020008791
oryzias_latipes_asm223469v1 ENSORLG00015004948
oryzias_latipes_asm223467v1 ENSORLG00000001885
hippocampus_comes ENSHCOG00000017259
melopsittacus_undulatus ENSMUNG00000013474
gallus_gallus ENSGALG00000003164
numida_meleagris ENSNMEG00000002017
cyanistes_caeruleus ENSCCEG00000006744
notechis_scutatus ENSNSUG00000011013
mastacembelus_armatus ENSMAMG00000009745
mastacembelus_armatus ENSMAMG00000013210
monopterus_albus ENSMALG00000020021
ciona_intestinalis ENSCING00000002282
ciona_savignyi ENSCSAVG00000006353
drosophila_melanogaster FBgn0003392
caenorhabditis_elegans_strain_n2 WBGene00001130
