takifugu_rubripes ENSTRUG00000008226
tetraodon_nigroviridis ENSTNIG00000002874
tetraodon_nigroviridis ENSTNIG00000000326
mola_mola ENSMMOG00000014439
mola_mola ENSMMOG00000014496
gasterosteus_aculeatus ENSGACG00000018767
gasterosteus_aculeatus ENSGACG00000018764
scophthalmus_maximus ENSSMAG00000002991
cynoglossus_semilaevis ENSCSEG00000000442
seriola_dumerili ENSSDUG00000014429
seriola_lalandi_dorsalis ENSSLDG00000002719
cyprinodon_variegatus ENSCVAG00000004826
cyprinodon_variegatus ENSCVAG00000004810
xiphophorus_maculatus ENSXMAG00000029033
xiphophorus_couchianus ENSXCOG00000008577
xiphophorus_maculatus ENSXMAG00000025882
gambusia_affinis ENSGAFG00000007128
cyprinodon_variegatus ENSCVAG00000004837
cyprinodon_variegatus ENSCVAG00000004527
fundulus_heteroclitus ENSFHEG00000019174
poecilia_latipinna ENSPLAG00000012377
poecilia_mexicana ENSPMEG00000011117
poecilia_formosa ENSPFOG00000022442
poecilia_reticulata ENSPREG00000009935
gambusia_affinis ENSGAFG00000007120
xiphophorus_maculatus ENSXMAG00000012153
xiphophorus_couchianus ENSXCOG00000006868
cyprinodon_variegatus ENSCVAG00000004462
gambusia_affinis ENSGAFG00000020103
oryzias_latipes_asm223471v1 ENSORLG00020005093
oryzias_latipes_asm223469v1 ENSORLG00015021960
oryzias_latipes_asm223469v1 ENSORLG00015021947
oryzias_latipes_asm223467v1 ENSORLG00000008481
oryzias_melastigma ENSOMEG00000000490
oryzias_melastigma ENSOMEG00000021755
oryzias_latipes_asm223467v1 ENSORLG00000008474
stegastes_partitus ENSSPAG00000019855
astatotilapia_calliptera ENSACLG00000020727
pundamilia_nyererei ENSPNYG00000007799
haplochromis_burtoni ENSHBUG00000009627
maylandia_zebra ENSMZEG00005020174
oreochromis_niloticus ENSONIG00000006951
amphilophus_citrinellus ENSACIG00000012439
oreochromis_niloticus ENSONIG00000006913
neolamprologus_brichardi ENSNBRG00000024032
maylandia_zebra ENSMZEG00005014331
amphilophus_citrinellus ENSACIG00000004864
amphilophus_citrinellus ENSACIG00000005089
amphilophus_citrinellus ENSACIG00000004906
maylandia_zebra ENSMZEG00005020206
astatotilapia_calliptera ENSACLG00000022022
pundamilia_nyererei ENSPNYG00000008197
haplochromis_burtoni ENSHBUG00000012545
neolamprologus_brichardi ENSNBRG00000017702
astatotilapia_calliptera ENSACLG00000021371
oreochromis_niloticus ENSONIG00000006956
oreochromis_niloticus ENSONIG00000006953
haplochromis_burtoni ENSHBUG00000009770
amphilophus_citrinellus ENSACIG00000015005
tetraodon_nigroviridis ENSTNIG00000018622
periophthalmus_magnuspinnatus ENSPMGG00000019992
hippocampus_comes ENSHCOG00000019939
hippocampus_comes ENSHCOG00000019917
gadus_morhua ENSGMOG00000009693
mastacembelus_armatus ENSMAMG00000019155
mastacembelus_armatus ENSMAMG00000019171
monopterus_albus ENSMALG00000016582
monopterus_albus ENSMALG00000002344
monopterus_albus ENSMALG00000013739
monopterus_albus ENSMALG00000003397
anabas_testudineus ENSATEG00000019178
anabas_testudineus ENSATEG00000019163
anabas_testudineus ENSATEG00000019068
anabas_testudineus ENSATEG00000018468
anabas_testudineus ENSATEG00000018543
fundulus_heteroclitus ENSFHEG00000000549
fundulus_heteroclitus ENSFHEG00000022217
poecilia_latipinna ENSPLAG00000023239
poecilia_reticulata ENSPREG00000007356
cyprinodon_variegatus ENSCVAG00000008621
cyprinodon_variegatus ENSCVAG00000005944
fundulus_heteroclitus ENSFHEG00000009828
fundulus_heteroclitus ENSFHEG00000000649
poecilia_latipinna ENSPLAG00000020950
poecilia_mexicana ENSPMEG00000007075
poecilia_reticulata ENSPREG00000005264
oryzias_melastigma ENSOMEG00000012337
oryzias_melastigma ENSOMEG00000015990
oryzias_latipes_asm223467v1 ENSORLG00000025385
oryzias_latipes_asm223467v1 ENSORLG00000001175
oryzias_latipes_asm223469v1 ENSORLG00015008159
oryzias_latipes_asm223467v1 ENSORLG00000026241
oryzias_latipes_asm223471v1 ENSORLG00020016112
oryzias_latipes_asm223471v1 ENSORLG00020016892
oryzias_latipes_asm223467v1 ENSORLG00000025659
oryzias_latipes_asm223469v1 ENSORLG00015008081
oryzias_latipes_asm223469v1 ENSORLG00015007398
oryzias_latipes_asm223471v1 ENSORLG00020014216
oryzias_latipes_asm223467v1 ENSORLG00000024823
oryzias_latipes_asm223467v1 ENSORLG00000022022
oryzias_latipes_asm223471v1 ENSORLG00020016269
oryzias_latipes_asm223469v1 ENSORLG00015008049
oryzias_latipes_asm223467v1 ENSORLG00000001209
oryzias_latipes_asm223467v1 ENSORLG00000001213
oryzias_latipes_asm223469v1 ENSORLG00015007693
oryzias_melastigma ENSOMEG00000016438
amphilophus_citrinellus ENSACIG00000004784
amphilophus_citrinellus ENSACIG00000004813
amphilophus_citrinellus ENSACIG00000007496
haplochromis_burtoni ENSHBUG00000007010
maylandia_zebra ENSMZEG00005001897
maylandia_zebra ENSMZEG00005001798
haplochromis_burtoni ENSHBUG00000011542
astatotilapia_calliptera ENSACLG00000017935
maylandia_zebra ENSMZEG00005002000
pundamilia_nyererei ENSPNYG00000023979
neolamprologus_brichardi ENSNBRG00000004212
pundamilia_nyererei ENSPNYG00000007682
maylandia_zebra ENSMZEG00005001984
astatotilapia_calliptera ENSACLG00000018476
astatotilapia_calliptera ENSACLG00000017898
maylandia_zebra ENSMZEG00005001780
pundamilia_nyererei ENSPNYG00000013062
haplochromis_burtoni ENSHBUG00000014046
neolamprologus_brichardi ENSNBRG00000021114
oreochromis_niloticus ENSONIG00000009434
