calidris_pygmaea ENSCPGG00000010122
calidris_pugnax ENSCPUG00000010430
melopsittacus_undulatus ENSMUNG00000003167
junco_hyemalis ENSJHYG00000006435
zonotrichia_albicollis ENSZALG00000008474
ficedula_albicollis ENSFALG00000000969
serinus_canaria ENSSCAG00000015182
taeniopygia_guttata ENSTGUG00000012525
lonchura_striata_domestica ENSLSDG00000002019
cyanistes_caeruleus ENSCCEG00000001144
parus_major ENSPMJG00000013650
manacus_vitellinus ENSMVIG00005009984
lepidothrix_coronata ENSLCOG00000004908
anser_brachyrhynchus ENSABRG00000000028
anas_platyrhynchos_platyrhynchos ENSAPLG00000004321
gallus_gallus ENSGALG00000016927
coturnix_japonica ENSCJPG00005019583
meleagris_gallopavo ENSMGAG00000014948
numida_meleagris ENSNMEG00000020958
apteryx_haastii ENSAHAG00000014700
apteryx_owenii ENSAOWG00000001499
apteryx_rowi ENSARWG00000006932
dromaius_novaehollandiae ENSDNVG00000016383
nothoprocta_perdicaria ENSNPEG00000001724
crocodylus_porosus ENSCPRG00005018683
gopherus_agassizii ENSGAGG00000018373
chelonoidis_abingdonii ENSCABG00000013227
chrysemys_picta_bellii ENSCPBG00000026989
pelodiscus_sinensis ENSPSIG00000004030
sphenodon_punctatus ENSSPUG00000011885
phascolarctos_cinereus ENSPCIG00000028733
notamacropus_eugenii ENSMEUG00000011825
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020458
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005148
mus_spicilegus ENSMSIG00000000123
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019562
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030579
mus_spicilegus ENSMSIG00000027026
rattus_norvegicus ENSRNOG00000008785
meriones_unguiculatus ENSMUGG00000002454
peromyscus_maniculatus_bairdii ENSPEMG00000019820
microtus_ochrogaster ENSMOCG00000006558
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017865
cricetulus_griseus_crigri-picr ENSCGRG00015002358
cricetulus_griseus_crigri_1.0 ENSCGRG00000007469
