choloepus_hoffmanni ENSCHOG00000010526
erinaceus_europaeus ENSEEUG00000004465
loxodonta_africana ENSLAFG00000009523
dasypus_novemcinctus ENSDNOG00000019159
echinops_telfairi ENSETEG00000001055
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014550
cricetulus_griseus_crigri_1.0 ENSCGRG00000011948
cricetulus_griseus_crigri-picr ENSCGRG00015005652
mesocricetus_auratus ENSMAUG00000002399
peromyscus_maniculatus_bairdii ENSPEMG00000029478
microtus_ochrogaster ENSMOCG00000002986
rattus_norvegicus ENSRNOG00000037406
mus_spicilegus ENSMSIG00000027585
nannospalax_galili ENSNGAG00000006314
jaculus_jaculus ENSJJAG00000015562
castor_canadensis ENSCCNG00000020971
ictidomys_tridecemlineatus ENSSTOG00000014580
urocitellus_parryii ENSUPAG00010014782
spermophilus_dauricus ENSSDAG00000001357
cavia_porcellus ENSCPOG00000039253
octodon_degus ENSODEG00000011475
chinchilla_lanigera ENSCLAG00000011799
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008221
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011284
fukomys_damarensis ENSFDAG00000018020
ochotona_princeps ENSOPRG00000007238
pan_paniscus ENSPPAG00000035012
pan_troglodytes ENSPTRG00000001377
homo_sapiens ENSG00000163263
gorilla_gorilla ENSGGOG00000005688
pongo_abelii ENSPPYG00000000786
nomascus_leucogenys ENSNLEG00000027442
macaca_fascicularis ENSMFAG00000002371
macaca_mulatta ENSMMUG00000010807
macaca_nemestrina ENSMNEG00000036051
chlorocebus_sabaeus ENSCSAG00000001919
papio_anubis ENSPANG00000003885
cercocebus_atys ENSCATG00000033844
theropithecus_gelada ENSTGEG00000020433
mandrillus_leucophaeus ENSMLEG00000033358
piliocolobus_tephrosceles ENSPTEG00000035040
colobus_angolensis_palliatus ENSCANG00000030888
rhinopithecus_roxellana ENSRROG00000044122
rhinopithecus_bieti ENSRBIG00000035273
cebus_capucinus_imitator ENSCCAG00000024957
saimiri_boliviensis_boliviensis ENSSBOG00000014715
callithrix_jacchus ENSCJAG00000009736
aotus_nancymaae ENSANAG00000025877
carlito_syrichta ENSTSYG00000034804
propithecus_coquereli ENSPCOG00000011055
microcebus_murinus ENSMICG00000010401
prolemur_simus ENSPSMG00000022110
canis_lupus_familiaris ENSCAFG00000032170
vulpes_vulpes ENSVVUG00000028643
ursus_maritimus ENSUMAG00000020216
ursus_americanus ENSUAMG00000024388
felis_catus ENSFCAG00000038949
panthera_pardus ENSPPRG00000023315
myotis_lucifugus ENSMLUG00000013334
bos_taurus ENSBTAG00000033220
bos_mutus ENSBMUG00000009584
bison_bison_bison ENSBBBG00000013575
capra_hircus ENSCHIG00000013219
ovis_aries ENSOARG00000001925
tursiops_truncatus ENSTTRG00000015819
vicugna_pacos ENSVPAG00000001002
sus_scrofa ENSSSCG00000006555
tupaia_belangeri ENSTBEG00000013818
pteropus_vampyrus ENSPVAG00000002715
dipodomys_ordii ENSDORG00000029641
monodelphis_domestica ENSMODG00000017241
sarcophilus_harrisii ENSSHAG00000012902
phascolarctos_cinereus ENSPCIG00000029294
