oryzias_latipes_asm223469v1 ENSORLG00015013718
oryzias_latipes_asm223471v1 ENSORLG00020018354
oryzias_latipes_asm223467v1 ENSORLG00000010807
kryptolebias_marmoratus ENSKMAG00000012492
astatotilapia_calliptera ENSACLG00000003383
maylandia_zebra ENSMZEG00005006461
haplochromis_burtoni ENSHBUG00000008805
pundamilia_nyererei ENSPNYG00000022977
amphiprion_percula ENSAPEG00000013560
amphiprion_ocellaris ENSAOCG00000001317
stegastes_partitus ENSSPAG00000022444
mola_mola ENSMMOG00000015836
gasterosteus_aculeatus ENSGACG00000012062
hippocampus_comes ENSHCOG00000000364
gadus_morhua ENSGMOG00000003584
