urocitellus_parryii ENSUPAG00010020741
ictidomys_tridecemlineatus ENSSTOG00000020425
marmota_marmota_marmota ENSMMMG00000003353
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012085
otolemur_garnettii ENSOGAG00000031938
otolemur_garnettii ENSOGAG00000028835
prolemur_simus ENSPSMG00000015268
rhinopithecus_roxellana ENSRROG00000026872
rhinopithecus_roxellana ENSRROG00000018604
rhinopithecus_bieti ENSRBIG00000027870
colobus_angolensis_palliatus ENSCANG00000028507
cercocebus_atys ENSCATG00000042377
mandrillus_leucophaeus ENSMLEG00000029773
papio_anubis ENSPANG00000032206
macaca_fascicularis ENSMFAG00000039183
macaca_mulatta ENSMMUG00000044866
macaca_fascicularis ENSMFAG00000039060
macaca_mulatta ENSMMUG00000038735
macaca_nemestrina ENSMNEG00000040610
chlorocebus_sabaeus ENSCSAG00000006305
mandrillus_leucophaeus ENSMLEG00000038711
papio_anubis ENSPANG00000030852
cercocebus_atys ENSCATG00000042272
rhinopithecus_bieti ENSRBIG00000038698
pan_troglodytes ENSPTRG00000047270
pan_troglodytes ENSPTRG00000047621
pan_troglodytes ENSPTRG00000044952
pan_troglodytes ENSPTRG00000051497
gorilla_gorilla ENSGGOG00000043380
nomascus_leucogenys ENSNLEG00000033601
saimiri_boliviensis_boliviensis ENSSBOG00000031447
cebus_capucinus_imitator ENSCCAG00000033013
dipodomys_ordii ENSDORG00000025104
dipodomys_ordii ENSDORG00000029743
dipodomys_ordii ENSDORG00000024133
castor_canadensis ENSCCNG00000006758
castor_canadensis ENSCCNG00000006735
microtus_ochrogaster ENSMOCG00000005295
peromyscus_maniculatus_bairdii ENSPEMG00000002492
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009691
cricetulus_griseus_crigri_1.0 ENSCGRG00000019008
cricetulus_griseus_crigri-picr ENSCGRG00015012859
mesocricetus_auratus ENSMAUG00000006882
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000081984
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015199
mus_spicilegus ENSMSIG00000026596
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014395
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027631
rattus_norvegicus ENSRNOG00000023172
meriones_unguiculatus ENSMUGG00000010770
oryctolagus_cuniculus ENSOCUG00000026870
bison_bison_bison ENSBBBG00000005430
capra_hircus ENSCHIG00000012439
sus_scrofa ENSSSCG00000028217
mustela_putorius_furo ENSMPUG00000018448
neovison_vison ENSNVIG00000005494
ursus_americanus ENSUAMG00000009710
ursus_maritimus ENSUMAG00000013463
canis_lupus_familiaris ENSCAFG00000011889
canis_lupus_dingo ENSCAFG00020024284
panthera_pardus ENSPPRG00000016397
panthera_tigris_altaica ENSPTIG00000011473
felis_catus ENSFCAG00000025084
myotis_lucifugus ENSMLUG00000017411
piliocolobus_tephrosceles ENSPTEG00000034296
piliocolobus_tephrosceles ENSPTEG00000034328
theropithecus_gelada ENSTGEG00000022863
theropithecus_gelada ENSTGEG00000022845
carlito_syrichta ENSTSYG00000033037
microcebus_murinus ENSMICG00000042700
equus_asinus_asinus ENSEASG00005019913
spermophilus_dauricus ENSSDAG00000021196
vulpes_vulpes ENSVVUG00000025414
bos_mutus ENSBMUG00000025002
equus_caballus ENSECAG00000030264
loxodonta_africana ENSLAFG00000031343
