procavia_capensis ENSPCAG00000002220
echinops_telfairi ENSETEG00000015719
loxodonta_africana ENSLAFG00000005635
choloepus_hoffmanni ENSCHOG00000009353
pan_troglodytes ENSPTRG00000020401
pan_paniscus ENSPPAG00000030579
homo_sapiens ENSG00000176571
gorilla_gorilla ENSGGOG00000005268
pongo_abelii ENSPPYG00000018727
nomascus_leucogenys ENSNLEG00000001786
rhinopithecus_bieti ENSRBIG00000038313
rhinopithecus_roxellana ENSRROG00000042149
colobus_angolensis_palliatus ENSCANG00000035023
piliocolobus_tephrosceles ENSPTEG00000034743
macaca_fascicularis ENSMFAG00000031603
macaca_mulatta ENSMMUG00000001751
macaca_nemestrina ENSMNEG00000040483
mandrillus_leucophaeus ENSMLEG00000041498
cercocebus_atys ENSCATG00000034178
papio_anubis ENSPANG00000034174
theropithecus_gelada ENSTGEG00000025570
saimiri_boliviensis_boliviensis ENSSBOG00000028244
callithrix_jacchus ENSCJAG00000000247
cebus_capucinus_imitator ENSCCAG00000025550
aotus_nancymaae ENSANAG00000029938
carlito_syrichta ENSTSYG00000036996
prolemur_simus ENSPSMG00000025439
microcebus_murinus ENSMICG00000040425
propithecus_coquereli ENSPCOG00000025553
tupaia_belangeri ENSTBEG00000014831
urocitellus_parryii ENSUPAG00010015603
marmota_marmota_marmota ENSMMMG00000006674
peromyscus_maniculatus_bairdii ENSPEMG00000028415
cricetulus_griseus_crigri-picr ENSCGRG00015012737
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026781
mus_spicilegus ENSMSIG00000026593
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073991
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025832
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023955
rattus_norvegicus ENSRNOG00000056330
chinchilla_lanigera ENSCLAG00000007926
oryctolagus_cuniculus ENSOCUG00000029386
ochotona_princeps ENSOPRG00000017213
neovison_vison ENSNVIG00000006887
mustela_putorius_furo ENSMPUG00000010946
ailuropoda_melanoleuca ENSAMEG00000017142
canis_lupus_familiaris ENSCAFG00000008909
canis_lupus_dingo ENSCAFG00020012371
vulpes_vulpes ENSVVUG00000001846
panthera_tigris_altaica ENSPTIG00000019747
panthera_pardus ENSPPRG00000022136
felis_catus ENSFCAG00000026138
pteropus_vampyrus ENSPVAG00000004974
ovis_aries ENSOARG00000011475
capra_hircus ENSCHIG00000010091
bos_mutus ENSBMUG00000010653
bos_taurus ENSBTAG00000051390
bison_bison_bison ENSBBBG00000020698
tursiops_truncatus ENSTTRG00000002304
vicugna_pacos ENSVPAG00000008465
sus_scrofa ENSSSCG00000036161
equus_caballus ENSECAG00000026864
equus_asinus_asinus ENSEASG00005018728
erinaceus_europaeus ENSEEUG00000010493
sorex_araneus ENSSARG00000011179
phascolarctos_cinereus ENSPCIG00000029146
notamacropus_eugenii ENSMEUG00000000091
sarcophilus_harrisii ENSSHAG00000011704
monodelphis_domestica ENSMODG00000029240
ornithorhynchus_anatinus ENSOANG00000014357
ornithorhynchus_anatinus ENSOANG00000031523
pogona_vitticeps ENSPVIG00000009770
anolis_carolinensis ENSACAG00000020960
latimeria_chalumnae ENSLACG00000022340
pygocentrus_nattereri ENSPNAG00000022624
astyanax_mexicanus ENSAMXG00000040150
danio_rerio ENSDARG00000091489
esox_lucius ENSELUG00000003089
lepisosteus_oculatus ENSLOCG00000010391
