pan_troglodytes ENSPTRG00000006980
pan_paniscus ENSPPAG00000006854
homo_sapiens ENSG00000159433
gorilla_gorilla ENSGGOG00000006926
pongo_abelii ENSPPYG00000006401
nomascus_leucogenys ENSNLEG00000004501
colobus_angolensis_palliatus ENSCANG00000034948
piliocolobus_tephrosceles ENSPTEG00000016186
rhinopithecus_roxellana ENSRROG00000035159
rhinopithecus_bieti ENSRBIG00000041976
mandrillus_leucophaeus ENSMLEG00000027109
cercocebus_atys ENSCATG00000025728
theropithecus_gelada ENSTGEG00000004921
papio_anubis ENSPANG00000018579
macaca_fascicularis ENSMFAG00000040647
macaca_mulatta ENSMMUG00000008093
macaca_nemestrina ENSMNEG00000015995
chlorocebus_sabaeus ENSCSAG00000008846
aotus_nancymaae ENSANAG00000035167
callithrix_jacchus ENSCJAG00000001961
cebus_capucinus_imitator ENSCCAG00000028477
saimiri_boliviensis_boliviensis ENSSBOG00000025637
prolemur_simus ENSPSMG00000007581
ochotona_princeps ENSOPRG00000013705
carlito_syrichta ENSTSYG00000028197
urocitellus_parryii ENSUPAG00010012572
procavia_capensis ENSPCAG00000001542
