procavia_capensis ENSPCAG00000000244
echinops_telfairi ENSETEG00000008197
vicugna_pacos ENSVPAG00000005491
ovis_aries ENSOARG00000002178
sarcophilus_harrisii ENSSHAG00000003581
monodelphis_domestica ENSMODG00000001137
equus_asinus_asinus ENSEASG00005011465
equus_caballus ENSECAG00000002919
myotis_lucifugus ENSMLUG00000009948
myotis_lucifugus ENSMLUG00000027133
bos_mutus ENSBMUG00000006952
bos_taurus ENSBTAG00000014059
bison_bison_bison ENSBBBG00000007498
capra_hircus ENSCHIG00000021774
ovis_aries ENSOARG00000009057
capra_hircus ENSCHIG00000019212
ovis_aries ENSOARG00000001774
ovis_aries ENSOARG00000002982
tursiops_truncatus ENSTTRG00000016475
sus_scrofa ENSSSCG00000015273
ovis_aries ENSOARG00000016118
ursus_maritimus ENSUMAG00000005514
ursus_americanus ENSUAMG00000005678
ailuropoda_melanoleuca ENSAMEG00000000712
neovison_vison ENSNVIG00000016236
mustela_putorius_furo ENSMPUG00000011614
canis_lupus_familiaris ENSCAFG00000009564
canis_lupus_dingo ENSCAFG00020006918
vulpes_vulpes ENSVVUG00000015022
panthera_tigris_altaica ENSPTIG00000005453
panthera_pardus ENSPPRG00000024831
felis_catus ENSFCAG00000000870
oryctolagus_cuniculus ENSOCUG00000027402
ovis_aries ENSOARG00000008900
oryctolagus_cuniculus ENSOCUG00000021522
pteropus_vampyrus ENSPVAG00000003618
choloepus_hoffmanni ENSCHOG00000002543
dasypus_novemcinctus ENSDNOG00000025819
loxodonta_africana ENSLAFG00000012442
mus_spicilegus ENSMSIG00000018529
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015415
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026463
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014608
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027844
rattus_norvegicus ENSRNOG00000003031
meriones_unguiculatus ENSMUGG00000003980
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011759
cricetulus_griseus_crigri_1.0 ENSCGRG00000003061
cricetulus_griseus_crigri-picr ENSCGRG00015000628
mesocricetus_auratus ENSMAUG00000007564
peromyscus_maniculatus_bairdii ENSPEMG00000015469
microtus_ochrogaster ENSMOCG00000001360
nannospalax_galili ENSNGAG00000005391
jaculus_jaculus ENSJJAG00000021638
castor_canadensis ENSCCNG00000025973
dipodomys_ordii ENSDORG00000014618
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005394
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016431
fukomys_damarensis ENSFDAG00000019112
chinchilla_lanigera ENSCLAG00000012025
octodon_degus ENSODEG00000013312
cavia_porcellus ENSCPOG00000005714
cavia_aperea ENSCAPG00000006171
ictidomys_tridecemlineatus ENSSTOG00000010657
urocitellus_parryii ENSUPAG00010007428
spermophilus_dauricus ENSSDAG00000001255
marmota_marmota_marmota ENSMMMG00000013598
oryctolagus_cuniculus ENSOCUG00000023454
oryctolagus_cuniculus ENSOCUG00000002381
oryctolagus_cuniculus ENSOCUG00000006539
ochotona_princeps ENSOPRG00000007551
pan_paniscus ENSPPAG00000041080
pan_troglodytes ENSPTRG00000001873
homo_sapiens ENSG00000058668
gorilla_gorilla ENSGGOG00000010467
nomascus_leucogenys ENSNLEG00000018117
piliocolobus_tephrosceles ENSPTEG00000030744
colobus_angolensis_palliatus ENSCANG00000037407
rhinopithecus_roxellana ENSRROG00000010090
rhinopithecus_bieti ENSRBIG00000031557
macaca_fascicularis ENSMFAG00000010073
macaca_mulatta ENSMMUG00000021116
macaca_nemestrina ENSMNEG00000028334
mandrillus_leucophaeus ENSMLEG00000035583
papio_anubis ENSPANG00000012283
theropithecus_gelada ENSTGEG00000017686
cercocebus_atys ENSCATG00000044125
saimiri_boliviensis_boliviensis ENSSBOG00000022856
cebus_capucinus_imitator ENSCCAG00000027026
callithrix_jacchus ENSCJAG00000006561
aotus_nancymaae ENSANAG00000033579
pongo_abelii ENSPPYG00000000329
gorilla_gorilla ENSGGOG00000037477
chlorocebus_sabaeus ENSCSAG00000014379
carlito_syrichta ENSTSYG00000009610
propithecus_coquereli ENSPCOG00000018732
prolemur_simus ENSPSMG00000003361
microcebus_murinus ENSMICG00000015476
otolemur_garnettii ENSOGAG00000000241
tupaia_belangeri ENSTBEG00000010330
erinaceus_europaeus ENSEEUG00000013838
lepidothrix_coronata ENSLCOG00000002880
manacus_vitellinus ENSMVIG00005018380
cyanistes_caeruleus ENSCCEG00000017775
serinus_canaria ENSSCAG00000010401
junco_hyemalis ENSJHYG00000003596
gallus_gallus ENSGALG00000003601
coturnix_japonica ENSCJPG00005018962
numida_meleagris ENSNMEG00000004245
calidris_pygmaea ENSCPGG00000011850
calidris_pugnax ENSCPUG00000016243
anser_brachyrhynchus ENSABRG00000000996
apteryx_haastii ENSAHAG00000008773
apteryx_rowi ENSARWG00000002204
apteryx_owenii ENSAOWG00000010294
dromaius_novaehollandiae ENSDNVG00000013710
nothoprocta_perdicaria ENSNPEG00000003744
melopsittacus_undulatus ENSMUNG00000008160
ornithorhynchus_anatinus ENSOANG00000028691
meleagris_gallopavo ENSMGAG00000009289
