monopterus_albus ENSMALG00000005833
mastacembelus_armatus ENSMAMG00000021040
anabas_testudineus ENSATEG00000013003
seriola_dumerili ENSSDUG00000012305
seriola_lalandi_dorsalis ENSSLDG00000020124
scophthalmus_maximus ENSSMAG00000014421
poecilia_formosa ENSPFOG00000005034
poecilia_mexicana ENSPMEG00000013380
poecilia_latipinna ENSPLAG00000006432
poecilia_reticulata ENSPREG00000021813
xiphophorus_maculatus ENSXMAG00000001560
xiphophorus_couchianus ENSXCOG00000019234
gambusia_affinis ENSGAFG00000000881
cyprinodon_variegatus ENSCVAG00000008867
fundulus_heteroclitus ENSFHEG00000007590
kryptolebias_marmoratus ENSKMAG00000014256
oryzias_latipes_asm223469v1 ENSORLG00015019767
oryzias_latipes_asm223471v1 ENSORLG00020012348
oryzias_latipes_asm223467v1 ENSORLG00000023691
oryzias_melastigma ENSOMEG00000011528
maylandia_zebra ENSMZEG00005026957
astatotilapia_calliptera ENSACLG00000011096
pundamilia_nyererei ENSPNYG00000023226
haplochromis_burtoni ENSHBUG00000012977
neolamprologus_brichardi ENSNBRG00000020835
oreochromis_niloticus ENSONIG00000007395
amphilophus_citrinellus ENSACIG00000006346
amphiprion_ocellaris ENSAOCG00000023360
amphiprion_percula ENSAPEG00000004059
acanthochromis_polyacanthus ENSAPOG00000008989
stegastes_partitus ENSSPAG00000007756
labrus_bergylta ENSLBEG00000022575
mola_mola ENSMMOG00000016924
cynoglossus_semilaevis ENSCSEG00000006733
pundamilia_nyererei ENSPNYG00000005585
periophthalmus_magnuspinnatus ENSPMGG00000003538
esox_lucius ENSELUG00000018818
