propithecus_coquereli ENSPCOG00000025080
prolemur_simus ENSPSMG00000024973
microcebus_murinus ENSMICG00000010882
otolemur_garnettii ENSOGAG00000013064
pan_troglodytes ENSPTRG00000016650
pan_paniscus ENSPPAG00000042897
gorilla_gorilla ENSGGOG00000002817
homo_sapiens ENSG00000109771
pongo_abelii ENSPPYG00000015245
nomascus_leucogenys ENSNLEG00000011151
rhinopithecus_roxellana ENSRROG00000042551
rhinopithecus_bieti ENSRBIG00000036810
colobus_angolensis_palliatus ENSCANG00000039135
piliocolobus_tephrosceles ENSPTEG00000017495
theropithecus_gelada ENSTGEG00000024097
papio_anubis ENSPANG00000008049
macaca_nemestrina ENSMNEG00000027242
macaca_fascicularis ENSMFAG00000003250
macaca_mulatta ENSMMUG00000003519
mandrillus_leucophaeus ENSMLEG00000038048
cercocebus_atys ENSCATG00000031818
chlorocebus_sabaeus ENSCSAG00000002972
saimiri_boliviensis_boliviensis ENSSBOG00000021810
cebus_capucinus_imitator ENSCCAG00000036785
callithrix_jacchus ENSCJAG00000005918
aotus_nancymaae ENSANAG00000006498
carlito_syrichta ENSTSYG00000009914
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005458
cricetulus_griseus_crigri-picr ENSCGRG00015021546
cricetulus_griseus_crigri_1.0 ENSCGRG00000006919
mesocricetus_auratus ENSMAUG00000008998
peromyscus_maniculatus_bairdii ENSPEMG00000006671
microtus_ochrogaster ENSMOCG00000014647
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032141
mus_spicilegus ENSMSIG00000004674
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031637
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031027
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021495
rattus_norvegicus ENSRNOG00000011178
meriones_unguiculatus ENSMUGG00000016091
nannospalax_galili ENSNGAG00000007526
jaculus_jaculus ENSJJAG00000021416
castor_canadensis ENSCCNG00000012867
dipodomys_ordii ENSDORG00000003378
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006120
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001499
fukomys_damarensis ENSFDAG00000016392
chinchilla_lanigera ENSCLAG00000013468
octodon_degus ENSODEG00000004365
cavia_porcellus ENSCPOG00000035669
cavia_aperea ENSCAPG00000000212
urocitellus_parryii ENSUPAG00010004038
spermophilus_dauricus ENSSDAG00000000635
marmota_marmota_marmota ENSMMMG00000012163
ictidomys_tridecemlineatus ENSSTOG00000013024
oryctolagus_cuniculus ENSOCUG00000012365
ochotona_princeps ENSOPRG00000011216
erinaceus_europaeus ENSEEUG00000001240
dasypus_novemcinctus ENSDNOG00000008762
bos_mutus ENSBMUG00000010916
bison_bison_bison ENSBBBG00000014456
bos_taurus ENSBTAG00000005094
capra_hircus ENSCHIG00000023620
ovis_aries ENSOARG00000007767
sus_scrofa ENSSSCG00000015792
tursiops_truncatus ENSTTRG00000004686
vicugna_pacos ENSVPAG00000008746
equus_asinus_asinus ENSEASG00005018380
equus_caballus ENSECAG00000010868
canis_lupus_dingo ENSCAFG00020001025
canis_lupus_familiaris ENSCAFG00000007567
vulpes_vulpes ENSVVUG00000012854
mustela_putorius_furo ENSMPUG00000011166
neovison_vison ENSNVIG00000005813
ursus_maritimus ENSUMAG00000013025
ursus_americanus ENSUAMG00000014681
ailuropoda_melanoleuca ENSAMEG00000005311
panthera_tigris_altaica ENSPTIG00000021979
panthera_pardus ENSPPRG00000024361
felis_catus ENSFCAG00000004805
pteropus_vampyrus ENSPVAG00000001036
myotis_lucifugus ENSMLUG00000006054
tupaia_belangeri ENSTBEG00000008745
loxodonta_africana ENSLAFG00000003694
procavia_capensis ENSPCAG00000000328
echinops_telfairi ENSETEG00000002490
choloepus_hoffmanni ENSCHOG00000009813
sorex_araneus ENSSARG00000012123
phascolarctos_cinereus ENSPCIG00000025036
notamacropus_eugenii ENSMEUG00000006264
monodelphis_domestica ENSMODG00000004698
ornithorhynchus_anatinus ENSOANG00000012291
chelonoidis_abingdonii ENSCABG00000006272
gopherus_agassizii ENSGAGG00000010786
chrysemys_picta_bellii ENSCPBG00000008548
pelodiscus_sinensis ENSPSIG00000014784
anas_platyrhynchos_platyrhynchos ENSAPLG00000010869
anser_brachyrhynchus ENSABRG00000020223
gallus_gallus ENSGALG00000045063
meleagris_gallopavo ENSMGAG00000006149
coturnix_japonica ENSCJPG00005009596
numida_meleagris ENSNMEG00000014489
calidris_pugnax ENSCPUG00000015365
calidris_pugnax ENSCPUG00000015303
calidris_pygmaea ENSCPGG00000003988
melopsittacus_undulatus ENSMUNG00000001491
zonotrichia_albicollis ENSZALG00000011690
junco_hyemalis ENSJHYG00000009453
serinus_canaria ENSSCAG00000009884
taeniopygia_guttata ENSTGUG00000006810
lonchura_striata_domestica ENSLSDG00000009665
ficedula_albicollis ENSFALG00000011867
cyanistes_caeruleus ENSCCEG00000006373
parus_major ENSPMJG00000002404
lepidothrix_coronata ENSLCOG00000000708
manacus_vitellinus ENSMVIG00005012492
apteryx_haastii ENSAHAG00000011601
apteryx_owenii ENSAOWG00000014838
apteryx_rowi ENSARWG00000006178
dromaius_novaehollandiae ENSDNVG00000001319
nothoprocta_perdicaria ENSNPEG00000014602
pogona_vitticeps ENSPVIG00000023644
anolis_carolinensis ENSACAG00000002192
notechis_scutatus ENSNSUG00000009612
salvator_merianae ENSSMRG00000009711
sphenodon_punctatus ENSSPUG00000015018
xenopus_tropicalis ENSXETG00000001561
latimeria_chalumnae ENSLACG00000004657
pygocentrus_nattereri ENSPNAG00000024622
astyanax_mexicanus ENSAMXG00000005937
ictalurus_punctatus ENSIPUG00000020645
danio_rerio ENSDARG00000040478
esox_lucius ENSELUG00000012186
lepisosteus_oculatus ENSLOCG00000013790
petromyzon_marinus ENSPMAG00000007985
ciona_savignyi ENSCSAVG00000011176
ciona_intestinalis ENSCING00000024902
