apteryx_owenii ENSAOWG00000008332
apteryx_haastii ENSAHAG00000014958
apteryx_rowi ENSARWG00000009744
dromaius_novaehollandiae ENSDNVG00000004566
nothoprocta_perdicaria ENSNPEG00000011969
anser_brachyrhynchus ENSABRG00000005286
anas_platyrhynchos_platyrhynchos ENSAPLG00000005281
coturnix_japonica ENSCJPG00005004191
gallus_gallus ENSGALG00000010491
meleagris_gallopavo ENSMGAG00000011899
numida_meleagris ENSNMEG00000005740
lonchura_striata_domestica ENSLSDG00000014238
taeniopygia_guttata ENSTGUG00000011674
junco_hyemalis ENSJHYG00000012678
zonotrichia_albicollis ENSZALG00000013496
ficedula_albicollis ENSFALG00000001310
serinus_canaria ENSSCAG00000010141
cyanistes_caeruleus ENSCCEG00000020291
parus_major ENSPMJG00000006106
manacus_vitellinus ENSMVIG00005012641
lepidothrix_coronata ENSLCOG00000010383
melopsittacus_undulatus ENSMUNG00000006925
calidris_pygmaea ENSCPGG00000008431
calidris_pugnax ENSCPUG00000003413
crocodylus_porosus ENSCPRG00005007131
gopherus_agassizii ENSGAGG00000015989
chelonoidis_abingdonii ENSCABG00000017457
chrysemys_picta_bellii ENSCPBG00000014006
pelodiscus_sinensis ENSPSIG00000000984
sphenodon_punctatus ENSSPUG00000005768
pogona_vitticeps ENSPVIG00000019072
anolis_carolinensis ENSACAG00000007567
notechis_scutatus ENSNSUG00000011998
salvator_merianae ENSSMRG00000013940
loxodonta_africana ENSLAFG00000022528
procavia_capensis ENSPCAG00000000304
echinops_telfairi ENSETEG00000013121
dasypus_novemcinctus ENSDNOG00000049520
pan_troglodytes ENSPTRG00000029653
pan_paniscus ENSPPAG00000030691
homo_sapiens ENSG00000171813
gorilla_gorilla ENSGGOG00000016986
pongo_abelii ENSPPYG00000002776
macaca_mulatta ENSMMUG00000021582
macaca_fascicularis ENSMFAG00000032975
macaca_nemestrina ENSMNEG00000042807
mandrillus_leucophaeus ENSMLEG00000041402
cercocebus_atys ENSCATG00000033811
chlorocebus_sabaeus ENSCSAG00000004377
papio_anubis ENSPANG00000031758
theropithecus_gelada ENSTGEG00000029049
rhinopithecus_roxellana ENSRROG00000042359
rhinopithecus_bieti ENSRBIG00000031178
piliocolobus_tephrosceles ENSPTEG00000026011
cebus_capucinus_imitator ENSCCAG00000031090
saimiri_boliviensis_boliviensis ENSSBOG00000014656
callithrix_jacchus ENSCJAG00000014907
aotus_nancymaae ENSANAG00000025107
carlito_syrichta ENSTSYG00000006143
propithecus_coquereli ENSPCOG00000015587
prolemur_simus ENSPSMG00000024749
microcebus_murinus ENSMICG00000036753
otolemur_garnettii ENSOGAG00000026958
oryctolagus_cuniculus ENSOCUG00000024539
tupaia_belangeri ENSTBEG00000017395
castor_canadensis ENSCCNG00000017587
dipodomys_ordii ENSDORG00000011183
mus_spicilegus ENSMSIG00000025796
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000060260
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031727
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030616
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013821
rattus_norvegicus ENSRNOG00000036649
meriones_unguiculatus ENSMUGG00000010239
peromyscus_maniculatus_bairdii ENSPEMG00000018469
microtus_ochrogaster ENSMOCG00000019001
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016752
cricetulus_griseus_crigri-picr ENSCGRG00015027885
cricetulus_griseus_crigri_1.0 ENSCGRG00000000263
mesocricetus_auratus ENSMAUG00000001368
nannospalax_galili ENSNGAG00000020305
jaculus_jaculus ENSJJAG00000016859
marmota_marmota_marmota ENSMMMG00000003646
spermophilus_dauricus ENSSDAG00000024373
ictidomys_tridecemlineatus ENSSTOG00000022631
urocitellus_parryii ENSUPAG00010007114
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018192
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007739
fukomys_damarensis ENSFDAG00000014046
chinchilla_lanigera ENSCLAG00000002466
cavia_porcellus ENSCPOG00000033892
octodon_degus ENSODEG00000016779
capra_hircus ENSCHIG00000019754
ovis_aries ENSOARG00000016481
bos_taurus ENSBTAG00000019519
tursiops_truncatus ENSTTRG00000005831
sus_scrofa ENSSSCG00000023681
ailuropoda_melanoleuca ENSAMEG00000010634
ursus_americanus ENSUAMG00000021101
mustela_putorius_furo ENSMPUG00000019247
neovison_vison ENSNVIG00000009422
canis_lupus_dingo ENSCAFG00020019847
vulpes_vulpes ENSVVUG00000001515
felis_catus ENSFCAG00000006289
panthera_pardus ENSPPRG00000003840
equus_asinus_asinus ENSEASG00005014999
equus_caballus ENSECAG00000002362
myotis_lucifugus ENSMLUG00000009842
phascolarctos_cinereus ENSPCIG00000019998
notamacropus_eugenii ENSMEUG00000013496
sarcophilus_harrisii ENSSHAG00000001810
xenopus_tropicalis ENSXETG00000030285
latimeria_chalumnae ENSLACG00000004876
scleropages_formosus ENSSFOG00015006063
paramormyrops_kingsleyae ENSPKIG00000018566
pygocentrus_nattereri ENSPNAG00000012612
astyanax_mexicanus ENSAMXG00000003080
ictalurus_punctatus ENSIPUG00000019195
danio_rerio ENSDARG00000101080
tetraodon_nigroviridis ENSTNIG00000017088
takifugu_rubripes ENSTRUG00000009585
gasterosteus_aculeatus ENSGACG00000002816
poecilia_formosa ENSPFOG00000005628
poecilia_latipinna ENSPLAG00000019715
poecilia_mexicana ENSPMEG00000020989
poecilia_reticulata ENSPREG00000010970
xiphophorus_couchianus ENSXCOG00000006506
xiphophorus_maculatus ENSXMAG00000007540
gambusia_affinis ENSGAFG00000002441
fundulus_heteroclitus ENSFHEG00000020873
cyprinodon_variegatus ENSCVAG00000005223
kryptolebias_marmoratus ENSKMAG00000012846
scophthalmus_maximus ENSSMAG00000015035
cynoglossus_semilaevis ENSCSEG00000010521
seriola_dumerili ENSSDUG00000020437
seriola_lalandi_dorsalis ENSSLDG00000021915
mastacembelus_armatus ENSMAMG00000011185
monopterus_albus ENSMALG00000017128
anabas_testudineus ENSATEG00000009620
mola_mola ENSMMOG00000008154
labrus_bergylta ENSLBEG00000009309
amphiprion_ocellaris ENSAOCG00000019478
amphiprion_percula ENSAPEG00000006145
acanthochromis_polyacanthus ENSAPOG00000009027
stegastes_partitus ENSSPAG00000021491
pundamilia_nyererei ENSPNYG00000005877
maylandia_zebra ENSMZEG00005018021
astatotilapia_calliptera ENSACLG00000017264
haplochromis_burtoni ENSHBUG00000000215
neolamprologus_brichardi ENSNBRG00000019188
oreochromis_niloticus ENSONIG00000007500
amphilophus_citrinellus ENSACIG00000015619
hippocampus_comes ENSHCOG00000006074
oryzias_latipes_asm223469v1 ENSORLG00015012240
oryzias_latipes_asm223471v1 ENSORLG00020005364
oryzias_latipes_asm223467v1 ENSORLG00000000489
oryzias_melastigma ENSOMEG00000001817
periophthalmus_magnuspinnatus ENSPMGG00000018610
gadus_morhua ENSGMOG00000001770
esox_lucius ENSELUG00000018627
lepisosteus_oculatus ENSLOCG00000007432
pogona_vitticeps ENSPVIG00000013173
petromyzon_marinus ENSPMAG00000003044
eptatretus_burgeri ENSEBUG00000004136
