propithecus_coquereli ENSPCOG00000020155
prolemur_simus ENSPSMG00000018695
microcebus_murinus ENSMICG00000047003
otolemur_garnettii ENSOGAG00000016480
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031522
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046321
mus_spicilegus ENSMSIG00000028092
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030408
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013618
rattus_norvegicus ENSRNOG00000017659
meriones_unguiculatus ENSMUGG00000010420
cricetulus_griseus_crigri_1.0 ENSCGRG00000014960
cricetulus_griseus_crigri_1.0 ENSCGRG00000002984
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007650
cricetulus_griseus_crigri-picr ENSCGRG00015014457
mesocricetus_auratus ENSMAUG00000012687
microtus_ochrogaster ENSMOCG00000011749
peromyscus_maniculatus_bairdii ENSPEMG00000011654
nannospalax_galili ENSNGAG00000010982
jaculus_jaculus ENSJJAG00000020456
castor_canadensis ENSCCNG00000004378
chinchilla_lanigera ENSCLAG00000012989
octodon_degus ENSODEG00000012297
cavia_aperea ENSCAPG00000007564
cavia_porcellus ENSCPOG00000014670
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010307
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009636
fukomys_damarensis ENSFDAG00000016545
dipodomys_ordii ENSDORG00000012824
spermophilus_dauricus ENSSDAG00000005241
marmota_marmota_marmota ENSMMMG00000023138
urocitellus_parryii ENSUPAG00010010502
ictidomys_tridecemlineatus ENSSTOG00000004426
pteropus_vampyrus ENSPVAG00000003586
capra_hircus ENSCHIG00000005128
ovis_aries ENSOARG00000016338
bos_taurus ENSBTAG00000017391
bos_mutus ENSBMUG00000024608
bison_bison_bison ENSBBBG00000020223
sus_scrofa ENSSSCG00000036475
tursiops_truncatus ENSTTRG00000014642
ursus_americanus ENSUAMG00000001812
ursus_maritimus ENSUMAG00000009471
ailuropoda_melanoleuca ENSAMEG00000011291
neovison_vison ENSNVIG00000008618
mustela_putorius_furo ENSMPUG00000016787
canis_lupus_dingo ENSCAFG00020021452
canis_lupus_familiaris ENSCAFG00000030242
vulpes_vulpes ENSVVUG00000006342
panthera_pardus ENSPPRG00000010529
panthera_tigris_altaica ENSPTIG00000007680
felis_catus ENSFCAG00000040976
equus_caballus ENSECAG00000007127
equus_asinus_asinus ENSEASG00005017455
oryctolagus_cuniculus ENSOCUG00000007335
ochotona_princeps ENSOPRG00000000775
pan_paniscus ENSPPAG00000036108
pan_troglodytes ENSPTRG00000007881
homo_sapiens ENSG00000122254
gorilla_gorilla ENSGGOG00000014646
pongo_abelii ENSPPYG00000007184
nomascus_leucogenys ENSNLEG00000030704
piliocolobus_tephrosceles ENSPTEG00000015866
colobus_angolensis_palliatus ENSCANG00000028857
rhinopithecus_roxellana ENSRROG00000028617
macaca_fascicularis ENSMFAG00000000041
macaca_nemestrina ENSMNEG00000034571
theropithecus_gelada ENSTGEG00000020010
papio_anubis ENSPANG00000010491
chlorocebus_sabaeus ENSCSAG00000006925
cercocebus_atys ENSCATG00000039370
mandrillus_leucophaeus ENSMLEG00000036651
cebus_capucinus_imitator ENSCCAG00000023166
saimiri_boliviensis_boliviensis ENSSBOG00000014387
callithrix_jacchus ENSCJAG00000040194
aotus_nancymaae ENSANAG00000012205
carlito_syrichta ENSTSYG00000032856
loxodonta_africana ENSLAFG00000005452
procavia_capensis ENSPCAG00000003693
dasypus_novemcinctus ENSDNOG00000030971
notamacropus_eugenii ENSMEUG00000002513
phascolarctos_cinereus ENSPCIG00000035422
monodelphis_domestica ENSMODG00000006883
sarcophilus_harrisii ENSSHAG00000009243
gopherus_agassizii ENSGAGG00000009057
chelonoidis_abingdonii ENSCABG00000016435
chrysemys_picta_bellii ENSCPBG00000002471
pelodiscus_sinensis ENSPSIG00000000651
lonchura_striata_domestica ENSLSDG00000018184
junco_hyemalis ENSJHYG00000001712
lepidothrix_coronata ENSLCOG00000011194
calidris_pygmaea ENSCPGG00000014838
