xiphophorus_couchianus ENSXCOG00000019421
gambusia_affinis ENSGAFG00000020988
fundulus_heteroclitus ENSFHEG00000007419
amphiprion_ocellaris ENSAOCG00000018367
labrus_bergylta ENSLBEG00000000423
periophthalmus_magnuspinnatus ENSPMGG00000005355
gadus_morhua ENSGMOG00000003142
lonchura_striata_domestica ENSLSDG00000012562
cyanistes_caeruleus ENSCCEG00000015781
numida_meleagris ENSNMEG00000021377
crocodylus_porosus ENSCPRG00005017533
nothoprocta_perdicaria ENSNPEG00000004856
anas_platyrhynchos_platyrhynchos ENSAPLG00000010545
pelodiscus_sinensis ENSPSIG00000010091
ursus_maritimus ENSUMAG00000024273
ursus_americanus ENSUAMG00000016724
canis_lupus_familiaris ENSCAFG00000004672
erinaceus_europaeus ENSEEUG00000014155
ochotona_princeps ENSOPRG00000004094
dasypus_novemcinctus ENSDNOG00000012958
monodelphis_domestica ENSMODG00000025335
petromyzon_marinus ENSPMAG00000004971
