hippocampus_comes ENSHCOG00000008059
periophthalmus_magnuspinnatus ENSPMGG00000003626
gasterosteus_aculeatus ENSGACG00000003467
labrus_bergylta ENSLBEG00000001459
scophthalmus_maximus ENSSMAG00000006414
cynoglossus_semilaevis ENSCSEG00000015055
seriola_lalandi_dorsalis ENSSLDG00000002388
seriola_dumerili ENSSDUG00000009114
monopterus_albus ENSMALG00000013525
mastacembelus_armatus ENSMAMG00000006666
xiphophorus_maculatus ENSXMAG00000018597
xiphophorus_couchianus ENSXCOG00000007437
poecilia_formosa ENSPFOG00000008046
poecilia_formosa ENSPFOG00000022377
poecilia_mexicana ENSPMEG00000019216
poecilia_mexicana ENSPMEG00000012822
poecilia_latipinna ENSPLAG00000009279
poecilia_latipinna ENSPLAG00000015931
poecilia_reticulata ENSPREG00000004654
gambusia_affinis ENSGAFG00000008096
fundulus_heteroclitus ENSFHEG00000000264
cyprinodon_variegatus ENSCVAG00000018548
kryptolebias_marmoratus ENSKMAG00000012507
oryzias_latipes_asm223467v1 ENSORLG00000024993
oryzias_latipes_asm223471v1 ENSORLG00020020632
oryzias_latipes_asm223469v1 ENSORLG00015005481
oryzias_melastigma ENSOMEG00000017482
takifugu_rubripes ENSTRUG00000004315
tetraodon_nigroviridis ENSTNIG00000006405
mola_mola ENSMMOG00000006969
amphiprion_percula ENSAPEG00000006912
amphiprion_ocellaris ENSAOCG00000015686
acanthochromis_polyacanthus ENSAPOG00000014698
stegastes_partitus ENSSPAG00000013163
anabas_testudineus ENSATEG00000011052
maylandia_zebra ENSMZEG00005003722
astatotilapia_calliptera ENSACLG00000027666
pundamilia_nyererei ENSPNYG00000014747
haplochromis_burtoni ENSHBUG00000018028
neolamprologus_brichardi ENSNBRG00000016083
oreochromis_niloticus ENSONIG00000016153
amphilophus_citrinellus ENSACIG00000016784
gadus_morhua ENSGMOG00000013862
esox_lucius ENSELUG00000020649
astyanax_mexicanus ENSAMXG00000039201
pygocentrus_nattereri ENSPNAG00000006365
ictalurus_punctatus ENSIPUG00000002946
danio_rerio ENSDARG00000015866
paramormyrops_kingsleyae ENSPKIG00000024369
scleropages_formosus ENSSFOG00015021285
