notechis_scutatus ENSNSUG00000005928
pogona_vitticeps ENSPVIG00000001130
salvator_merianae ENSSMRG00000007974
sphenodon_punctatus ENSSPUG00000005458
chelonoidis_abingdonii ENSCABG00000000253
gopherus_agassizii ENSGAGG00000008158
chrysemys_picta_bellii ENSCPBG00000016494
coturnix_japonica ENSCJPG00005005364
gallus_gallus ENSGALG00000043285
anser_brachyrhynchus ENSABRG00000013032
lepidothrix_coronata ENSLCOG00000012316
manacus_vitellinus ENSMVIG00005013126
lonchura_striata_domestica ENSLSDG00000006564
taeniopygia_guttata ENSTGUG00000002781
serinus_canaria ENSSCAG00000006684
junco_hyemalis ENSJHYG00000009202
parus_major ENSPMJG00000001998
cyanistes_caeruleus ENSCCEG00000001432
melopsittacus_undulatus ENSMUNG00000001252
calidris_pygmaea ENSCPGG00000001157
calidris_pugnax ENSCPUG00000014425
apteryx_owenii ENSAOWG00000007150
apteryx_rowi ENSARWG00000014243
dromaius_novaehollandiae ENSDNVG00000018769
chinchilla_lanigera ENSCLAG00000016092
octodon_degus ENSODEG00000018061
cavia_aperea ENSCAPG00000014170
cavia_porcellus ENSCPOG00000012545
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018910
fukomys_damarensis ENSFDAG00000012784
ochotona_princeps ENSOPRG00000012619
carlito_syrichta ENSTSYG00000031966
castor_canadensis ENSCCNG00000027009
dipodomys_ordii ENSDORG00000000954
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078653
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018052
mus_spicilegus ENSMSIG00000006732
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017209
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018339
rattus_norvegicus ENSRNOG00000051150
meriones_unguiculatus ENSMUGG00000023173
cricetulus_griseus_crigri-picr ENSCGRG00015000484
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014932
cricetulus_griseus_crigri_1.0 ENSCGRG00000009184
mesocricetus_auratus ENSMAUG00000004231
microtus_ochrogaster ENSMOCG00000007350
peromyscus_maniculatus_bairdii ENSPEMG00000007328
nannospalax_galili ENSNGAG00000013614
jaculus_jaculus ENSJJAG00000019888
spermophilus_dauricus ENSSDAG00000010256
urocitellus_parryii ENSUPAG00010010156
ictidomys_tridecemlineatus ENSSTOG00000012598
marmota_marmota_marmota ENSMMMG00000005038
propithecus_coquereli ENSPCOG00000022551
microcebus_murinus ENSMICG00000010384
prolemur_simus ENSPSMG00000006653
otolemur_garnettii ENSOGAG00000009929
papio_anubis ENSPANG00000021411
theropithecus_gelada ENSTGEG00000011066
cercocebus_atys ENSCATG00000033819
mandrillus_leucophaeus ENSMLEG00000028693
macaca_fascicularis ENSMFAG00000040185
macaca_mulatta ENSMMUG00000012641
macaca_nemestrina ENSMNEG00000001170
chlorocebus_sabaeus ENSCSAG00000003343
rhinopithecus_roxellana ENSRROG00000039425
rhinopithecus_bieti ENSRBIG00000043167
piliocolobus_tephrosceles ENSPTEG00000018657
colobus_angolensis_palliatus ENSCANG00000018897
pan_troglodytes ENSPTRG00000009223
pan_paniscus ENSPPAG00000034086
homo_sapiens ENSG00000176563
gorilla_gorilla ENSGGOG00000024604
pongo_abelii ENSPPYG00000008374
nomascus_leucogenys ENSNLEG00000011829
cebus_capucinus_imitator ENSCCAG00000027917
saimiri_boliviensis_boliviensis ENSSBOG00000000042
callithrix_jacchus ENSCJAG00000046418
aotus_nancymaae ENSANAG00000027936
tupaia_belangeri ENSTBEG00000017514
choloepus_hoffmanni ENSCHOG00000010295
vicugna_pacos ENSVPAG00000000297
dasypus_novemcinctus ENSDNOG00000043655
echinops_telfairi ENSETEG00000003745
bos_taurus ENSBTAG00000019912
bos_mutus ENSBMUG00000015291
bison_bison_bison ENSBBBG00000002078
capra_hircus ENSCHIG00000027036
sus_scrofa ENSSSCG00000040866
tursiops_truncatus ENSTTRG00000011708
pteropus_vampyrus ENSPVAG00000008804
ursus_maritimus ENSUMAG00000025060
ursus_americanus ENSUAMG00000013175
neovison_vison ENSNVIG00000013440
vulpes_vulpes ENSVVUG00000023884
canis_lupus_dingo ENSCAFG00020013052
panthera_tigris_altaica ENSPTIG00000012031
panthera_pardus ENSPPRG00000008099
felis_catus ENSFCAG00000034560
sorex_araneus ENSSARG00000000362
erinaceus_europaeus ENSEEUG00000010091
equus_asinus_asinus ENSEASG00005010048
equus_caballus ENSECAG00000026900
loxodonta_africana ENSLAFG00000013433
procavia_capensis ENSPCAG00000013970
notamacropus_eugenii ENSMEUG00000011683
phascolarctos_cinereus ENSPCIG00000021498
monodelphis_domestica ENSMODG00000024176
ornithorhynchus_anatinus ENSOANG00000012163
latimeria_chalumnae ENSLACG00000000187
takifugu_rubripes ENSTRUG00000006767
tetraodon_nigroviridis ENSTNIG00000014433
mola_mola ENSMMOG00000020864
gasterosteus_aculeatus ENSGACG00000003479
cynoglossus_semilaevis ENSCSEG00000008005
haplochromis_burtoni ENSHBUG00000007041
astatotilapia_calliptera ENSACLG00000026214
maylandia_zebra ENSMZEG00005005953
pundamilia_nyererei ENSPNYG00000003197
neolamprologus_brichardi ENSNBRG00000006058
amphilophus_citrinellus ENSACIG00000008429
poecilia_latipinna ENSPLAG00000016814
poecilia_mexicana ENSPMEG00000012811
poecilia_reticulata ENSPREG00000010670
xiphophorus_maculatus ENSXMAG00000017623
gambusia_affinis ENSGAFG00000011969
fundulus_heteroclitus ENSFHEG00000019512
cyprinodon_variegatus ENSCVAG00000008237
acanthochromis_polyacanthus ENSAPOG00000007493
amphiprion_ocellaris ENSAOCG00000005030
stegastes_partitus ENSSPAG00000017170
oryzias_melastigma ENSOMEG00000000125
oryzias_latipes_asm223467v1 ENSORLG00000011377
kryptolebias_marmoratus ENSKMAG00000007138
periophthalmus_magnuspinnatus ENSPMGG00000021354
anabas_testudineus ENSATEG00000005912
labrus_bergylta ENSLBEG00000028037
scophthalmus_maximus ENSSMAG00000007924
monopterus_albus ENSMALG00000007655
mastacembelus_armatus ENSMAMG00000004642
seriola_dumerili ENSSDUG00000012586
seriola_lalandi_dorsalis ENSSLDG00000007254
hippocampus_comes ENSHCOG00000011128
gadus_morhua ENSGMOG00000019322
esox_lucius ENSELUG00000015321
pygocentrus_nattereri ENSPNAG00000026535
ictalurus_punctatus ENSIPUG00000014395
paramormyrops_kingsleyae ENSPKIG00000024162
scleropages_formosus ENSSFOG00015009455
lepisosteus_oculatus ENSLOCG00000012359
petromyzon_marinus ENSPMAG00000000004
eptatretus_burgeri ENSEBUG00000015812
ciona_intestinalis ENSCING00000012873
caenorhabditis_elegans_strain_n2 WBGene00022172
