erinaceus_europaeus ENSEEUG00000010529
sorex_araneus ENSSARG00000004234
equus_caballus ENSECAG00000018685
equus_asinus_asinus ENSEASG00005015386
bos_mutus ENSBMUG00000005714
bos_taurus ENSBTAG00000008593
bison_bison_bison ENSBBBG00000001520
ovis_aries ENSOARG00000004717
capra_hircus ENSCHIG00000011756
tursiops_truncatus ENSTTRG00000001304
sus_scrofa ENSSSCG00000017901
vicugna_pacos ENSVPAG00000005937
ursus_americanus ENSUAMG00000000541
ursus_maritimus ENSUMAG00000013884
ailuropoda_melanoleuca ENSAMEG00000006255
neovison_vison ENSNVIG00000019213
mustela_putorius_furo ENSMPUG00000011026
canis_lupus_dingo ENSCAFG00020011305
canis_lupus_familiaris ENSCAFG00000023165
vulpes_vulpes ENSVVUG00000027447
panthera_pardus ENSPPRG00000022521
panthera_tigris_altaica ENSPTIG00000007630
felis_catus ENSFCAG00000008701
pteropus_vampyrus ENSPVAG00000003766
cebus_capucinus_imitator ENSCCAG00000030711
saimiri_boliviensis_boliviensis ENSSBOG00000022084
callithrix_jacchus ENSCJAG00000011599
aotus_nancymaae ENSANAG00000038026
pan_paniscus ENSPPAG00000038786
pan_troglodytes ENSPTRG00000022733
homo_sapiens ENSG00000196388
gorilla_gorilla ENSGGOG00000009204
pongo_abelii ENSPPYG00000007854
nomascus_leucogenys ENSNLEG00000017457
macaca_fascicularis ENSMFAG00000041330
macaca_mulatta ENSMMUG00000009175
macaca_nemestrina ENSMNEG00000031116
theropithecus_gelada ENSTGEG00000020181
papio_anubis ENSPANG00000024318
mandrillus_leucophaeus ENSMLEG00000041693
cercocebus_atys ENSCATG00000019374
chlorocebus_sabaeus ENSCSAG00000012888
rhinopithecus_bieti ENSRBIG00000036490
rhinopithecus_roxellana ENSRROG00000039353
colobus_angolensis_palliatus ENSCANG00000033588
piliocolobus_tephrosceles ENSPTEG00000016850
carlito_syrichta ENSTSYG00000011565
propithecus_coquereli ENSPCOG00000022532
microcebus_murinus ENSMICG00000012561
prolemur_simus ENSPSMG00000018542
otolemur_garnettii ENSOGAG00000014745
castor_canadensis ENSCCNG00000031469
dipodomys_ordii ENSDORG00000001550
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009238
cricetulus_griseus_crigri-picr ENSCGRG00015004367
cricetulus_griseus_crigri_1.0 ENSCGRG00000008438
microtus_ochrogaster ENSMOCG00000019820
peromyscus_maniculatus_bairdii ENSPEMG00000015981
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057054
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017485
mus_spicilegus ENSMSIG00000024645
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016649
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017780
rattus_norvegicus ENSRNOG00000037418
meriones_unguiculatus ENSMUGG00000023369
nannospalax_galili ENSNGAG00000021917
jaculus_jaculus ENSJJAG00000013936
chinchilla_lanigera ENSCLAG00000007945
octodon_degus ENSODEG00000017076
cavia_porcellus ENSCPOG00000007328
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013186
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019317
fukomys_damarensis ENSFDAG00000010858
urocitellus_parryii ENSUPAG00010006544
spermophilus_dauricus ENSSDAG00000003339
ictidomys_tridecemlineatus ENSSTOG00000011198
marmota_marmota_marmota ENSMMMG00000018336
ochotona_princeps ENSOPRG00000012905
loxodonta_africana ENSLAFG00000012048
echinops_telfairi ENSETEG00000009039
choloepus_hoffmanni ENSCHOG00000013151
dasypus_novemcinctus ENSDNOG00000010064
