bos_taurus ENSBTAG00000039602
bos_mutus ENSBMUG00000006819
bison_bison_bison ENSBBBG00000012685
ovis_aries ENSOARG00000000815
capra_hircus ENSCHIG00000013362
sus_scrofa ENSSSCG00000040382
equus_caballus ENSECAG00000036524
equus_asinus_asinus ENSEASG00005007790
ursus_americanus ENSUAMG00000012521
ursus_maritimus ENSUMAG00000016652
ailuropoda_melanoleuca ENSAMEG00000018854
neovison_vison ENSNVIG00000004606
canis_lupus_familiaris ENSCAFG00000008836
canis_lupus_dingo ENSCAFG00020026157
vulpes_vulpes ENSVVUG00000020448
panthera_pardus ENSPPRG00000012022
panthera_tigris_altaica ENSPTIG00000005164
felis_catus ENSFCAG00000045640
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074928
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021822
mus_spicilegus ENSMSIG00000012114
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020916
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016620
rattus_norvegicus ENSRNOG00000001567
meriones_unguiculatus ENSMUGG00000019943
cricetulus_griseus_crigri_1.0 ENSCGRG00000019814
cricetulus_griseus_crigri-picr ENSCGRG00015022790
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010813
microtus_ochrogaster ENSMOCG00000009841
peromyscus_maniculatus_bairdii ENSPEMG00000007683
castor_canadensis ENSCCNG00000013259
spermophilus_dauricus ENSSDAG00000012882
urocitellus_parryii ENSUPAG00010006893
marmota_marmota_marmota ENSMMMG00000018389
prolemur_simus ENSPSMG00000007147
vicugna_pacos ENSVPAG00000012432
dasypus_novemcinctus ENSDNOG00000038940
choloepus_hoffmanni ENSCHOG00000011172
dasypus_novemcinctus ENSDNOG00000003714
echinops_telfairi ENSETEG00000014127
echinops_telfairi ENSETEG00000017738
peromyscus_maniculatus_bairdii ENSPEMG00000024313
peromyscus_maniculatus_bairdii ENSPEMG00000027217
cricetulus_griseus_crigri-picr ENSCGRG00015022874
cricetulus_griseus_crigri-picr ENSCGRG00015022822
cricetulus_griseus_crigri-picr ENSCGRG00015022829
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010055
cricetulus_griseus_crigri_1.0 ENSCGRG00000012944
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017998
cricetulus_griseus_crigri-picr ENSCGRG00015022864
cricetulus_griseus_crigri-picr ENSCGRG00015022889
mesocricetus_auratus ENSMAUG00000018175
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010098
cricetulus_griseus_crigri_1.0 ENSCGRG00000013061
cricetulus_griseus_crigri-picr ENSCGRG00015022824
peromyscus_maniculatus_bairdii ENSPEMG00000025475
microtus_ochrogaster ENSMOCG00000002572
microtus_ochrogaster ENSMOCG00000003734
peromyscus_maniculatus_bairdii ENSPEMG00000026175
cricetulus_griseus_crigri-picr ENSCGRG00015022814
meriones_unguiculatus ENSMUGG00000001588
meriones_unguiculatus ENSMUGG00000003572
meriones_unguiculatus ENSMUGG00000006041
meriones_unguiculatus ENSMUGG00000005586
meriones_unguiculatus ENSMUGG00000003565
