tursiops_truncatus ENSTTRG00000004448
sus_scrofa ENSSSCG00000025244
equus_caballus ENSECAG00000004970
equus_asinus_asinus ENSEASG00005014914
ursus_americanus ENSUAMG00000019122
neovison_vison ENSNVIG00000015036
pteropus_vampyrus ENSPVAG00000009240
myotis_lucifugus ENSMLUG00000006835
panthera_tigris_altaica ENSPTIG00000012170
bison_bison_bison ENSBBBG00000016201
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014187
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010616
fukomys_damarensis ENSFDAG00000017700
cavia_porcellus ENSCPOG00000001972
cavia_aperea ENSCAPG00000015869
mus_spicilegus ENSMSIG00000014275
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028747
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027685
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026705
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029035
meriones_unguiculatus ENSMUGG00000024045
castor_canadensis ENSCCNG00000018691
dipodomys_ordii ENSDORG00000007540
jaculus_jaculus ENSJJAG00000019513
urocitellus_parryii ENSUPAG00010013487
ictidomys_tridecemlineatus ENSSTOG00000019494
spermophilus_dauricus ENSSDAG00000011624
marmota_marmota_marmota ENSMMMG00000019909
oryctolagus_cuniculus ENSOCUG00000020985
ochotona_princeps ENSOPRG00000002947
propithecus_coquereli ENSPCOG00000026919
microcebus_murinus ENSMICG00000028832
rhinopithecus_roxellana ENSRROG00000031118
rhinopithecus_bieti ENSRBIG00000031001
colobus_angolensis_palliatus ENSCANG00000005799
theropithecus_gelada ENSTGEG00000025406
mandrillus_leucophaeus ENSMLEG00000040686
papio_anubis ENSPANG00000019806
cercocebus_atys ENSCATG00000033212
macaca_mulatta ENSMMUG00000048344
macaca_fascicularis ENSMFAG00000032215
macaca_nemestrina ENSMNEG00000038993
chlorocebus_sabaeus ENSCSAG00000000882
pan_paniscus ENSPPAG00000002367
pan_troglodytes ENSPTRG00000000271
gorilla_gorilla ENSGGOG00000005275
homo_sapiens ENSG00000158748
pongo_abelii ENSPPYG00000001785
piliocolobus_tephrosceles ENSPTEG00000004220
nomascus_leucogenys ENSNLEG00000007872
saimiri_boliviensis_boliviensis ENSSBOG00000022991
cebus_capucinus_imitator ENSCCAG00000020306
callithrix_jacchus ENSCJAG00000006689
aotus_nancymaae ENSANAG00000034425
