monodelphis_domestica ENSMODG00000015205
phascolarctos_cinereus ENSPCIG00000001293
loxodonta_africana ENSLAFG00000012977
procavia_capensis ENSPCAG00000004572
echinops_telfairi ENSETEG00000018295
vicugna_pacos ENSVPAG00000004809
sus_scrofa ENSSSCG00000005196
bos_mutus ENSBMUG00000002542
bos_taurus ENSBTAG00000015963
bison_bison_bison ENSBBBG00000020176
ovis_aries ENSOARG00000013719
capra_hircus ENSCHIG00000012785
tursiops_truncatus ENSTTRG00000014036
pteropus_vampyrus ENSPVAG00000016502
myotis_lucifugus ENSMLUG00000001279
neovison_vison ENSNVIG00000024364
mustela_putorius_furo ENSMPUG00000001255
ursus_maritimus ENSUMAG00000020550
ursus_americanus ENSUAMG00000004524
ailuropoda_melanoleuca ENSAMEG00000016860
canis_lupus_familiaris ENSCAFG00000029609
canis_lupus_dingo ENSCAFG00020011907
vulpes_vulpes ENSVVUG00000020600
panthera_tigris_altaica ENSPTIG00000008291
panthera_pardus ENSPPRG00000024190
felis_catus ENSFCAG00000039645
equus_caballus ENSECAG00000009849
equus_asinus_asinus ENSEASG00005010719
sorex_araneus ENSSARG00000008241
mus_spicilegus ENSMSIG00000027755
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027078
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026113
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028398
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028451
rattus_norvegicus ENSRNOG00000023946
meriones_unguiculatus ENSMUGG00000024272
cricetulus_griseus_crigri-picr ENSCGRG00015012218
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012676
mesocricetus_auratus ENSMAUG00000005197
peromyscus_maniculatus_bairdii ENSPEMG00000004174
microtus_ochrogaster ENSMOCG00000015211
nannospalax_galili ENSNGAG00000021994
jaculus_jaculus ENSJJAG00000009658
cavia_porcellus ENSCPOG00000033539
octodon_degus ENSODEG00000014207
chinchilla_lanigera ENSCLAG00000007861
fukomys_damarensis ENSFDAG00000000376
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017253
castor_canadensis ENSCCNG00000025819
dipodomys_ordii ENSDORG00000024220
urocitellus_parryii ENSUPAG00010013832
ictidomys_tridecemlineatus ENSSTOG00000033947
marmota_marmota_marmota ENSMMMG00000001436
oryctolagus_cuniculus ENSOCUG00000000982
ochotona_princeps ENSOPRG00000000369
propithecus_coquereli ENSPCOG00000020857
prolemur_simus ENSPSMG00000002164
microcebus_murinus ENSMICG00000035725
pan_paniscus ENSPPAG00000040685
pan_troglodytes ENSPTRG00000049902
homo_sapiens ENSG00000137038
gorilla_gorilla ENSGGOG00000025305
pongo_abelii ENSPPYG00000019221
pan_paniscus ENSPPAG00000043325
piliocolobus_tephrosceles ENSPTEG00000005080
colobus_angolensis_palliatus ENSCANG00000028922
rhinopithecus_bieti ENSRBIG00000038532
rhinopithecus_roxellana ENSRROG00000028295
macaca_mulatta ENSMMUG00000048472
macaca_fascicularis ENSMFAG00000044806
macaca_nemestrina ENSMNEG00000044495
cercocebus_atys ENSCATG00000024312
mandrillus_leucophaeus ENSMLEG00000003492
chlorocebus_sabaeus ENSCSAG00000009013
theropithecus_gelada ENSTGEG00000019667
papio_anubis ENSPANG00000025209
saimiri_boliviensis_boliviensis ENSSBOG00000031698
saimiri_boliviensis_boliviensis ENSSBOG00000035366
cebus_capucinus_imitator ENSCCAG00000023641
callithrix_jacchus ENSCJAG00000040782
aotus_nancymaae ENSANAG00000029014
choloepus_hoffmanni ENSCHOG00000008453
dasypus_novemcinctus ENSDNOG00000017927
apteryx_rowi ENSARWG00000008295
