ursus_americanus ENSUAMG00000017458
ursus_maritimus ENSUMAG00000020654
ailuropoda_melanoleuca ENSAMEG00000009915
neovison_vison ENSNVIG00000006671
mustela_putorius_furo ENSMPUG00000008756
canis_lupus_familiaris ENSCAFG00000010606
canis_lupus_dingo ENSCAFG00020009386
vulpes_vulpes ENSVVUG00000025359
panthera_pardus ENSPPRG00000003612
panthera_tigris_altaica ENSPTIG00000016777
felis_catus ENSFCAG00000014670
pteropus_vampyrus ENSPVAG00000011505
myotis_lucifugus ENSMLUG00000014046
bos_mutus ENSBMUG00000001080
bos_taurus ENSBTAG00000037917
bison_bison_bison ENSBBBG00000007749
ovis_aries ENSOARG00000002375
capra_hircus ENSCHIG00000025749
tursiops_truncatus ENSTTRG00000002961
sus_scrofa ENSSSCG00000001107
vicugna_pacos ENSVPAG00000008206
equus_caballus ENSECAG00000017259
equus_asinus_asinus ENSEASG00005005398
cricetulus_griseus_crigri-picr ENSCGRG00015006966
cricetulus_griseus_crigri_1.0 ENSCGRG00000014063
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016831
mesocricetus_auratus ENSMAUG00000004930
microtus_ochrogaster ENSMOCG00000022985
peromyscus_maniculatus_bairdii ENSPEMG00000006668
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021335
mus_spicilegus ENSMSIG00000027888
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019210
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018343
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019406
rattus_norvegicus ENSRNOG00000042692
meriones_unguiculatus ENSMUGG00000001248
nannospalax_galili ENSNGAG00000008612
jaculus_jaculus ENSJJAG00000021334
dipodomys_ordii ENSDORG00000014554
chinchilla_lanigera ENSCLAG00000002155
octodon_degus ENSODEG00000014265
cavia_porcellus ENSCPOG00000007634
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004330
oryctolagus_cuniculus ENSOCUG00000014021
ochotona_princeps ENSOPRG00000005429
pan_paniscus ENSPPAG00000039366
pan_troglodytes ENSPTRG00000017792
homo_sapiens ENSG00000124568
gorilla_gorilla ENSGGOG00000007166
pongo_abelii ENSPPYG00000016294
nomascus_leucogenys ENSNLEG00000002868
macaca_mulatta ENSMMUG00000002582
macaca_fascicularis ENSMFAG00000037547
macaca_nemestrina ENSMNEG00000040679
cercocebus_atys ENSCATG00000033859
papio_anubis ENSPANG00000009598
theropithecus_gelada ENSTGEG00000021219
chlorocebus_sabaeus ENSCSAG00000007871
mandrillus_leucophaeus ENSMLEG00000039208
rhinopithecus_roxellana ENSRROG00000042634
rhinopithecus_bieti ENSRBIG00000019573
colobus_angolensis_palliatus ENSCANG00000030912
piliocolobus_tephrosceles ENSPTEG00000001693
saimiri_boliviensis_boliviensis ENSSBOG00000029732
cebus_capucinus_imitator ENSCCAG00000026056
callithrix_jacchus ENSCJAG00000010852
aotus_nancymaae ENSANAG00000032577
carlito_syrichta ENSTSYG00000000884
propithecus_coquereli ENSPCOG00000015241
microcebus_murinus ENSMICG00000006247
prolemur_simus ENSPSMG00000005210
otolemur_garnettii ENSOGAG00000002439
dasypus_novemcinctus ENSDNOG00000011113
dasypus_novemcinctus ENSDNOG00000048411
dasypus_novemcinctus ENSDNOG00000025518
dasypus_novemcinctus ENSDNOG00000049628
dasypus_novemcinctus ENSDNOG00000009606
choloepus_hoffmanni ENSCHOG00000000080
procavia_capensis ENSPCAG00000002598
