chinchilla_lanigera ENSCLAG00000005468
octodon_degus ENSODEG00000018566
cavia_aperea ENSCAPG00000008809
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009014
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020509
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010766
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008291
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005820
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010304
fukomys_damarensis ENSFDAG00000005824
ictidomys_tridecemlineatus ENSSTOG00000028053
spermophilus_dauricus ENSSDAG00000005974
urocitellus_parryii ENSUPAG00010010369
marmota_marmota_marmota ENSMMMG00000006308
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029454
mus_spicilegus ENSMSIG00000010392
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049232
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028450
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022191
rattus_norvegicus ENSRNOG00000038449
meriones_unguiculatus ENSMUGG00000003738
peromyscus_maniculatus_bairdii ENSPEMG00000019700
microtus_ochrogaster ENSMOCG00000011023
cricetulus_griseus_crigri-picr ENSCGRG00015024758
cricetulus_griseus_crigri_1.0 ENSCGRG00000018635
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011090
mesocricetus_auratus ENSMAUG00000000071
nannospalax_galili ENSNGAG00000013979
jaculus_jaculus ENSJJAG00000002866
castor_canadensis ENSCCNG00000003195
dipodomys_ordii ENSDORG00000025654
oryctolagus_cuniculus ENSOCUG00000000561
saimiri_boliviensis_boliviensis ENSSBOG00000018539
cebus_capucinus_imitator ENSCCAG00000005186
callithrix_jacchus ENSCJAG00000031809
aotus_nancymaae ENSANAG00000011931
aotus_nancymaae ENSANAG00000021320
rhinopithecus_roxellana ENSRROG00000037524
rhinopithecus_bieti ENSRBIG00000011253
piliocolobus_tephrosceles ENSPTEG00000021961
colobus_angolensis_palliatus ENSCANG00000016912
papio_anubis ENSPANG00000017875
chlorocebus_sabaeus ENSCSAG00000000410
mandrillus_leucophaeus ENSMLEG00000026622
cercocebus_atys ENSCATG00000002008
macaca_fascicularis ENSMFAG00000023556
macaca_nemestrina ENSMNEG00000001240
macaca_mulatta ENSMMUG00000039305
theropithecus_gelada ENSTGEG00000004877
pan_troglodytes ENSPTRG00000031142
pan_paniscus ENSPPAG00000037756
gorilla_gorilla ENSGGOG00000026736
homo_sapiens ENSG00000180346
pongo_abelii ENSPPYG00000014930
nomascus_leucogenys ENSNLEG00000009788
carlito_syrichta ENSTSYG00000036846
carlito_syrichta ENSTSYG00000035433
carlito_syrichta ENSTSYG00000028134
prolemur_simus ENSPSMG00000003741
propithecus_coquereli ENSPCOG00000016594
otolemur_garnettii ENSOGAG00000032052
bos_taurus ENSBTAG00000015265
bison_bison_bison ENSBBBG00000011122
ovis_aries ENSOARG00000000411
capra_hircus ENSCHIG00000008747
sus_scrofa ENSSSCG00000032541
vicugna_pacos ENSVPAG00000002777
equus_asinus_asinus ENSEASG00005012477
equus_caballus ENSECAG00000018362
ursus_americanus ENSUAMG00000005628
ursus_maritimus ENSUMAG00000004486
ailuropoda_melanoleuca ENSAMEG00000020055
mustela_putorius_furo ENSMPUG00000019104
neovison_vison ENSNVIG00000022434
canis_lupus_familiaris ENSCAFG00000009844
canis_lupus_dingo ENSCAFG00020004246
vulpes_vulpes ENSVVUG00000007747
panthera_tigris_altaica ENSPTIG00000000899
panthera_pardus ENSPPRG00000020980
felis_catus ENSFCAG00000015498
loxodonta_africana ENSLAFG00000031840
dasypus_novemcinctus ENSDNOG00000012884
phascolarctos_cinereus ENSPCIG00000013778
sarcophilus_harrisii ENSSHAG00000004352
monodelphis_domestica ENSMODG00000019223
