hippocampus_comes ENSHCOG00000010930
periophthalmus_magnuspinnatus ENSPMGG00000003101
labrus_bergylta ENSLBEG00000011779
takifugu_rubripes ENSTRUG00000022602
mastacembelus_armatus ENSMAMG00000003465
seriola_lalandi_dorsalis ENSSLDG00000024841
poecilia_reticulata ENSPREG00000018887
poecilia_latipinna ENSPLAG00000012411
fundulus_heteroclitus ENSFHEG00000013997
astatotilapia_calliptera ENSACLG00000012776
maylandia_zebra ENSMZEG00005002204
haplochromis_burtoni ENSHBUG00000011837
pundamilia_nyererei ENSPNYG00000018056
oryzias_latipes_asm223469v1 ENSORLG00015020366
oryzias_latipes_asm223471v1 ENSORLG00020015633
oryzias_latipes_asm223467v1 ENSORLG00000029796
oryzias_melastigma ENSOMEG00000022160
mola_mola ENSMMOG00000003365
cynoglossus_semilaevis ENSCSEG00000006879
amphiprion_ocellaris ENSAOCG00000021371
amphiprion_percula ENSAPEG00000012943
stegastes_partitus ENSSPAG00000018772
xiphophorus_couchianus ENSXCOG00000002346
xiphophorus_maculatus ENSXMAG00000027971
gambusia_affinis ENSGAFG00000003668
poecilia_mexicana ENSPMEG00000019127
neolamprologus_brichardi ENSNBRG00000005968
cyprinodon_variegatus ENSCVAG00000012952
acanthochromis_polyacanthus ENSAPOG00000005084
monopterus_albus ENSMALG00000014965
seriola_dumerili ENSSDUG00000013657
esox_lucius ENSELUG00000017752
ictalurus_punctatus ENSIPUG00000008158
