calidris_pugnax ENSCPUG00000009703
calidris_pygmaea ENSCPGG00000005014
melopsittacus_undulatus ENSMUNG00000005564
parus_major ENSPMJG00000013879
cyanistes_caeruleus ENSCCEG00000006428
zonotrichia_albicollis ENSZALG00000010627
ficedula_albicollis ENSFALG00000006496
anser_brachyrhynchus ENSABRG00000021527
anas_platyrhynchos_platyrhynchos ENSAPLG00000022085
gallus_gallus ENSGALG00000047024
coturnix_japonica ENSCJPG00005014935
meleagris_gallopavo ENSMGAG00000007612
numida_meleagris ENSNMEG00000001316
dromaius_novaehollandiae ENSDNVG00000006534
crocodylus_porosus ENSCPRG00005006907
chrysemys_picta_bellii ENSCPBG00000023504
anolis_carolinensis ENSACAG00000022953
pogona_vitticeps ENSPVIG00000012131
salvator_merianae ENSSMRG00000006779
phascolarctos_cinereus ENSPCIG00000007505
monodelphis_domestica ENSMODG00000023088
sarcophilus_harrisii ENSSHAG00000012344
pan_paniscus ENSPPAG00000043509
homo_sapiens ENSG00000225614
pongo_abelii ENSPPYG00000007636
nomascus_leucogenys ENSNLEG00000000486
colobus_angolensis_palliatus ENSCANG00000028636
piliocolobus_tephrosceles ENSPTEG00000037061
rhinopithecus_bieti ENSRBIG00000040060
rhinopithecus_roxellana ENSRROG00000024447
papio_anubis ENSPANG00000009189
theropithecus_gelada ENSTGEG00000020116
cercocebus_atys ENSCATG00000029561
mandrillus_leucophaeus ENSMLEG00000038208
macaca_fascicularis ENSMFAG00000045885
macaca_mulatta ENSMMUG00000046821
macaca_nemestrina ENSMNEG00000037291
chlorocebus_sabaeus ENSCSAG00000003112
saimiri_boliviensis_boliviensis ENSSBOG00000022836
cebus_capucinus_imitator ENSCCAG00000036599
aotus_nancymaae ENSANAG00000035596
carlito_syrichta ENSTSYG00000033692
propithecus_coquereli ENSPCOG00000021371
prolemur_simus ENSPSMG00000009368
microcebus_murinus ENSMICG00000047893
otolemur_garnettii ENSOGAG00000032140
meriones_unguiculatus ENSMUGG00000009154
mus_spicilegus ENSMSIG00000015864
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002538
cricetulus_griseus_crigri-picr ENSCGRG00015021735
peromyscus_maniculatus_bairdii ENSPEMG00000029136
castor_canadensis ENSCCNG00000014341
urocitellus_parryii ENSUPAG00010015213
equus_asinus_asinus ENSEASG00005000320
equus_caballus ENSECAG00000039591
myotis_lucifugus ENSMLUG00000028788
bos_mutus ENSBMUG00000013613
ovis_aries ENSOARG00000012448
sus_scrofa ENSSSCG00000031875
ursus_americanus ENSUAMG00000006199
ailuropoda_melanoleuca ENSAMEG00000018191
mustela_putorius_furo ENSMPUG00000008229
neovison_vison ENSNVIG00000008526
vulpes_vulpes ENSVVUG00000003140
canis_lupus_familiaris ENSCAFG00000029455
oryctolagus_cuniculus ENSOCUG00000024953
loxodonta_africana ENSLAFG00000030575
dasypus_novemcinctus ENSDNOG00000033981
ornithorhynchus_anatinus ENSOANG00000004903
latimeria_chalumnae ENSLACG00000018189
labrus_bergylta ENSLBEG00000026165
takifugu_rubripes ENSTRUG00000020823
hippocampus_comes ENSHCOG00000011064
cynoglossus_semilaevis ENSCSEG00000014293
monopterus_albus ENSMALG00000010760
mastacembelus_armatus ENSMAMG00000005585
anabas_testudineus ENSATEG00000021286
seriola_dumerili ENSSDUG00000017761
seriola_lalandi_dorsalis ENSSLDG00000022157
scophthalmus_maximus ENSSMAG00000007409
xiphophorus_couchianus ENSXCOG00000020510
xiphophorus_maculatus ENSXMAG00000027737
gambusia_affinis ENSGAFG00000021767
poecilia_formosa ENSPFOG00000015491
poecilia_latipinna ENSPLAG00000009377
poecilia_mexicana ENSPMEG00000000422
poecilia_reticulata ENSPREG00000018300
fundulus_heteroclitus ENSFHEG00000009118
kryptolebias_marmoratus ENSKMAG00000003923
oryzias_latipes_asm223467v1 ENSORLG00000027211
oryzias_latipes_asm223469v1 ENSORLG00015011410
oryzias_latipes_asm223471v1 ENSORLG00020020918
oryzias_melastigma ENSOMEG00000011285
astatotilapia_calliptera ENSACLG00000027682
astatotilapia_calliptera ENSACLG00000027520
maylandia_zebra ENSMZEG00005017892
pundamilia_nyererei ENSPNYG00000013862
haplochromis_burtoni ENSHBUG00000013153
neolamprologus_brichardi ENSNBRG00000004454
amphilophus_citrinellus ENSACIG00000000098
amphiprion_ocellaris ENSAOCG00000002681
amphiprion_percula ENSAPEG00000007692
acanthochromis_polyacanthus ENSAPOG00000014803
stegastes_partitus ENSSPAG00000007559
periophthalmus_magnuspinnatus ENSPMGG00000013759
esox_lucius ENSELUG00000003066
pygocentrus_nattereri ENSPNAG00000006076
astyanax_mexicanus ENSAMXG00000041046
ictalurus_punctatus ENSIPUG00000004306
scleropages_formosus ENSSFOG00015014705
paramormyrops_kingsleyae ENSPKIG00000014591
lepisosteus_oculatus ENSLOCG00000017589
