anas_platyrhynchos_platyrhynchos ENSAPLG00000015551
coturnix_japonica ENSCJPG00005000640
gopherus_agassizii ENSGAGG00000025429
notamacropus_eugenii ENSMEUG00000002517
phascolarctos_cinereus ENSPCIG00000030352
sarcophilus_harrisii ENSSHAG00000011457
monodelphis_domestica ENSMODG00000028470
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026025
mus_spicilegus ENSMSIG00000025555
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025083
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026526
rattus_norvegicus ENSRNOG00000032009
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091685
meriones_unguiculatus ENSMUGG00000007602
microtus_ochrogaster ENSMOCG00000022011
peromyscus_maniculatus_bairdii ENSPEMG00000008022
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013714
cricetulus_griseus_crigri-picr ENSCGRG00015023016
mesocricetus_auratus ENSMAUG00000014744
nannospalax_galili ENSNGAG00000022398
jaculus_jaculus ENSJJAG00000021691
cavia_aperea ENSCAPG00000017401
cavia_porcellus ENSCPOG00000005069
octodon_degus ENSODEG00000000481
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001609
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001205
fukomys_damarensis ENSFDAG00000012651
dipodomys_ordii ENSDORG00000003781
urocitellus_parryii ENSUPAG00010020495
ictidomys_tridecemlineatus ENSSTOG00000002477
spermophilus_dauricus ENSSDAG00000018780
marmota_marmota_marmota ENSMMMG00000004792
oryctolagus_cuniculus ENSOCUG00000029213
ochotona_princeps ENSOPRG00000007357
propithecus_coquereli ENSPCOG00000000861
prolemur_simus ENSPSMG00000021458
microcebus_murinus ENSMICG00000034925
gorilla_gorilla ENSGGOG00000000301
homo_sapiens ENSG00000164123
pan_paniscus ENSPPAG00000029906
pan_troglodytes ENSPTRG00000016556
pongo_abelii ENSPPYG00000015161
nomascus_leucogenys ENSNLEG00000006432
rhinopithecus_bieti ENSRBIG00000030717
rhinopithecus_roxellana ENSRROG00000041899
colobus_angolensis_palliatus ENSCANG00000041532
piliocolobus_tephrosceles ENSPTEG00000010531
papio_anubis ENSPANG00000012144
theropithecus_gelada ENSTGEG00000017874
cercocebus_atys ENSCATG00000033273
mandrillus_leucophaeus ENSMLEG00000028353
macaca_fascicularis ENSMFAG00000001809
macaca_mulatta ENSMMUG00000003488
macaca_nemestrina ENSMNEG00000038719
chlorocebus_sabaeus ENSCSAG00000003206
callithrix_jacchus ENSCJAG00000001403
cebus_capucinus_imitator ENSCCAG00000026409
saimiri_boliviensis_boliviensis ENSSBOG00000033692
aotus_nancymaae ENSANAG00000028937
carlito_syrichta ENSTSYG00000009171
erinaceus_europaeus ENSEEUG00000008432
sorex_araneus ENSSARG00000009700
bos_mutus ENSBMUG00000024966
bos_taurus ENSBTAG00000033547
bison_bison_bison ENSBBBG00000010502
ovis_aries ENSOARG00000003040
capra_hircus ENSCHIG00000016172
tursiops_truncatus ENSTTRG00000016907
sus_scrofa ENSSSCG00000037757
vicugna_pacos ENSVPAG00000008013
pteropus_vampyrus ENSPVAG00000011714
myotis_lucifugus ENSMLUG00000005169
equus_caballus ENSECAG00000009815
ursus_maritimus ENSUMAG00000017088
ursus_americanus ENSUAMG00000005684
ailuropoda_melanoleuca ENSAMEG00000002404
mustela_putorius_furo ENSMPUG00000018111
neovison_vison ENSNVIG00000011329
canis_lupus_familiaris ENSCAFG00000008705
canis_lupus_dingo ENSCAFG00020002887
vulpes_vulpes ENSVVUG00000021076
panthera_tigris_altaica ENSPTIG00000008653
panthera_pardus ENSPPRG00000017195
felis_catus ENSFCAG00000029009
choloepus_hoffmanni ENSCHOG00000010992
dasypus_novemcinctus ENSDNOG00000000452
echinops_telfairi ENSETEG00000020347
ornithorhynchus_anatinus ENSOANG00000021204
latimeria_chalumnae ENSLACG00000022437
lepisosteus_oculatus ENSLOCG00000008036
pygocentrus_nattereri ENSPNAG00000006870
ciona_intestinalis ENSCING00000011548
