caenorhabditis_elegans_strain_n2 WBGene00004302
ciona_intestinalis ENSCING00000003944
petromyzon_marinus ENSPMAG00000002282
eptatretus_burgeri ENSEBUG00000010897
drosophila_melanogaster FBgn0020255
bison_bison_bison ENSBBBG00000013505
meleagris_gallopavo ENSMGAG00000002285
serinus_canaria ENSSCAG00000011416
apteryx_haastii ENSAHAG00000014514
nothoprocta_perdicaria ENSNPEG00000011743
lepidothrix_coronata ENSLCOG00000009331
manacus_vitellinus ENSMVIG00005004931
ficedula_albicollis ENSFALG00000009560
taeniopygia_guttata ENSTGUG00000004672
calidris_pugnax ENSCPUG00000008057
numida_meleagris ENSNMEG00000013771
coturnix_japonica ENSCJPG00005019641
anser_brachyrhynchus ENSABRG00000017189
dromaius_novaehollandiae ENSDNVG00000013609
apteryx_owenii ENSAOWG00000005208
gopherus_agassizii ENSGAGG00000022276
anolis_carolinensis ENSACAG00000007175
monodelphis_domestica ENSMODG00000015601
calidris_pygmaea ENSCPGG00000003477
anas_platyrhynchos_platyrhynchos ENSAPLG00000013592
chrysemys_picta_bellii ENSCPBG00000024785
parus_major ENSPMJG00000001009
gallus_gallus ENSGALG00000002569
pelodiscus_sinensis ENSPSIG00000002376
pogona_vitticeps ENSPVIG00000003336
notechis_scutatus ENSNSUG00000014021
cyanistes_caeruleus ENSCCEG00000023217
lonchura_striata_domestica ENSLSDG00000000599
chelonoidis_abingdonii ENSCABG00000016007
salvator_merianae ENSSMRG00000006747
phascolarctos_cinereus ENSPCIG00000019521
notamacropus_eugenii ENSMEUG00000004577
monodelphis_domestica ENSMODG00000006895
phascolarctos_cinereus ENSPCIG00000021645
sarcophilus_harrisii ENSSHAG00000018018
pelodiscus_sinensis ENSPSIG00000011520
ornithorhynchus_anatinus ENSOANG00000006447
melopsittacus_undulatus ENSMUNG00000013168
crocodylus_porosus ENSCPRG00005018698
xenopus_tropicalis ENSXETG00000027832
colobus_angolensis_palliatus ENSCANG00000042870
canis_lupus_dingo ENSCAFG00020003142
sus_scrofa ENSSSCG00000009746
capra_hircus ENSCHIG00000001384
ovis_aries ENSOARG00000021122
capra_hircus ENSCHIG00000025632
bos_taurus ENSBTAG00000014223
ailuropoda_melanoleuca ENSAMEG00000003726
propithecus_coquereli ENSPCOG00000020068
dasypus_novemcinctus ENSDNOG00000040281
homo_sapiens ENSG00000132341
pongo_abelii ENSPPYG00000005124
nomascus_leucogenys ENSNLEG00000029276
mandrillus_leucophaeus ENSMLEG00000020195
macaca_mulatta ENSMMUG00000020927
rattus_norvegicus ENSRNOG00000000938
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029430
meriones_unguiculatus ENSMUGG00000017120
cricetulus_griseus_crigri-picr ENSCGRG00015019919
jaculus_jaculus ENSJJAG00000012009
bos_mutus ENSBMUG00000000447
ovis_aries ENSOARG00000010707
canis_lupus_dingo ENSCAFG00020011346
dasypus_novemcinctus ENSDNOG00000009230
rhinopithecus_roxellana ENSRROG00000045069
pan_paniscus ENSPPAG00000009516
cebus_capucinus_imitator ENSCCAG00000033982
octodon_degus ENSODEG00000001662
octodon_degus ENSODEG00000005573
ictidomys_tridecemlineatus ENSSTOG00000031099
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026840
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028287
mus_spicilegus ENSMSIG00000022193
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025891
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024014
rattus_norvegicus ENSRNOG00000031013
meriones_unguiculatus ENSMUGG00000018465
cricetulus_griseus_crigri_1.0 ENSCGRG00000018543
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004727
cricetulus_griseus_crigri-picr ENSCGRG00015005841
mesocricetus_auratus ENSMAUG00000001820
peromyscus_maniculatus_bairdii ENSPEMG00000010658
microtus_ochrogaster ENSMOCG00000006091
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024358
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017557
bos_taurus ENSBTAG00000055033
bison_bison_bison ENSBBBG00000018571
vulpes_vulpes ENSVVUG00000025682
aotus_nancymaae ENSANAG00000019899
aotus_nancymaae ENSANAG00000036326
aotus_nancymaae ENSANAG00000026830
cebus_capucinus_imitator ENSCCAG00000001996
gorilla_gorilla ENSGGOG00000022853
cricetulus_griseus_crigri_1.0 ENSCGRG00000002935
peromyscus_maniculatus_bairdii ENSPEMG00000021073
nannospalax_galili ENSNGAG00000012819
jaculus_jaculus ENSJJAG00000010552
marmota_marmota_marmota ENSMMMG00000005232
oryctolagus_cuniculus ENSOCUG00000026506
chinchilla_lanigera ENSCLAG00000011499
ochotona_princeps ENSOPRG00000002629
spermophilus_dauricus ENSSDAG00000014556
dipodomys_ordii ENSDORG00000028664
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019154
microcebus_murinus ENSMICG00000032228
capra_hircus ENSCHIG00000000816
canis_lupus_dingo ENSCAFG00020007591
dasypus_novemcinctus ENSDNOG00000047513
neovison_vison ENSNVIG00000022801
panthera_tigris_altaica ENSPTIG00000007659
ursus_maritimus ENSUMAG00000020091
ovis_aries ENSOARG00000015368
ictidomys_tridecemlineatus ENSSTOG00000003992
castor_canadensis ENSCCNG00000017341
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019083
fukomys_damarensis ENSFDAG00000015119
carlito_syrichta ENSTSYG00000026170
ursus_americanus ENSUAMG00000006978
ailuropoda_melanoleuca ENSAMEG00000004222
neovison_vison ENSNVIG00000016452
canis_lupus_familiaris ENSCAFG00000006670
mustela_putorius_furo ENSMPUG00000004044
felis_catus ENSFCAG00000027375
panthera_pardus ENSPPRG00000003709
macaca_nemestrina ENSMNEG00000038899
cercocebus_atys ENSCATG00000040806
papio_anubis ENSPANG00000017209
theropithecus_gelada ENSTGEG00000028061
piliocolobus_tephrosceles ENSPTEG00000039715
pan_troglodytes ENSPTRG00000005636
cebus_capucinus_imitator ENSCCAG00000026184
propithecus_coquereli ENSPCOG00000008220
gorilla_gorilla ENSGGOG00000015340
callithrix_jacchus ENSCJAG00000003927
microcebus_murinus ENSMICG00000000653
urocitellus_parryii ENSUPAG00010011538
choloepus_hoffmanni ENSCHOG00000011684
piliocolobus_tephrosceles ENSPTEG00000011334
nomascus_leucogenys ENSNLEG00000008282
cebus_capucinus_imitator ENSCCAG00000026100
mesocricetus_auratus ENSMAUG00000015974
mesocricetus_auratus ENSMAUG00000008105
peromyscus_maniculatus_bairdii ENSPEMG00000027790
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030206
mus_spicilegus ENSMSIG00000012818
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000083649
rattus_norvegicus ENSRNOG00000032913
vicugna_pacos ENSVPAG00000008880
dasypus_novemcinctus ENSDNOG00000031679
papio_anubis ENSPANG00000035700
cercocebus_atys ENSCATG00000041919
macaca_fascicularis ENSMFAG00000038778
macaca_mulatta ENSMMUG00000000062
macaca_nemestrina ENSMNEG00000045386
papio_anubis ENSPANG00000032359
mandrillus_leucophaeus ENSMLEG00000036391
rhinopithecus_bieti ENSRBIG00000033211
colobus_angolensis_palliatus ENSCANG00000003517
nomascus_leucogenys ENSNLEG00000016180
octodon_degus ENSODEG00000019537
fukomys_damarensis ENSFDAG00000012158
rattus_norvegicus ENSRNOG00000048871
propithecus_coquereli ENSPCOG00000020966
saimiri_boliviensis_boliviensis ENSSBOG00000034312
octodon_degus ENSODEG00000009806
octodon_degus ENSODEG00000000960
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004193
nannospalax_galili ENSNGAG00000019265
pteropus_vampyrus ENSPVAG00000014742
ovis_aries ENSOARG00000018802
neovison_vison ENSNVIG00000022957
nannospalax_galili ENSNGAG00000016204
octodon_degus ENSODEG00000008349
prolemur_simus ENSPSMG00000001384
dasypus_novemcinctus ENSDNOG00000043895
echinops_telfairi ENSETEG00000011875
tupaia_belangeri ENSTBEG00000001156
ictidomys_tridecemlineatus ENSSTOG00000031912
mandrillus_leucophaeus ENSMLEG00000023901
felis_catus ENSFCAG00000023659
echinops_telfairi ENSETEG00000008439
nannospalax_galili ENSNGAG00000021331
dipodomys_ordii ENSDORG00000027038
saimiri_boliviensis_boliviensis ENSSBOG00000034436
sus_scrofa ENSSSCG00000040683
echinops_telfairi ENSETEG00000010467
pan_paniscus ENSPPAG00000026731
pan_troglodytes ENSPTRG00000046852
gorilla_gorilla ENSGGOG00000024847
colobus_angolensis_palliatus ENSCANG00000038858
chinchilla_lanigera ENSCLAG00000017465
bos_taurus ENSBTAG00000024233
bos_mutus ENSBMUG00000000552
bison_bison_bison ENSBBBG00000013872
sus_scrofa ENSSSCG00000031619
tursiops_truncatus ENSTTRG00000012732
pan_paniscus ENSPPAG00000030974
macaca_fascicularis ENSMFAG00000003494
saimiri_boliviensis_boliviensis ENSSBOG00000024368
aotus_nancymaae ENSANAG00000020848
otolemur_garnettii ENSOGAG00000025046
cricetulus_griseus_crigri_1.0 ENSCGRG00000019639
cricetulus_griseus_crigri-picr ENSCGRG00015024988
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009212
peromyscus_maniculatus_bairdii ENSPEMG00000013844
nannospalax_galili ENSNGAG00000012188
mus_spicilegus ENSMSIG00000005235
equus_asinus_asinus ENSEASG00005013202
equus_caballus ENSECAG00000020532
capra_hircus ENSCHIG00000006748
rhinopithecus_bieti ENSRBIG00000043720
papio_anubis ENSPANG00000008799
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027778
microtus_ochrogaster ENSMOCG00000014611
colobus_angolensis_palliatus ENSCANG00000004264
piliocolobus_tephrosceles ENSPTEG00000014518
bos_mutus ENSBMUG00000009193
capra_hircus ENSCHIG00000024132
loxodonta_africana ENSLAFG00000017673
rhinopithecus_roxellana ENSRROG00000044174
rhinopithecus_bieti ENSRBIG00000037389
chlorocebus_sabaeus ENSCSAG00000001906
propithecus_coquereli ENSPCOG00000027901
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006339
cricetulus_griseus_crigri_1.0 ENSCGRG00000007401
cricetulus_griseus_crigri-picr ENSCGRG00015026147
mesocricetus_auratus ENSMAUG00000015658
echinops_telfairi ENSETEG00000009112
bos_taurus ENSBTAG00000055000
bison_bison_bison ENSBBBG00000010290
ursus_maritimus ENSUMAG00000001451
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028777
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021020
microcebus_murinus ENSMICG00000034492
echinops_telfairi ENSETEG00000001748
latimeria_chalumnae ENSLACG00000018793
paramormyrops_kingsleyae ENSPKIG00000015092
paramormyrops_kingsleyae ENSPKIG00000019118
scleropages_formosus ENSSFOG00015000951
pygocentrus_nattereri ENSPNAG00000005895
astyanax_mexicanus ENSAMXG00000041090
ictalurus_punctatus ENSIPUG00000015737
danio_rerio ENSDARG00000057026
esox_lucius ENSELUG00000020411
tetraodon_nigroviridis ENSTNIG00000013137
takifugu_rubripes ENSTRUG00000013749
mola_mola ENSMMOG00000003180
gasterosteus_aculeatus ENSGACG00000017755
labrus_bergylta ENSLBEG00000016138
labrus_bergylta ENSLBEG00000009278
seriola_lalandi_dorsalis ENSSLDG00000001372
seriola_dumerili ENSSDUG00000014827
maylandia_zebra ENSMZEG00005003327
pundamilia_nyererei ENSPNYG00000016770
astatotilapia_calliptera ENSACLG00000014076
haplochromis_burtoni ENSHBUG00000010882
neolamprologus_brichardi ENSNBRG00000004675
