pan_paniscus ENSPPAG00000012692
pan_troglodytes ENSPTRG00000021003
homo_sapiens ENSG00000165059
pongo_abelii ENSPPYG00000019273
nomascus_leucogenys ENSNLEG00000028086
macaca_fascicularis ENSMFAG00000030376
macaca_mulatta ENSMMUG00000020379
theropithecus_gelada ENSTGEG00000023702
chlorocebus_sabaeus ENSCSAG00000018499
piliocolobus_tephrosceles ENSPTEG00000039648
aotus_nancymaae ENSANAG00000020747
aotus_nancymaae ENSANAG00000025047
aotus_nancymaae ENSANAG00000029688
cebus_capucinus_imitator ENSCCAG00000036672
saimiri_boliviensis_boliviensis ENSSBOG00000033275
callithrix_jacchus ENSCJAG00000022277
aotus_nancymaae ENSANAG00000031041
phascolarctos_cinereus ENSPCIG00000015374
