pan_troglodytes ENSPTRG00000051473
pan_paniscus ENSPPAG00000040465
gorilla_gorilla ENSGGOG00000042778
nomascus_leucogenys ENSNLEG00000030066
macaca_mulatta ENSMMUG00000040680
macaca_fascicularis ENSMFAG00000001751
macaca_nemestrina ENSMNEG00000040971
cercocebus_atys ENSCATG00000035615
theropithecus_gelada ENSTGEG00000002080
papio_anubis ENSPANG00000033774
rhinopithecus_roxellana ENSRROG00000031091
rhinopithecus_bieti ENSRBIG00000037239
piliocolobus_tephrosceles ENSPTEG00000024466
colobus_angolensis_palliatus ENSCANG00000040922
cebus_capucinus_imitator ENSCCAG00000025466
