caenorhabditis_elegans_strain_n2 WBGene00019118
drosophila_melanogaster FBgn0039654
pundamilia_nyererei ENSPNYG00000000080
neolamprologus_brichardi ENSNBRG00000021112
amphilophus_citrinellus ENSACIG00000005034
xiphophorus_couchianus ENSXCOG00000017111
cyprinodon_variegatus ENSCVAG00000013954
kryptolebias_marmoratus ENSKMAG00000014429
labrus_bergylta ENSLBEG00000017015
mola_mola ENSMMOG00000009748
mastacembelus_armatus ENSMAMG00000015631
monopterus_albus ENSMALG00000011372
cynoglossus_semilaevis ENSCSEG00000017079
astyanax_mexicanus ENSAMXG00000005696
ornithorhynchus_anatinus ENSOANG00000029340
canis_lupus_familiaris ENSCAFG00000001165
petromyzon_marinus ENSPMAG00000004315
cynoglossus_semilaevis ENSCSEG00000009298
gadus_morhua ENSGMOG00000019297
haplochromis_burtoni ENSHBUG00000004736
haplochromis_burtoni ENSHBUG00000000114
astatotilapia_calliptera ENSACLG00000019284
maylandia_zebra ENSMZEG00005018551
neolamprologus_brichardi ENSNBRG00000005881
oreochromis_niloticus ENSONIG00000005008
amphilophus_citrinellus ENSACIG00000003234
mola_mola ENSMMOG00000018670
labrus_bergylta ENSLBEG00000004623
amphiprion_percula ENSAPEG00000024271
amphiprion_ocellaris ENSAOCG00000007960
poecilia_latipinna ENSPLAG00000008327
gambusia_affinis ENSGAFG00000001895
kryptolebias_marmoratus ENSKMAG00000022176
oryzias_melastigma ENSOMEG00000000531
oryzias_melastigma ENSOMEG00000020390
oryzias_latipes_asm223469v1 ENSORLG00015012972
fundulus_heteroclitus ENSFHEG00000015910
fundulus_heteroclitus ENSFHEG00000015889
xiphophorus_maculatus ENSXMAG00000022923
xiphophorus_maculatus ENSXMAG00000011168
poecilia_reticulata ENSPREG00000019328
poecilia_reticulata ENSPREG00000019348
poecilia_mexicana ENSPMEG00000001841
poecilia_mexicana ENSPMEG00000001848
poecilia_formosa ENSPFOG00000019029
oryzias_latipes_asm223467v1 ENSORLG00000026751
oryzias_latipes_asm223467v1 ENSORLG00000025967
oryzias_latipes_asm223471v1 ENSORLG00020007387
oryzias_latipes_asm223471v1 ENSORLG00020007442
mastacembelus_armatus ENSMAMG00000018178
seriola_lalandi_dorsalis ENSSLDG00000018444
seriola_dumerili ENSSDUG00000005363
scophthalmus_maximus ENSSMAG00000011723
anabas_testudineus ENSATEG00000019713
acanthochromis_polyacanthus ENSAPOG00000008109
monopterus_albus ENSMALG00000014450
monopterus_albus ENSMALG00000014476
pundamilia_nyererei ENSPNYG00000013953
pundamilia_nyererei ENSPNYG00000013963
stegastes_partitus ENSSPAG00000023112
stegastes_partitus ENSSPAG00000023115
amphiprion_percula ENSAPEG00000024255
gasterosteus_aculeatus ENSGACG00000020660
hippocampus_comes ENSHCOG00000019982
periophthalmus_magnuspinnatus ENSPMGG00000019385
esox_lucius ENSELUG00000000956
paramormyrops_kingsleyae ENSPKIG00000014104
scleropages_formosus ENSSFOG00015021698
pygocentrus_nattereri ENSPNAG00000002777
danio_rerio ENSDARG00000055999
oryzias_melastigma ENSOMEG00000015825
oryzias_melastigma ENSOMEG00000015797
oryzias_latipes_asm223469v1 ENSORLG00015000780
oryzias_latipes_asm223469v1 ENSORLG00015014095
maylandia_zebra ENSMZEG00005006084
maylandia_zebra ENSMZEG00005006099
astatotilapia_calliptera ENSACLG00000022803
astatotilapia_calliptera ENSACLG00000022786
gadus_morhua ENSGMOG00000019403
astyanax_mexicanus ENSAMXG00000018774
pygocentrus_nattereri ENSPNAG00000019326
ictalurus_punctatus ENSIPUG00000011835
danio_rerio ENSDARG00000025071
cyprinodon_variegatus ENSCVAG00000019160
fundulus_heteroclitus ENSFHEG00000016067
xiphophorus_maculatus ENSXMAG00000022067
xiphophorus_couchianus ENSXCOG00000012554
gambusia_affinis ENSGAFG00000001019
poecilia_latipinna ENSPLAG00000008392
seriola_dumerili ENSSDUG00000012951
seriola_lalandi_dorsalis ENSSLDG00000023424
takifugu_rubripes ENSTRUG00000005613
tetraodon_nigroviridis ENSTNIG00000002972
amphiprion_percula ENSAPEG00000008678
amphiprion_ocellaris ENSAOCG00000003460
acanthochromis_polyacanthus ENSAPOG00000022712
poecilia_reticulata ENSPREG00000004439
poecilia_reticulata ENSPREG00000004412
poecilia_mexicana ENSPMEG00000019219
poecilia_mexicana ENSPMEG00000019208
poecilia_formosa ENSPFOG00000000269
xiphophorus_maculatus ENSXMAG00000018811
oryzias_latipes_asm223471v1 ENSORLG00020019172
haplochromis_burtoni ENSHBUG00000001732
neolamprologus_brichardi ENSNBRG00000021134
oreochromis_niloticus ENSONIG00000015750
stegastes_partitus ENSSPAG00000022751
scophthalmus_maximus ENSSMAG00000012619
anabas_testudineus ENSATEG00000018712
gasterosteus_aculeatus ENSGACG00000018659
hippocampus_comes ENSHCOG00000004342
esox_lucius ENSELUG00000009245
periophthalmus_magnuspinnatus ENSPMGG00000004438
oryzias_latipes_asm223467v1 ENSORLG00000025104
paramormyrops_kingsleyae ENSPKIG00000020824
scleropages_formosus ENSSFOG00015011553
lepisosteus_oculatus ENSLOCG00000009616
ailuropoda_melanoleuca ENSAMEG00000016406
ursus_americanus ENSUAMG00000002173
equus_asinus_asinus ENSEASG00005020652
myotis_lucifugus ENSMLUG00000025831
sus_scrofa ENSSSCG00000021426
bos_taurus ENSBTAG00000054560
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005860
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015725
fukomys_damarensis ENSFDAG00000021071
cavia_porcellus ENSCPOG00000030233
ictidomys_tridecemlineatus ENSSTOG00000032460
spermophilus_dauricus ENSSDAG00000017328
urocitellus_parryii ENSUPAG00010021949
marmota_marmota_marmota ENSMMMG00000009165
cricetulus_griseus_crigri_1.0 ENSCGRG00000008596
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008955
cricetulus_griseus_crigri-picr ENSCGRG00015001749
microtus_ochrogaster ENSMOCG00000000400
peromyscus_maniculatus_bairdii ENSPEMG00000000101
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049357
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023004
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022092
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018826
rattus_norvegicus ENSRNOG00000024838
meriones_unguiculatus ENSMUGG00000022846
jaculus_jaculus ENSJJAG00000004711
castor_canadensis ENSCCNG00000011354
loxodonta_africana ENSLAFG00000027498
phascolarctos_cinereus ENSPCIG00000032365
otolemur_garnettii ENSOGAG00000024437
junco_hyemalis ENSJHYG00000005541
zonotrichia_albicollis ENSZALG00000011765
serinus_canaria ENSSCAG00000000068
melopsittacus_undulatus ENSMUNG00000009929
calidris_pugnax ENSCPUG00000007908
nothoprocta_perdicaria ENSNPEG00000003813
dromaius_novaehollandiae ENSDNVG00000014018
coturnix_japonica ENSCJPG00005009001
notechis_scutatus ENSNSUG00000007462
eptatretus_burgeri ENSEBUG00000002097
