mastacembelus_armatus ENSMAMG00000001177
monopterus_albus ENSMALG00000002317
anabas_testudineus ENSATEG00000000461
seriola_dumerili ENSSDUG00000021586
seriola_lalandi_dorsalis ENSSLDG00000022450
amphiprion_ocellaris ENSAOCG00000001894
amphiprion_percula ENSAPEG00000007143
acanthochromis_polyacanthus ENSAPOG00000020105
stegastes_partitus ENSSPAG00000010103
astatotilapia_calliptera ENSACLG00000007249
haplochromis_burtoni ENSHBUG00000020742
pundamilia_nyererei ENSPNYG00000011143
oreochromis_niloticus ENSONIG00000009262
neolamprologus_brichardi ENSNBRG00000001686
maylandia_zebra ENSMZEG00005021352
amphilophus_citrinellus ENSACIG00000016820
xiphophorus_maculatus ENSXMAG00000015280
xiphophorus_couchianus ENSXCOG00000001262
gambusia_affinis ENSGAFG00000004611
poecilia_mexicana ENSPMEG00000008990
poecilia_formosa ENSPFOG00000011485
poecilia_reticulata ENSPREG00000011489
poecilia_latipinna ENSPLAG00000009480
fundulus_heteroclitus ENSFHEG00000016670
cyprinodon_variegatus ENSCVAG00000003397
kryptolebias_marmoratus ENSKMAG00000010353
oryzias_latipes_asm223471v1 ENSORLG00020008955
oryzias_latipes_asm223467v1 ENSORLG00000026395
oryzias_latipes_asm223469v1 ENSORLG00015005930
oryzias_melastigma ENSOMEG00000013126
labrus_bergylta ENSLBEG00000028416
tetraodon_nigroviridis ENSTNIG00000000703
tetraodon_nigroviridis ENSTNIG00000006229
takifugu_rubripes ENSTRUG00000014635
mola_mola ENSMMOG00000012673
hippocampus_comes ENSHCOG00000011313
scophthalmus_maximus ENSSMAG00000007911
cynoglossus_semilaevis ENSCSEG00000001624
esox_lucius ENSELUG00000000384
pygocentrus_nattereri ENSPNAG00000006992
astyanax_mexicanus ENSAMXG00000018865
ictalurus_punctatus ENSIPUG00000002086
danio_rerio ENSDARG00000100518
scleropages_formosus ENSSFOG00015006096
paramormyrops_kingsleyae ENSPKIG00000011953
