ursus_maritimus ENSUMAG00000008777
ursus_americanus ENSUAMG00000025061
neovison_vison ENSNVIG00000013258
mustela_putorius_furo ENSMPUG00000018153
canis_lupus_familiaris ENSCAFG00000003465
canis_lupus_dingo ENSCAFG00020023672
vulpes_vulpes ENSVVUG00000009879
panthera_pardus ENSPPRG00000000798
panthera_tigris_altaica ENSPTIG00000015949
felis_catus ENSFCAG00000015468
bos_mutus ENSBMUG00000018413
bos_mutus ENSBMUG00000014975
bos_taurus ENSBTAG00000011628
bison_bison_bison ENSBBBG00000019718
ovis_aries ENSOARG00000013753
capra_hircus ENSCHIG00000020547
tursiops_truncatus ENSTTRG00000017277
sus_scrofa ENSSSCG00000022126
vicugna_pacos ENSVPAG00000011100
equus_caballus ENSECAG00000009952
equus_asinus_asinus ENSEASG00005018099
tupaia_belangeri ENSTBEG00000012800
pan_troglodytes ENSPTRG00000019196
pan_paniscus ENSPPAG00000044119
gorilla_gorilla ENSGGOG00000007623
homo_sapiens ENSG00000146648
pongo_abelii ENSPPYG00000017549
nomascus_leucogenys ENSNLEG00000008441
cercocebus_atys ENSCATG00000039642
mandrillus_leucophaeus ENSMLEG00000035929
theropithecus_gelada ENSTGEG00000006618
papio_anubis ENSPANG00000023117
macaca_fascicularis ENSMFAG00000034444
macaca_mulatta ENSMMUG00000022394
macaca_nemestrina ENSMNEG00000022279
chlorocebus_sabaeus ENSCSAG00000016056
piliocolobus_tephrosceles ENSPTEG00000010712
colobus_angolensis_palliatus ENSCANG00000031898
rhinopithecus_roxellana ENSRROG00000041505
rhinopithecus_bieti ENSRBIG00000041754
cebus_capucinus_imitator ENSCCAG00000023661
saimiri_boliviensis_boliviensis ENSSBOG00000027907
callithrix_jacchus ENSCJAG00000000989
aotus_nancymaae ENSANAG00000036014
carlito_syrichta ENSTSYG00000006265
propithecus_coquereli ENSPCOG00000021048
prolemur_simus ENSPSMG00000025256
microcebus_murinus ENSMICG00000009640
otolemur_garnettii ENSOGAG00000009092
tupaia_belangeri ENSTBEG00000000702
erinaceus_europaeus ENSEEUG00000012984
sorex_araneus ENSSARG00000000739
pteropus_vampyrus ENSPVAG00000011454
myotis_lucifugus ENSMLUG00000005672
oryctolagus_cuniculus ENSOCUG00000010481
ochotona_princeps ENSOPRG00000007103
chinchilla_lanigera ENSCLAG00000007797
octodon_degus ENSODEG00000001111
cavia_porcellus ENSCPOG00000000040
cavia_aperea ENSCAPG00000009591
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005749
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004192
fukomys_damarensis ENSFDAG00000013118
castor_canadensis ENSCCNG00000030885
dipodomys_ordii ENSDORG00000013051
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020122
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016945
mus_spicilegus ENSMSIG00000001122
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016103
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016788
rattus_norvegicus ENSRNOG00000004332
meriones_unguiculatus ENSMUGG00000025841
meriones_unguiculatus ENSMUGG00000024898
meriones_unguiculatus ENSMUGG00000025796
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020721
cricetulus_griseus_crigri_1.0 ENSCGRG00000007806
cricetulus_griseus_crigri-picr ENSCGRG00015027934
mesocricetus_auratus ENSMAUG00000000581
peromyscus_maniculatus_bairdii ENSPEMG00000012745
microtus_ochrogaster ENSMOCG00000000900
nannospalax_galili ENSNGAG00000019295
jaculus_jaculus ENSJJAG00000014249
spermophilus_dauricus ENSSDAG00000002812
marmota_marmota_marmota ENSMMMG00000015895
urocitellus_parryii ENSUPAG00010011920
ictidomys_tridecemlineatus ENSSTOG00000006716
echinops_telfairi ENSETEG00000014320
echinops_telfairi ENSETEG00000004611
loxodonta_africana ENSLAFG00000014393
procavia_capensis ENSPCAG00000006282
choloepus_hoffmanni ENSCHOG00000002830
dasypus_novemcinctus ENSDNOG00000015935
phascolarctos_cinereus ENSPCIG00000003935
notamacropus_eugenii ENSMEUG00000002628
monodelphis_domestica ENSMODG00000009033
sarcophilus_harrisii ENSSHAG00000008346
ornithorhynchus_anatinus ENSOANG00000010685
anser_brachyrhynchus ENSABRG00000009417
anas_platyrhynchos_platyrhynchos ENSAPLG00000002987
gallus_gallus ENSGALG00000038089
coturnix_japonica ENSCJPG00005000163
meleagris_gallopavo ENSMGAG00000012330
numida_meleagris ENSNMEG00000001245
parus_major ENSPMJG00000018030
cyanistes_caeruleus ENSCCEG00000016734
ficedula_albicollis ENSFALG00000004982
taeniopygia_guttata ENSTGUG00000016456
taeniopygia_guttata ENSTGUG00000001806
lonchura_striata_domestica ENSLSDG00000008108
serinus_canaria ENSSCAG00000015542
junco_hyemalis ENSJHYG00000007422
zonotrichia_albicollis ENSZALG00000014608
manacus_vitellinus ENSMVIG00005010689
lepidothrix_coronata ENSLCOG00000012117
calidris_pygmaea ENSCPGG00000014347
calidris_pugnax ENSCPUG00000019951
melopsittacus_undulatus ENSMUNG00000008715
nothoprocta_perdicaria ENSNPEG00000001693
nothoprocta_perdicaria ENSNPEG00000001702
apteryx_rowi ENSARWG00000007090
apteryx_rowi ENSARWG00000007093
apteryx_haastii ENSAHAG00000018186
apteryx_haastii ENSAHAG00000018183
apteryx_owenii ENSAOWG00000006514
apteryx_owenii ENSAOWG00000006499
dromaius_novaehollandiae ENSDNVG00000008314
crocodylus_porosus ENSCPRG00005011649
chrysemys_picta_bellii ENSCPBG00000024828
gopherus_agassizii ENSGAGG00000011095
chelonoidis_abingdonii ENSCABG00000001238
chelonoidis_abingdonii ENSCABG00000001249
gopherus_agassizii ENSGAGG00000015490
pelodiscus_sinensis ENSPSIG00000004403
pogona_vitticeps ENSPVIG00000022265
anolis_carolinensis ENSACAG00000017406
notechis_scutatus ENSNSUG00000010339
salvator_merianae ENSSMRG00000019090
sphenodon_punctatus ENSSPUG00000001379
xenopus_tropicalis ENSXETG00000015826
scleropages_formosus ENSSFOG00015021009
paramormyrops_kingsleyae ENSPKIG00000006804
paramormyrops_kingsleyae ENSPKIG00000018119
astatotilapia_calliptera ENSACLG00000018098
haplochromis_burtoni ENSHBUG00000008822
