xiphophorus_maculatus ENSXMAG00000006116
xiphophorus_couchianus ENSXCOG00000016110
gambusia_affinis ENSGAFG00000004973
poecilia_latipinna ENSPLAG00000016298
poecilia_mexicana ENSPMEG00000022870
fundulus_heteroclitus ENSFHEG00000006347
cyprinodon_variegatus ENSCVAG00000006392
oryzias_latipes_asm223467v1 ENSORLG00000028036
oryzias_latipes_asm223469v1 ENSORLG00015007156
oryzias_melastigma ENSOMEG00000005130
amphiprion_ocellaris ENSAOCG00000010852
amphiprion_percula ENSAPEG00000024225
acanthochromis_polyacanthus ENSAPOG00000001243
stegastes_partitus ENSSPAG00000018242
astatotilapia_calliptera ENSACLG00000009218
maylandia_zebra ENSMZEG00005023319
pundamilia_nyererei ENSPNYG00000011023
neolamprologus_brichardi ENSNBRG00000005743
haplochromis_burtoni ENSHBUG00000023597
oreochromis_niloticus ENSONIG00000013899
amphilophus_citrinellus ENSACIG00000016588
hippocampus_comes ENSHCOG00000020916
seriola_dumerili ENSSDUG00000021388
seriola_lalandi_dorsalis ENSSLDG00000003301
monopterus_albus ENSMALG00000012823
monopterus_albus ENSMALG00000007719
mastacembelus_armatus ENSMAMG00000012606
anabas_testudineus ENSATEG00000023327
anabas_testudineus ENSATEG00000019977
labrus_bergylta ENSLBEG00000019719
mola_mola ENSMMOG00000011334
periophthalmus_magnuspinnatus ENSPMGG00000003039
esox_lucius ENSELUG00000024017
pygocentrus_nattereri ENSPNAG00000016196
astyanax_mexicanus ENSAMXG00000003914
ictalurus_punctatus ENSIPUG00000001709
danio_rerio ENSDARG00000100892
scleropages_formosus ENSSFOG00015019875
scleropages_formosus ENSSFOG00015019852
paramormyrops_kingsleyae ENSPKIG00000020233
lepisosteus_oculatus ENSLOCG00000012829
