fundulus_heteroclitus ENSFHEG00000019300
cyprinodon_variegatus ENSCVAG00000019515
xiphophorus_couchianus ENSXCOG00000017501
xiphophorus_maculatus ENSXMAG00000007817
gambusia_affinis ENSGAFG00000002269
poecilia_formosa ENSPFOG00000011161
poecilia_mexicana ENSPMEG00000018461
poecilia_latipinna ENSPLAG00000002978
poecilia_reticulata ENSPREG00000022931
kryptolebias_marmoratus ENSKMAG00000015890
oryzias_latipes_asm223471v1 ENSORLG00020011352
oryzias_latipes_asm223469v1 ENSORLG00015004745
oryzias_latipes_asm223467v1 ENSORLG00000019405
oryzias_melastigma ENSOMEG00000014518
pundamilia_nyererei ENSPNYG00000011506
haplochromis_burtoni ENSHBUG00000001290
astatotilapia_calliptera ENSACLG00000008547
maylandia_zebra ENSMZEG00005016512
oreochromis_niloticus ENSONIG00000004387
neolamprologus_brichardi ENSNBRG00000014986
amphilophus_citrinellus ENSACIG00000017228
monopterus_albus ENSMALG00000022631
labrus_bergylta ENSLBEG00000011698
mola_mola ENSMMOG00000013665
seriola_dumerili ENSSDUG00000019166
seriola_lalandi_dorsalis ENSSLDG00000004680
scophthalmus_maximus ENSSMAG00000003122
mastacembelus_armatus ENSMAMG00000013566
anabas_testudineus ENSATEG00000004313
amphiprion_ocellaris ENSAOCG00000003567
amphiprion_percula ENSAPEG00000022623
acanthochromis_polyacanthus ENSAPOG00000006132
stegastes_partitus ENSSPAG00000006967
takifugu_rubripes ENSTRUG00000025555
tetraodon_nigroviridis ENSTNIG00000006561
periophthalmus_magnuspinnatus ENSPMGG00000003499
esox_lucius ENSELUG00000011469
astyanax_mexicanus ENSAMXG00000041621
ictalurus_punctatus ENSIPUG00000001461
danio_rerio ENSDARG00000044613
scleropages_formosus ENSSFOG00015005774
paramormyrops_kingsleyae ENSPKIG00000015920
lepisosteus_oculatus ENSLOCG00000005764
mola_mola ENSMMOG00000013662
periophthalmus_magnuspinnatus ENSPMGG00000003501
apteryx_owenii ENSAOWG00000011967
apteryx_rowi ENSARWG00000000966
apteryx_haastii ENSAHAG00000015976
dromaius_novaehollandiae ENSDNVG00000015989
nothoprocta_perdicaria ENSNPEG00000004386
anser_brachyrhynchus ENSABRG00000020948
anas_platyrhynchos_platyrhynchos ENSAPLG00000023730
coturnix_japonica ENSCJPG00005006838
gallus_gallus ENSGALG00000021569
meleagris_gallopavo ENSMGAG00000006456
numida_meleagris ENSNMEG00000017448
lepidothrix_coronata ENSLCOG00000008238
manacus_vitellinus ENSMVIG00005002615
lonchura_striata_domestica ENSLSDG00000015014
taeniopygia_guttata ENSTGUG00000017238
serinus_canaria ENSSCAG00000016412
junco_hyemalis ENSJHYG00000015715
zonotrichia_albicollis ENSZALG00000011068
cyanistes_caeruleus ENSCCEG00000015574
parus_major ENSPMJG00000002794
ficedula_albicollis ENSFALG00000010398
melopsittacus_undulatus ENSMUNG00000016263
calidris_pygmaea ENSCPGG00000004620
calidris_pugnax ENSCPUG00000019927
crocodylus_porosus ENSCPRG00005014747
gopherus_agassizii ENSGAGG00000017824
chelonoidis_abingdonii ENSCABG00000014717
chrysemys_picta_bellii ENSCPBG00000010349
pelodiscus_sinensis ENSPSIG00000008326
pogona_vitticeps ENSPVIG00000012452
anolis_carolinensis ENSACAG00000014939
salvator_merianae ENSSMRG00000008815
sphenodon_punctatus ENSSPUG00000016795
loxodonta_africana ENSLAFG00000011973
dasypus_novemcinctus ENSDNOG00000042372
ovis_aries ENSOARG00000008001
capra_hircus ENSCHIG00000024710
bos_mutus ENSBMUG00000015089
bos_taurus ENSBTAG00000007153
bison_bison_bison ENSBBBG00000000807
sus_scrofa ENSSSCG00000003524
equus_asinus_asinus ENSEASG00005007252
ursus_maritimus ENSUMAG00000013498
ursus_maritimus ENSUMAG00000013499
