xiphophorus_maculatus ENSXMAG00000004819
xiphophorus_couchianus ENSXCOG00000003500
poecilia_formosa ENSPFOG00000014699
poecilia_latipinna ENSPLAG00000021101
poecilia_mexicana ENSPMEG00000020432
poecilia_reticulata ENSPREG00000001244
gambusia_affinis ENSGAFG00000017796
cyprinodon_variegatus ENSCVAG00000000653
fundulus_heteroclitus ENSFHEG00000018940
kryptolebias_marmoratus ENSKMAG00000009047
oryzias_latipes_asm223471v1 ENSORLG00020005808
oryzias_latipes_asm223469v1 ENSORLG00015021057
oryzias_latipes_asm223467v1 ENSORLG00000013443
oryzias_melastigma ENSOMEG00000017587
labrus_bergylta ENSLBEG00000012971
periophthalmus_magnuspinnatus ENSPMGG00000001525
amphiprion_percula ENSAPEG00000024613
amphiprion_ocellaris ENSAOCG00000021486
acanthochromis_polyacanthus ENSAPOG00000020729
stegastes_partitus ENSSPAG00000021751
maylandia_zebra ENSMZEG00005010918
pundamilia_nyererei ENSPNYG00000012563
haplochromis_burtoni ENSHBUG00000010891
astatotilapia_calliptera ENSACLG00000021650
neolamprologus_brichardi ENSNBRG00000016136
oreochromis_niloticus ENSONIG00000010233
amphilophus_citrinellus ENSACIG00000004602
scophthalmus_maximus ENSSMAG00000012083
cynoglossus_semilaevis ENSCSEG00000017616
seriola_dumerili ENSSDUG00000004796
seriola_lalandi_dorsalis ENSSLDG00000023698
hippocampus_comes ENSHCOG00000003843
gasterosteus_aculeatus ENSGACG00000003502
mola_mola ENSMMOG00000008552
takifugu_rubripes ENSTRUG00000019929
mastacembelus_armatus ENSMAMG00000015856
monopterus_albus ENSMALG00000007081
anabas_testudineus ENSATEG00000013355
gadus_morhua ENSGMOG00000008710
esox_lucius ENSELUG00000010650
pygocentrus_nattereri ENSPNAG00000015717
astyanax_mexicanus ENSAMXG00000036342
ictalurus_punctatus ENSIPUG00000019682
danio_rerio ENSDARG00000068784
paramormyrops_kingsleyae ENSPKIG00000021254
scleropages_formosus ENSSFOG00015002981
lepisosteus_oculatus ENSLOCG00000008708
gopherus_agassizii ENSGAGG00000016077
chelonoidis_abingdonii ENSCABG00000019503
chrysemys_picta_bellii ENSCPBG00000025933
pelodiscus_sinensis ENSPSIG00000012608
crocodylus_porosus ENSCPRG00005008075
lonchura_striata_domestica ENSLSDG00000017556
taeniopygia_guttata ENSTGUG00000004242
junco_hyemalis ENSJHYG00000009874
cyanistes_caeruleus ENSCCEG00000019188
parus_major ENSPMJG00000015052
ficedula_albicollis ENSFALG00000013369
manacus_vitellinus ENSMVIG00005004381
lepidothrix_coronata ENSLCOG00000004978
melopsittacus_undulatus ENSMUNG00000011570
calidris_pugnax ENSCPUG00000014264
gallus_gallus ENSGALG00000030179
coturnix_japonica ENSCJPG00005007738
meleagris_gallopavo ENSMGAG00000004998
numida_meleagris ENSNMEG00000016683
anser_brachyrhynchus ENSABRG00000021875
apteryx_rowi ENSARWG00000008818
apteryx_owenii ENSAOWG00000010894
apteryx_haastii ENSAHAG00000004894
dromaius_novaehollandiae ENSDNVG00000015521
nothoprocta_perdicaria ENSNPEG00000014780
anolis_carolinensis ENSACAG00000016392
pogona_vitticeps ENSPVIG00000022348
notechis_scutatus ENSNSUG00000015132
salvator_merianae ENSSMRG00000011734
propithecus_coquereli ENSPCOG00000014299
otolemur_garnettii ENSOGAG00000011923
callithrix_jacchus ENSCJAG00000007203
cebus_capucinus_imitator ENSCCAG00000037741
pongo_abelii ENSPPYG00000025864
cavia_aperea ENSCAPG00000014118
cavia_porcellus ENSCPOG00000003100
chinchilla_lanigera ENSCLAG00000013972
dipodomys_ordii ENSDORG00000014479
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009572
cricetulus_griseus_crigri_1.0 ENSCGRG00000017335
mesocricetus_auratus ENSMAUG00000015706
microtus_ochrogaster ENSMOCG00000009232
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015356
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030772
rattus_norvegicus ENSRNOG00000000569
meriones_unguiculatus ENSMUGG00000015521
ursus_maritimus ENSUMAG00000008859
panthera_tigris_altaica ENSPTIG00000020338
bison_bison_bison ENSBBBG00000021057
pteropus_vampyrus ENSPVAG00000011961
myotis_lucifugus ENSMLUG00000010154
erinaceus_europaeus ENSEEUG00000012325
echinops_telfairi ENSETEG00000003651
loxodonta_africana ENSLAFG00000015194
notamacropus_eugenii ENSMEUG00000002739
ornithorhynchus_anatinus ENSOANG00000011744
xenopus_tropicalis ENSXETG00000024966
latimeria_chalumnae ENSLACG00000011036
