prolemur_simus ENSPSMG00000008427
propithecus_coquereli ENSPCOG00000013399
microcebus_murinus ENSMICG00000037992
otolemur_garnettii ENSOGAG00000034802
homo_sapiens ENSG00000173404
pongo_abelii ENSPPYG00000010750
theropithecus_gelada ENSTGEG00000019254
macaca_mulatta ENSMMUG00000039294
chlorocebus_sabaeus ENSCSAG00000018675
macaca_fascicularis ENSMFAG00000000035
macaca_nemestrina ENSMNEG00000029140
cercocebus_atys ENSCATG00000037816
piliocolobus_tephrosceles ENSPTEG00000035490
cebus_capucinus_imitator ENSCCAG00000023181
callithrix_jacchus ENSCJAG00000040556
aotus_nancymaae ENSANAG00000021754
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011430
mesocricetus_auratus ENSMAUG00000008643
peromyscus_maniculatus_bairdii ENSPEMG00000011704
microtus_ochrogaster ENSMOCG00000010418
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025314
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068154
mus_spicilegus ENSMSIG00000014314
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024396
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025840
nannospalax_galili ENSNGAG00000020652
jaculus_jaculus ENSJJAG00000020276
castor_canadensis ENSCCNG00000014394
dipodomys_ordii ENSDORG00000009864
urocitellus_parryii ENSUPAG00010004284
ictidomys_tridecemlineatus ENSSTOG00000022353
octodon_degus ENSODEG00000020028
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021265
meriones_unguiculatus ENSMUGG00000023336
sus_scrofa ENSSSCG00000007106
capra_hircus ENSCHIG00000002944
felis_catus ENSFCAG00000040680
panthera_pardus ENSPPRG00000021271
neovison_vison ENSNVIG00000007814
mustela_putorius_furo ENSMPUG00000001216
equus_caballus ENSECAG00000037552
equus_asinus_asinus ENSEASG00005002118
bison_bison_bison ENSBBBG00000022996
ovis_aries ENSOARG00000003093
ailuropoda_melanoleuca ENSAMEG00000000283
canis_lupus_familiaris ENSCAFG00000005264
oryctolagus_cuniculus ENSOCUG00000005750
loxodonta_africana ENSLAFG00000011594
dasypus_novemcinctus ENSDNOG00000033318
notamacropus_eugenii ENSMEUG00000003157
phascolarctos_cinereus ENSPCIG00000025810
monodelphis_domestica ENSMODG00000006031
ornithorhynchus_anatinus ENSOANG00000002501
numida_meleagris ENSNMEG00000013462
coturnix_japonica ENSCJPG00005015593
ficedula_albicollis ENSFALG00000004601
lonchura_striata_domestica ENSLSDG00000017964
taeniopygia_guttata ENSTGUG00000007627
parus_major ENSPMJG00000013534
junco_hyemalis ENSJHYG00000010481
calidris_pygmaea ENSCPGG00000004922
anser_brachyrhynchus ENSABRG00000006785
nothoprocta_perdicaria ENSNPEG00000009151
chelonoidis_abingdonii ENSCABG00000020513
gopherus_agassizii ENSGAGG00000004927
chrysemys_picta_bellii ENSCPBG00000023510
pogona_vitticeps ENSPVIG00000001507
anolis_carolinensis ENSACAG00000024600
sphenodon_punctatus ENSSPUG00000005332
paramormyrops_kingsleyae ENSPKIG00000021638
scleropages_formosus ENSSFOG00015008975
pygocentrus_nattereri ENSPNAG00000009868
astyanax_mexicanus ENSAMXG00000025905
ictalurus_punctatus ENSIPUG00000024411
danio_rerio ENSDARG00000053301
takifugu_rubripes ENSTRUG00000007119
tetraodon_nigroviridis ENSTNIG00000000943
mola_mola ENSMMOG00000002302
cynoglossus_semilaevis ENSCSEG00000000054
periophthalmus_magnuspinnatus ENSPMGG00000011212
poecilia_formosa ENSPFOG00000002227
poecilia_reticulata ENSPREG00000001222
xiphophorus_couchianus ENSXCOG00000013208
poecilia_latipinna ENSPLAG00000010272
poecilia_mexicana ENSPMEG00000012668
xiphophorus_maculatus ENSXMAG00000021798
cyprinodon_variegatus ENSCVAG00000008787
fundulus_heteroclitus ENSFHEG00000007831
kryptolebias_marmoratus ENSKMAG00000013434
oryzias_latipes_asm223467v1 ENSORLG00000025283
oryzias_latipes_asm223469v1 ENSORLG00015015255
oryzias_latipes_asm223471v1 ENSORLG00020018865
oryzias_melastigma ENSOMEG00000014646
mastacembelus_armatus ENSMAMG00000009906
monopterus_albus ENSMALG00000011185
gasterosteus_aculeatus ENSGACG00000007014
labrus_bergylta ENSLBEG00000013352
scophthalmus_maximus ENSSMAG00000008697
astatotilapia_calliptera ENSACLG00000019363
maylandia_zebra ENSMZEG00005006037
haplochromis_burtoni ENSHBUG00000020046
pundamilia_nyererei ENSPNYG00000006876
neolamprologus_brichardi ENSNBRG00000002438
oreochromis_niloticus ENSONIG00000021063
amphilophus_citrinellus ENSACIG00000022441
amphiprion_ocellaris ENSAOCG00000008100
amphiprion_percula ENSAPEG00000019446
acanthochromis_polyacanthus ENSAPOG00000001153
stegastes_partitus ENSSPAG00000009093
anabas_testudineus ENSATEG00000007309
seriola_lalandi_dorsalis ENSSLDG00000013215
seriola_dumerili ENSSDUG00000012455
hippocampus_comes ENSHCOG00000012551
gadus_morhua ENSGMOG00000018962
esox_lucius ENSELUG00000003048
scleropages_formosus ENSSFOG00015001057
paramormyrops_kingsleyae ENSPKIG00000017014
takifugu_rubripes ENSTRUG00000025179
tetraodon_nigroviridis ENSTNIG00000001062
labrus_bergylta ENSLBEG00000006358
amphiprion_ocellaris ENSAOCG00000021863
amphiprion_percula ENSAPEG00000014929
acanthochromis_polyacanthus ENSAPOG00000009758
stegastes_partitus ENSSPAG00000016089
astatotilapia_calliptera ENSACLG00000010686
maylandia_zebra ENSMZEG00005022355
haplochromis_burtoni ENSHBUG00000005119
neolamprologus_brichardi ENSNBRG00000007998
oreochromis_niloticus ENSONIG00000021258
amphilophus_citrinellus ENSACIG00000015169
oryzias_latipes_asm223471v1 ENSORLG00020001771
oryzias_latipes_asm223469v1 ENSORLG00015019621
oryzias_latipes_asm223467v1 ENSORLG00000023368
oryzias_melastigma ENSOMEG00000019839
