calidris_pugnax ENSCPUG00000018694
calidris_pygmaea ENSCPGG00000011002
melopsittacus_undulatus ENSMUNG00000012907
lonchura_striata_domestica ENSLSDG00000015042
serinus_canaria ENSSCAG00000001321
junco_hyemalis ENSJHYG00000015457
lepidothrix_coronata ENSLCOG00000008308
ficedula_albicollis ENSFALG00000014821
parus_major ENSPMJG00000002680
meleagris_gallopavo ENSMGAG00000015761
gallus_gallus ENSGALG00000026367
coturnix_japonica ENSCJPG00005018716
numida_meleagris ENSNMEG00000016092
gopherus_agassizii ENSGAGG00000015722
salvator_merianae ENSSMRG00000007960
pogona_vitticeps ENSPVIG00000018032
dipodomys_ordii ENSDORG00000004250
castor_canadensis ENSCCNG00000029648
chinchilla_lanigera ENSCLAG00000009147
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021102
mus_spicilegus ENSMSIG00000013860
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027671
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078235
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026691
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029022
rattus_norvegicus ENSRNOG00000043113
meriones_unguiculatus ENSMUGG00000024215
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006594
cricetulus_griseus_crigri-picr ENSCGRG00015024378
peromyscus_maniculatus_bairdii ENSPEMG00000007252
jaculus_jaculus ENSJJAG00000019137
urocitellus_parryii ENSUPAG00010016254
ictidomys_tridecemlineatus ENSSTOG00000023121
marmota_marmota_marmota ENSMMMG00000019715
oryctolagus_cuniculus ENSOCUG00000022736
microcebus_murinus ENSMICG00000035324
prolemur_simus ENSPSMG00000003369
propithecus_coquereli ENSPCOG00000025739
otolemur_garnettii ENSOGAG00000029671
cercocebus_atys ENSCATG00000006205
chlorocebus_sabaeus ENSCSAG00000000641
papio_anubis ENSPANG00000006289
theropithecus_gelada ENSTGEG00000000321
rhinopithecus_bieti ENSRBIG00000004754
rhinopithecus_roxellana ENSRROG00000022000
piliocolobus_tephrosceles ENSPTEG00000005163
pan_troglodytes ENSPTRG00000043086
gorilla_gorilla ENSGGOG00000021982
homo_sapiens ENSG00000183114
pongo_abelii ENSPPYG00000001772
cebus_capucinus_imitator ENSCCAG00000018550
saimiri_boliviensis_boliviensis ENSSBOG00000030752
callithrix_jacchus ENSCJAG00000006519
ovis_aries ENSOARG00000018642
capra_hircus ENSCHIG00000004725
bos_taurus ENSBTAG00000046988
sus_scrofa ENSSSCG00000030706
equus_caballus ENSECAG00000037206
felis_catus ENSFCAG00000040562
panthera_pardus ENSPPRG00000014669
canis_lupus_dingo ENSCAFG00020008509
dasypus_novemcinctus ENSDNOG00000031017
loxodonta_africana ENSLAFG00000005812
phascolarctos_cinereus ENSPCIG00000010003
notamacropus_eugenii ENSMEUG00000010238
monodelphis_domestica ENSMODG00000015956
ornithorhynchus_anatinus ENSOANG00000000596
notechis_scutatus ENSNSUG00000018663
xenopus_tropicalis ENSXETG00000006836
latimeria_chalumnae ENSLACG00000018434
scleropages_formosus ENSSFOG00015020495
paramormyrops_kingsleyae ENSPKIG00000008376
maylandia_zebra ENSMZEG00005023340
haplochromis_burtoni ENSHBUG00000006722
astatotilapia_calliptera ENSACLG00000019029
pundamilia_nyererei ENSPNYG00000021058
neolamprologus_brichardi ENSNBRG00000002864
oreochromis_niloticus ENSONIG00000016610
amphilophus_citrinellus ENSACIG00000016593
xiphophorus_maculatus ENSXMAG00000019790
gambusia_affinis ENSGAFG00000019955
cyprinodon_variegatus ENSCVAG00000007778
poecilia_latipinna ENSPLAG00000018969
poecilia_mexicana ENSPMEG00000022874
kryptolebias_marmoratus ENSKMAG00000003828
scophthalmus_maximus ENSSMAG00000019995
cynoglossus_semilaevis ENSCSEG00000017282
anabas_testudineus ENSATEG00000024333
labrus_bergylta ENSLBEG00000018975
takifugu_rubripes ENSTRUG00000020184
periophthalmus_magnuspinnatus ENSPMGG00000019397
hippocampus_comes ENSHCOG00000007837
poecilia_reticulata ENSPREG00000021591
poecilia_formosa ENSPFOG00000007634
xiphophorus_couchianus ENSXCOG00000015804
fundulus_heteroclitus ENSFHEG00000007566
oryzias_latipes_asm223469v1 ENSORLG00015003183
oryzias_latipes_asm223471v1 ENSORLG00020008396
oryzias_latipes_asm223467v1 ENSORLG00000015977
oryzias_melastigma ENSOMEG00000018278
gasterosteus_aculeatus ENSGACG00000011306
tetraodon_nigroviridis ENSTNIG00000012420
amphiprion_ocellaris ENSAOCG00000020851
amphiprion_percula ENSAPEG00000024690
acanthochromis_polyacanthus ENSAPOG00000022424
stegastes_partitus ENSSPAG00000018483
mola_mola ENSMMOG00000015064
seriola_dumerili ENSSDUG00000003821
seriola_lalandi_dorsalis ENSSLDG00000017017
mastacembelus_armatus ENSMAMG00000004325
monopterus_albus ENSMALG00000002049
gadus_morhua ENSGMOG00000006813
esox_lucius ENSELUG00000004688
pygocentrus_nattereri ENSPNAG00000022389
astyanax_mexicanus ENSAMXG00000024828
ictalurus_punctatus ENSIPUG00000022841
danio_rerio ENSDARG00000070222
lepisosteus_oculatus ENSLOCG00000018080
