cyanistes_caeruleus ENSCCEG00000005661
parus_major ENSPMJG00000009801
taeniopygia_guttata ENSTGUG00000012951
lonchura_striata_domestica ENSLSDG00000012794
serinus_canaria ENSSCAG00000011763
junco_hyemalis ENSJHYG00000011758
zonotrichia_albicollis ENSZALG00000010060
ficedula_albicollis ENSFALG00000002004
manacus_vitellinus ENSMVIG00005003720
melopsittacus_undulatus ENSMUNG00000014104
calidris_pygmaea ENSCPGG00000008536
calidris_pugnax ENSCPUG00000009350
anas_platyrhynchos_platyrhynchos ENSAPLG00000030960
gallus_gallus ENSGALG00000016364
coturnix_japonica ENSCJPG00005008184
meleagris_gallopavo ENSMGAG00000013966
lepidothrix_coronata ENSLCOG00000015368
dromaius_novaehollandiae ENSDNVG00000000904
crocodylus_porosus ENSCPRG00005008977
chrysemys_picta_bellii ENSCPBG00000021795
gopherus_agassizii ENSGAGG00000017983
pelodiscus_sinensis ENSPSIG00000002370
pogona_vitticeps ENSPVIG00000007844
anolis_carolinensis ENSACAG00000005420
salvator_merianae ENSSMRG00000007372
phascolarctos_cinereus ENSPCIG00000028034
notamacropus_eugenii ENSMEUG00000002734
sarcophilus_harrisii ENSSHAG00000004800
monodelphis_domestica ENSMODG00000014263
procavia_capensis ENSPCAG00000012119
echinops_telfairi ENSETEG00000015184
choloepus_hoffmanni ENSCHOG00000011961
dasypus_novemcinctus ENSDNOG00000044907
ictidomys_tridecemlineatus ENSSTOG00000021139
urocitellus_parryii ENSUPAG00010012968
marmota_marmota_marmota ENSMMMG00000022996
octodon_degus ENSODEG00000000931
chinchilla_lanigera ENSCLAG00000001643
cavia_porcellus ENSCPOG00000001501
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001190
nannospalax_galili ENSNGAG00000020786
nannospalax_galili ENSNGAG00000022731
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018511
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017669
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054204
mus_spicilegus ENSMSIG00000003291
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029427
rattus_norvegicus ENSRNOG00000005154
meriones_unguiculatus ENSMUGG00000018691
meriones_unguiculatus ENSMUGG00000018616
cricetulus_griseus_crigri-picr ENSCGRG00015007426
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011661
cricetulus_griseus_crigri_1.0 ENSCGRG00000012361
mesocricetus_auratus ENSMAUG00000016353
peromyscus_maniculatus_bairdii ENSPEMG00000024285
microtus_ochrogaster ENSMOCG00000011276
jaculus_jaculus ENSJJAG00000015616
castor_canadensis ENSCCNG00000014133
oryctolagus_cuniculus ENSOCUG00000029630
macaca_fascicularis ENSMFAG00000001789
macaca_nemestrina ENSMNEG00000000449
chlorocebus_sabaeus ENSCSAG00000006838
papio_anubis ENSPANG00000015099
theropithecus_gelada ENSTGEG00000011146
cercocebus_atys ENSCATG00000041453
piliocolobus_tephrosceles ENSPTEG00000027995
gorilla_gorilla ENSGGOG00000014328
homo_sapiens ENSG00000189292
pan_troglodytes ENSPTRG00000011606
pongo_abelii ENSPPYG00000012693
nomascus_leucogenys ENSNLEG00000008389
cebus_capucinus_imitator ENSCCAG00000027545
callithrix_jacchus ENSCJAG00000011653
carlito_syrichta ENSTSYG00000030374
otolemur_garnettii ENSOGAG00000000303
prolemur_simus ENSPSMG00000003212
tursiops_truncatus ENSTTRG00000010784
sus_scrofa ENSSSCG00000039057
capra_hircus ENSCHIG00000020263
ursus_maritimus ENSUMAG00000004460
ailuropoda_melanoleuca ENSAMEG00000009559
mustela_putorius_furo ENSMPUG00000012790
neovison_vison ENSNVIG00000017381
equus_asinus_asinus ENSEASG00005022004
equus_caballus ENSECAG00000029965
bos_taurus ENSBTAG00000048774
ursus_americanus ENSUAMG00000022656
pteropus_vampyrus ENSPVAG00000013389
myotis_lucifugus ENSMLUG00000017708
ornithorhynchus_anatinus ENSOANG00000010507
xenopus_tropicalis ENSXETG00000031686
oreochromis_niloticus ENSONIG00000013462
labrus_bergylta ENSLBEG00000020730
esox_lucius ENSELUG00000000544
ictalurus_punctatus ENSIPUG00000012004
danio_rerio ENSDARG00000091073
paramormyrops_kingsleyae ENSPKIG00000006569
scleropages_formosus ENSSFOG00015016768
paramormyrops_kingsleyae ENSPKIG00000005879
astyanax_mexicanus ENSAMXG00000034620
astyanax_mexicanus ENSAMXG00000013222
pygocentrus_nattereri ENSPNAG00000018025
ictalurus_punctatus ENSIPUG00000021314
danio_rerio ENSDARG00000042815
lepisosteus_oculatus ENSLOCG00000017232
