latimeria_chalumnae ENSLACG00000008663
xenopus_tropicalis ENSXETG00000002888
xiphophorus_couchianus ENSXCOG00000013151
oryzias_melastigma ENSOMEG00000019709
labrus_bergylta ENSLBEG00000025585
hippocampus_comes ENSHCOG00000004932
periophthalmus_magnuspinnatus ENSPMGG00000020581
scophthalmus_maximus ENSSMAG00000004503
monopterus_albus ENSMALG00000017833
mastacembelus_armatus ENSMAMG00000019715
anabas_testudineus ENSATEG00000002626
seriola_lalandi_dorsalis ENSSLDG00000008112
seriola_dumerili ENSSDUG00000014520
amphiprion_ocellaris ENSAOCG00000001136
amphiprion_percula ENSAPEG00000021060
acanthochromis_polyacanthus ENSAPOG00000012970
stegastes_partitus ENSSPAG00000010429
mola_mola ENSMMOG00000009770
cyprinodon_variegatus ENSCVAG00000007501
fundulus_heteroclitus ENSFHEG00000012497
poecilia_mexicana ENSPMEG00000020479
poecilia_formosa ENSPFOG00000011126
poecilia_latipinna ENSPLAG00000013092
xiphophorus_maculatus ENSXMAG00000004169
gambusia_affinis ENSGAFG00000018683
poecilia_reticulata ENSPREG00000006712
kryptolebias_marmoratus ENSKMAG00000004401
oryzias_latipes_asm223471v1 ENSORLG00020021680
oryzias_latipes_asm223467v1 ENSORLG00000000394
oryzias_latipes_asm223469v1 ENSORLG00015010686
cynoglossus_semilaevis ENSCSEG00000015699
takifugu_rubripes ENSTRUG00000002370
tetraodon_nigroviridis ENSTNIG00000011178
maylandia_zebra ENSMZEG00005024864
haplochromis_burtoni ENSHBUG00000017144
astatotilapia_calliptera ENSACLG00000011374
pundamilia_nyererei ENSPNYG00000009203
oreochromis_niloticus ENSONIG00000001100
neolamprologus_brichardi ENSNBRG00000005030
amphilophus_citrinellus ENSACIG00000021245
gasterosteus_aculeatus ENSGACG00000004934
cynoglossus_semilaevis ENSCSEG00000017151
gadus_morhua ENSGMOG00000003422
esox_lucius ENSELUG00000011402
astyanax_mexicanus ENSAMXG00000009128
pygocentrus_nattereri ENSPNAG00000010925
ictalurus_punctatus ENSIPUG00000007308
danio_rerio ENSDARG00000042724
scleropages_formosus ENSSFOG00015005973
paramormyrops_kingsleyae ENSPKIG00000006261
lepisosteus_oculatus ENSLOCG00000000237
pan_troglodytes ENSPTRG00000010971
pan_paniscus ENSPPAG00000040180
homo_sapiens ENSG00000196235
gorilla_gorilla ENSGGOG00000014425
pongo_abelii ENSPPYG00000009968
nomascus_leucogenys ENSNLEG00000014365
colobus_angolensis_palliatus ENSCANG00000043752
piliocolobus_tephrosceles ENSPTEG00000037607
rhinopithecus_roxellana ENSRROG00000019625
rhinopithecus_bieti ENSRBIG00000039828
macaca_fascicularis ENSMFAG00000038707
macaca_mulatta ENSMMUG00000019372
macaca_nemestrina ENSMNEG00000041553
cercocebus_atys ENSCATG00000035589
mandrillus_leucophaeus ENSMLEG00000036432
theropithecus_gelada ENSTGEG00000001752
papio_anubis ENSPANG00000007383
chlorocebus_sabaeus ENSCSAG00000003826
cebus_capucinus_imitator ENSCCAG00000034052
saimiri_boliviensis_boliviensis ENSSBOG00000022657
callithrix_jacchus ENSCJAG00000014182
aotus_nancymaae ENSANAG00000033469
carlito_syrichta ENSTSYG00000010636
propithecus_coquereli ENSPCOG00000021231
microcebus_murinus ENSMICG00000006115
prolemur_simus ENSPSMG00000023145
otolemur_garnettii ENSOGAG00000033979
chinchilla_lanigera ENSCLAG00000013796
octodon_degus ENSODEG00000016445
cavia_porcellus ENSCPOG00000011367
cavia_aperea ENSCAPG00000008285
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018339
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017126
fukomys_damarensis ENSFDAG00000015803
ictidomys_tridecemlineatus ENSSTOG00000026638
urocitellus_parryii ENSUPAG00010022579
marmota_marmota_marmota ENSMMMG00000020813
spermophilus_dauricus ENSSDAG00000000140
castor_canadensis ENSCCNG00000010697
dipodomys_ordii ENSDORG00000016582
mus_spicilegus ENSMSIG00000001085
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000003435
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030539
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029441
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012677
rattus_norvegicus ENSRNOG00000032034
meriones_unguiculatus ENSMUGG00000024924
peromyscus_maniculatus_bairdii ENSPEMG00000015730
microtus_ochrogaster ENSMOCG00000012211
cricetulus_griseus_crigri-picr ENSCGRG00015025742
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012522
cricetulus_griseus_crigri_1.0 ENSCGRG00000006779
mesocricetus_auratus ENSMAUG00000009006
nannospalax_galili ENSNGAG00000022458
jaculus_jaculus ENSJJAG00000022374
tupaia_belangeri ENSTBEG00000017617
myotis_lucifugus ENSMLUG00000013886
myotis_lucifugus ENSMLUG00000008079
pteropus_vampyrus ENSPVAG00000011129
ursus_americanus ENSUAMG00000020014
ursus_maritimus ENSUMAG00000019558
ailuropoda_melanoleuca ENSAMEG00000008382
neovison_vison ENSNVIG00000010644
mustela_putorius_furo ENSMPUG00000017721
canis_lupus_familiaris ENSCAFG00000005469
canis_lupus_dingo ENSCAFG00020015732
vulpes_vulpes ENSVVUG00000006193
panthera_tigris_altaica ENSPTIG00000011633
panthera_pardus ENSPPRG00000009686
felis_catus ENSFCAG00000010744
tursiops_truncatus ENSTTRG00000003573
sus_scrofa ENSSSCG00000023556
bos_mutus ENSBMUG00000015326
bos_taurus ENSBTAG00000010467
bison_bison_bison ENSBBBG00000018679
capra_hircus ENSCHIG00000023821
ovis_aries ENSOARG00000006174
equus_caballus ENSECAG00000013309
equus_asinus_asinus ENSEASG00005011861
procavia_capensis ENSPCAG00000010830
loxodonta_africana ENSLAFG00000027736
dasypus_novemcinctus ENSDNOG00000033920
erinaceus_europaeus ENSEEUG00000012879
echinops_telfairi ENSETEG00000009497
oryctolagus_cuniculus ENSOCUG00000002155
ochotona_princeps ENSOPRG00000016844
phascolarctos_cinereus ENSPCIG00000010477
notamacropus_eugenii ENSMEUG00000016423
monodelphis_domestica ENSMODG00000013570
sarcophilus_harrisii ENSSHAG00000009504
ornithorhynchus_anatinus ENSOANG00000008175
sorex_araneus ENSSARG00000000997
notechis_scutatus ENSNSUG00000006325
lepisosteus_oculatus ENSLOCG00000014703
chelonoidis_abingdonii ENSCABG00000008012
gopherus_agassizii ENSGAGG00000019112
chrysemys_picta_bellii ENSCPBG00000018792
pelodiscus_sinensis ENSPSIG00000014117
sphenodon_punctatus ENSSPUG00000011434
pogona_vitticeps ENSPVIG00000020593
salvator_merianae ENSSMRG00000015386
anolis_carolinensis ENSACAG00000000375
anas_platyrhynchos_platyrhynchos ENSAPLG00000005365
anser_brachyrhynchus ENSABRG00000010385
meleagris_gallopavo ENSMGAG00000012449
coturnix_japonica ENSCJPG00005005061
numida_meleagris ENSNMEG00000005176
calidris_pugnax ENSCPUG00000006997
calidris_pygmaea ENSCPGG00000008075
lepidothrix_coronata ENSLCOG00000013748
cyanistes_caeruleus ENSCCEG00000018707
apteryx_rowi ENSARWG00000009386
apteryx_owenii ENSAOWG00000004110
lonchura_striata_domestica ENSLSDG00000004493
nothoprocta_perdicaria ENSNPEG00000014829
