latimeria_chalumnae ENSLACG00000002962
xenopus_tropicalis ENSXETG00000010527
pygocentrus_nattereri ENSPNAG00000018149
astyanax_mexicanus ENSAMXG00000016910
ictalurus_punctatus ENSIPUG00000022543
danio_rerio ENSDARG00000102261
gambusia_affinis ENSGAFG00000014585
xiphophorus_maculatus ENSXMAG00000005275
poecilia_formosa ENSPFOG00000018941
poecilia_mexicana ENSPMEG00000013630
poecilia_latipinna ENSPLAG00000016922
poecilia_reticulata ENSPREG00000017932
fundulus_heteroclitus ENSFHEG00000019342
cyprinodon_variegatus ENSCVAG00000008939
kryptolebias_marmoratus ENSKMAG00000002713
oryzias_latipes_asm223467v1 ENSORLG00000013075
oryzias_latipes_asm223471v1 ENSORLG00020020134
oryzias_latipes_asm223469v1 ENSORLG00015018900
oryzias_melastigma ENSOMEG00000022351
cynoglossus_semilaevis ENSCSEG00000003014
cynoglossus_semilaevis ENSCSEG00000003009
gasterosteus_aculeatus ENSGACG00000002290
seriola_dumerili ENSSDUG00000012484
seriola_lalandi_dorsalis ENSSLDG00000002261
scophthalmus_maximus ENSSMAG00000002727
mastacembelus_armatus ENSMAMG00000020047
monopterus_albus ENSMALG00000019112
anabas_testudineus ENSATEG00000023975
takifugu_rubripes ENSTRUG00000024926
takifugu_rubripes ENSTRUG00000004211
tetraodon_nigroviridis ENSTNIG00000000763
tetraodon_nigroviridis ENSTNIG00000011526
mola_mola ENSMMOG00000020696
amphiprion_ocellaris ENSAOCG00000009992
amphiprion_percula ENSAPEG00000017287
acanthochromis_polyacanthus ENSAPOG00000003483
stegastes_partitus ENSSPAG00000003150
maylandia_zebra ENSMZEG00005003956
astatotilapia_calliptera ENSACLG00000024132
pundamilia_nyererei ENSPNYG00000008306
haplochromis_burtoni ENSHBUG00000006740
oreochromis_niloticus ENSONIG00000019539
neolamprologus_brichardi ENSNBRG00000012397
amphilophus_citrinellus ENSACIG00000000594
labrus_bergylta ENSLBEG00000027901
hippocampus_comes ENSHCOG00000012924
periophthalmus_magnuspinnatus ENSPMGG00000012975
gadus_morhua ENSGMOG00000019274
esox_lucius ENSELUG00000015903
paramormyrops_kingsleyae ENSPKIG00000001483
lepisosteus_oculatus ENSLOCG00000004034
phascolarctos_cinereus ENSPCIG00000031682
notamacropus_eugenii ENSMEUG00000006435
monodelphis_domestica ENSMODG00000021079
sarcophilus_harrisii ENSSHAG00000008016
phascolarctos_cinereus ENSPCIG00000016620
sarcophilus_harrisii ENSSHAG00000008497
monodelphis_domestica ENSMODG00000029329
loxodonta_africana ENSLAFG00000014466
procavia_capensis ENSPCAG00000006404
echinops_telfairi ENSETEG00000003862
pan_troglodytes ENSPTRG00000013944
pan_paniscus ENSPPAG00000032996
gorilla_gorilla ENSGGOG00000012051
homo_sapiens ENSG00000160188
pongo_abelii ENSPPYG00000011454
nomascus_leucogenys ENSNLEG00000014607
piliocolobus_tephrosceles ENSPTEG00000037778
colobus_angolensis_palliatus ENSCANG00000033690
rhinopithecus_bieti ENSRBIG00000033428
