poecilia_mexicana ENSPMEG00000017326
poecilia_formosa ENSPFOG00000002952
poecilia_latipinna ENSPLAG00000006009
poecilia_reticulata ENSPREG00000011470
xiphophorus_couchianus ENSXCOG00000015764
xiphophorus_maculatus ENSXMAG00000027446
gambusia_affinis ENSGAFG00000005077
fundulus_heteroclitus ENSFHEG00000012813
pundamilia_nyererei ENSPNYG00000024267
mola_mola ENSMMOG00000012802
takifugu_rubripes ENSTRUG00000021004
periophthalmus_magnuspinnatus ENSPMGG00000008543
seriola_lalandi_dorsalis ENSSLDG00000008415
gadus_morhua ENSGMOG00000007650
scleropages_formosus ENSSFOG00015017557
manacus_vitellinus ENSMVIG00005000776
lepidothrix_coronata ENSLCOG00000010794
numida_meleagris ENSNMEG00000010125
chelonoidis_abingdonii ENSCABG00000000066
sorex_araneus ENSSARG00000010848
