anabas_testudineus ENSATEG00000005370
tetraodon_nigroviridis ENSTNIG00000007908
takifugu_rubripes ENSTRUG00000025720
mastacembelus_armatus ENSMAMG00000017310
hippocampus_comes ENSHCOG00000019336
hippocampus_comes ENSHCOG00000014863
oryzias_latipes_asm223469v1 ENSORLG00015003790
oryzias_latipes_asm223471v1 ENSORLG00020009191
oryzias_latipes_asm223467v1 ENSORLG00000011424
oryzias_melastigma ENSOMEG00000011326
oryzias_melastigma ENSOMEG00000017285
xiphophorus_maculatus ENSXMAG00000000694
gambusia_affinis ENSGAFG00000015244
poecilia_formosa ENSPFOG00000014627
poecilia_mexicana ENSPMEG00000001780
poecilia_latipinna ENSPLAG00000021221
poecilia_reticulata ENSPREG00000021292
fundulus_heteroclitus ENSFHEG00000018689
kryptolebias_marmoratus ENSKMAG00000008720
gasterosteus_aculeatus ENSGACG00000012447
monopterus_albus ENSMALG00000005858
seriola_dumerili ENSSDUG00000003670
seriola_lalandi_dorsalis ENSSLDG00000004168
mola_mola ENSMMOG00000013547
labrus_bergylta ENSLBEG00000004336
pundamilia_nyererei ENSPNYG00000016905
astatotilapia_calliptera ENSACLG00000017834
maylandia_zebra ENSMZEG00005011181
haplochromis_burtoni ENSHBUG00000011742
neolamprologus_brichardi ENSNBRG00000015867
amphilophus_citrinellus ENSACIG00000010119
amphiprion_percula ENSAPEG00000021914
amphiprion_ocellaris ENSAOCG00000010218
acanthochromis_polyacanthus ENSAPOG00000010052
stegastes_partitus ENSSPAG00000003377
periophthalmus_magnuspinnatus ENSPMGG00000020597
cynoglossus_semilaevis ENSCSEG00000008825
gadus_morhua ENSGMOG00000004078
esox_lucius ENSELUG00000012669
astyanax_mexicanus ENSAMXG00000031473
pygocentrus_nattereri ENSPNAG00000007605
ictalurus_punctatus ENSIPUG00000010822
scleropages_formosus ENSSFOG00015008447
paramormyrops_kingsleyae ENSPKIG00000010383
lepisosteus_oculatus ENSLOCG00000009855
anolis_carolinensis ENSACAG00000001777
pogona_vitticeps ENSPVIG00000021970
notechis_scutatus ENSNSUG00000013082
salvator_merianae ENSSMRG00000020015
salvator_merianae ENSSMRG00000020756
sphenodon_punctatus ENSSPUG00000003387
gopherus_agassizii ENSGAGG00000013654
chelonoidis_abingdonii ENSCABG00000007076
gopherus_agassizii ENSGAGG00000020285
chelonoidis_abingdonii ENSCABG00000012188
chrysemys_picta_bellii ENSCPBG00000011726
pelodiscus_sinensis ENSPSIG00000004805
crocodylus_porosus ENSCPRG00005008367
phascolarctos_cinereus ENSPCIG00000019113
