ursus_maritimus ENSUMAG00000004222
ailuropoda_melanoleuca ENSAMEG00000004963
neovison_vison ENSNVIG00000013035
mustela_putorius_furo ENSMPUG00000006457
canis_lupus_familiaris ENSCAFG00000029153
vulpes_vulpes ENSVVUG00000027934
felis_catus ENSFCAG00000033639
bos_taurus ENSBTAG00000054572
capra_hircus ENSCHIG00000017121
bison_bison_bison ENSBBBG00000007741
bos_mutus ENSBMUG00000015374
ovis_aries ENSOARG00000003426
tursiops_truncatus ENSTTRG00000011304
ursus_americanus ENSUAMG00000009542
ursus_americanus ENSUAMG00000009540
sus_scrofa ENSSSCG00000003326
equus_caballus ENSECAG00000016802
equus_asinus_asinus ENSEASG00005020439
pteropus_vampyrus ENSPVAG00000011956
myotis_lucifugus ENSMLUG00000007929
sorex_araneus ENSSARG00000013267
erinaceus_europaeus ENSEEUG00000007990
pan_paniscus ENSPPAG00000023992
pan_troglodytes ENSPTRG00000023511
homo_sapiens ENSG00000198300
gorilla_gorilla ENSGGOG00000005093
pongo_abelii ENSPPYG00000010455
nomascus_leucogenys ENSNLEG00000027048
rhinopithecus_bieti ENSRBIG00000030167
rhinopithecus_roxellana ENSRROG00000043520
colobus_angolensis_palliatus ENSCANG00000029185
macaca_fascicularis ENSMFAG00000001977
macaca_mulatta ENSMMUG00000017852
macaca_nemestrina ENSMNEG00000036930
cercocebus_atys ENSCATG00000029691
mandrillus_leucophaeus ENSMLEG00000036552
papio_anubis ENSPANG00000014916
chlorocebus_sabaeus ENSCSAG00000001662
cebus_capucinus_imitator ENSCCAG00000020951
saimiri_boliviensis_boliviensis ENSSBOG00000022382
callithrix_jacchus ENSCJAG00000010044
aotus_nancymaae ENSANAG00000014758
carlito_syrichta ENSTSYG00000010518
microcebus_murinus ENSMICG00000027819
propithecus_coquereli ENSPCOG00000017786
prolemur_simus ENSPSMG00000017412
otolemur_garnettii ENSOGAG00000010865
ictidomys_tridecemlineatus ENSSTOG00000028583
urocitellus_parryii ENSUPAG00010004435
spermophilus_dauricus ENSSDAG00000018622
marmota_marmota_marmota ENSMMMG00000000335
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008324
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016260
fukomys_damarensis ENSFDAG00000013265
castor_canadensis ENSCCNG00000005974
dipodomys_ordii ENSDORG00000026369
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030233
mus_spicilegus ENSMSIG00000000852
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002265
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029172
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021041
rattus_norvegicus ENSRNOG00000014791
meriones_unguiculatus ENSMUGG00000000287
meriones_unguiculatus ENSMUGG00000000325
cricetulus_griseus_crigri-picr ENSCGRG00015005508
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001348
cricetulus_griseus_crigri_1.0 ENSCGRG00000001060
mesocricetus_auratus ENSMAUG00000011300
peromyscus_maniculatus_bairdii ENSPEMG00000012375
microtus_ochrogaster ENSMOCG00000014996
nannospalax_galili ENSNGAG00000015553
jaculus_jaculus ENSJJAG00000014827
nannospalax_galili ENSNGAG00000015484
oryctolagus_cuniculus ENSOCUG00000012339
ochotona_princeps ENSOPRG00000001284
tupaia_belangeri ENSTBEG00000016580
loxodonta_africana ENSLAFG00000015180
echinops_telfairi ENSETEG00000007029
dasypus_novemcinctus ENSDNOG00000012461
