erinaceus_europaeus ENSEEUG00000014937
sorex_araneus ENSSARG00000009570
octodon_degus ENSODEG00000017838
chinchilla_lanigera ENSCLAG00000016445
cavia_porcellus ENSCPOG00000002974
cavia_aperea ENSCAPG00000017651
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014993
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010485
fukomys_damarensis ENSFDAG00000017201
ochotona_princeps ENSOPRG00000000583
mus_spicilegus ENSMSIG00000003302
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023466
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024910
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022552
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014049
rattus_norvegicus ENSRNOG00000027096
meriones_unguiculatus ENSMUGG00000001548
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014539
cricetulus_griseus_crigri_1.0 ENSCGRG00000012641
cricetulus_griseus_crigri-picr ENSCGRG00015015986
mesocricetus_auratus ENSMAUG00000016334
microtus_ochrogaster ENSMOCG00000011527
peromyscus_maniculatus_bairdii ENSPEMG00000016317
nannospalax_galili ENSNGAG00000021443
jaculus_jaculus ENSJJAG00000001298
marmota_marmota_marmota ENSMMMG00000021290
spermophilus_dauricus ENSSDAG00000013201
ictidomys_tridecemlineatus ENSSTOG00000003261
urocitellus_parryii ENSUPAG00010009250
castor_canadensis ENSCCNG00000024616
dipodomys_ordii ENSDORG00000009948
pan_paniscus ENSPPAG00000032774
pan_troglodytes ENSPTRG00000003898
gorilla_gorilla ENSGGOG00000010850
homo_sapiens ENSG00000172543
pongo_abelii ENSPPYG00000003044
nomascus_leucogenys ENSNLEG00000005919
rhinopithecus_bieti ENSRBIG00000044652
rhinopithecus_roxellana ENSRROG00000032493
colobus_angolensis_palliatus ENSCANG00000040052
macaca_fascicularis ENSMFAG00000002290
macaca_nemestrina ENSMNEG00000031050
macaca_mulatta ENSMMUG00000008649
theropithecus_gelada ENSTGEG00000007629
papio_anubis ENSPANG00000013728
mandrillus_leucophaeus ENSMLEG00000040387
cercocebus_atys ENSCATG00000037772
chlorocebus_sabaeus ENSCSAG00000008041
saimiri_boliviensis_boliviensis ENSSBOG00000018563
callithrix_jacchus ENSCJAG00000001836
cebus_capucinus_imitator ENSCCAG00000035765
aotus_nancymaae ENSANAG00000037531
carlito_syrichta ENSTSYG00000000087
microcebus_murinus ENSMICG00000029293
propithecus_coquereli ENSPCOG00000015846
prolemur_simus ENSPSMG00000022712
otolemur_garnettii ENSOGAG00000016512
capra_hircus ENSCHIG00000005568
ovis_aries ENSOARG00000018487
bos_mutus ENSBMUG00000000910
bos_taurus ENSBTAG00000020773
bison_bison_bison ENSBBBG00000024692
tursiops_truncatus ENSTTRG00000016934
sus_scrofa ENSSSCG00000012970
vicugna_pacos ENSVPAG00000010091
pteropus_vampyrus ENSPVAG00000016961
myotis_lucifugus ENSMLUG00000010983
ursus_americanus ENSUAMG00000020786
ursus_maritimus ENSUMAG00000010844
ailuropoda_melanoleuca ENSAMEG00000017301
neovison_vison ENSNVIG00000015372
mustela_putorius_furo ENSMPUG00000011435
canis_lupus_dingo ENSCAFG00020015299
canis_lupus_familiaris ENSCAFG00000013168
panthera_pardus ENSPPRG00000024015
felis_catus ENSFCAG00000005572
equus_asinus_asinus ENSEASG00005004414
equus_caballus ENSECAG00000021710
loxodonta_africana ENSLAFG00000001761
procavia_capensis ENSPCAG00000010847
echinops_telfairi ENSETEG00000000339
tupaia_belangeri ENSTBEG00000007561
dasypus_novemcinctus ENSDNOG00000032974
sarcophilus_harrisii ENSSHAG00000001425
monodelphis_domestica ENSMODG00000009132
notamacropus_eugenii ENSMEUG00000002271
phascolarctos_cinereus ENSPCIG00000008235
ornithorhynchus_anatinus ENSOANG00000005527
ornithorhynchus_anatinus ENSOANG00000004729
ornithorhynchus_anatinus ENSOANG00000003404
ornithorhynchus_anatinus ENSOANG00000022465
chrysemys_picta_bellii ENSCPBG00000023370
chrysemys_picta_bellii ENSCPBG00000023374
gopherus_agassizii ENSGAGG00000006788
chelonoidis_abingdonii ENSCABG00000017547
pelodiscus_sinensis ENSPSIG00000005785
salvator_merianae ENSSMRG00000020372
pogona_vitticeps ENSPVIG00000010490
