astyanax_mexicanus ENSAMXG00000034334
pygocentrus_nattereri ENSPNAG00000024892
ictalurus_punctatus ENSIPUG00000003518
danio_rerio ENSDARG00000055938
esox_lucius ENSELUG00000005117
scleropages_formosus ENSSFOG00015006187
paramormyrops_kingsleyae ENSPKIG00000018636
scleropages_formosus ENSSFOG00015022284
paramormyrops_kingsleyae ENSPKIG00000008121
poecilia_formosa ENSPFOG00000001803
poecilia_latipinna ENSPLAG00000016627
poecilia_mexicana ENSPMEG00000010479
poecilia_reticulata ENSPREG00000013816
xiphophorus_maculatus ENSXMAG00000009071
xiphophorus_couchianus ENSXCOG00000003847
gambusia_affinis ENSGAFG00000005795
cyprinodon_variegatus ENSCVAG00000009338
oryzias_latipes_asm223467v1 ENSORLG00000003423
oryzias_latipes_asm223471v1 ENSORLG00020015736
oryzias_latipes_asm223469v1 ENSORLG00015021060
oryzias_melastigma ENSOMEG00000017924
takifugu_rubripes ENSTRUG00000006403
tetraodon_nigroviridis ENSTNIG00000013390
astatotilapia_calliptera ENSACLG00000008180
maylandia_zebra ENSMZEG00005018308
haplochromis_burtoni ENSHBUG00000012477
pundamilia_nyererei ENSPNYG00000005745
neolamprologus_brichardi ENSNBRG00000009050
oreochromis_niloticus ENSONIG00000006961
amphilophus_citrinellus ENSACIG00000009968
kryptolebias_marmoratus ENSKMAG00000022015
amphiprion_ocellaris ENSAOCG00000001204
amphiprion_percula ENSAPEG00000015862
acanthochromis_polyacanthus ENSAPOG00000014611
stegastes_partitus ENSSPAG00000006044
cynoglossus_semilaevis ENSCSEG00000001627
anabas_testudineus ENSATEG00000022738
seriola_dumerili ENSSDUG00000013159
seriola_lalandi_dorsalis ENSSLDG00000001115
scophthalmus_maximus ENSSMAG00000006759
labrus_bergylta ENSLBEG00000022753
gasterosteus_aculeatus ENSGACG00000012392
mola_mola ENSMMOG00000007940
mastacembelus_armatus ENSMAMG00000022435
monopterus_albus ENSMALG00000009709
periophthalmus_magnuspinnatus ENSPMGG00000000069
hippocampus_comes ENSHCOG00000002685
gadus_morhua ENSGMOG00000010023
gadus_morhua ENSGMOG00000016152
lepisosteus_oculatus ENSLOCG00000012923
anolis_carolinensis ENSACAG00000001509
pogona_vitticeps ENSPVIG00000004596
notechis_scutatus ENSNSUG00000006219
salvator_merianae ENSSMRG00000008604
sphenodon_punctatus ENSSPUG00000009656
calidris_pygmaea ENSCPGG00000012336
calidris_pugnax ENSCPUG00000009793
melopsittacus_undulatus ENSMUNG00000008076
parus_major ENSPMJG00000003566
cyanistes_caeruleus ENSCCEG00000009596
ficedula_albicollis ENSFALG00000006852
lonchura_striata_domestica ENSLSDG00000011796
lonchura_striata_domestica ENSLSDG00000012417
taeniopygia_guttata ENSTGUG00000006141
serinus_canaria ENSSCAG00000003052
zonotrichia_albicollis ENSZALG00000013318
junco_hyemalis ENSJHYG00000008228
manacus_vitellinus ENSMVIG00005015445
lepidothrix_coronata ENSLCOG00000001886
gallus_gallus ENSGALG00000002414
meleagris_gallopavo ENSMGAG00000000954
coturnix_japonica ENSCJPG00005012653
numida_meleagris ENSNMEG00000013896
anser_brachyrhynchus ENSABRG00000001456
anas_platyrhynchos_platyrhynchos ENSAPLG00000006013
apteryx_rowi ENSARWG00000005702
apteryx_owenii ENSAOWG00000017073
apteryx_haastii ENSAHAG00000003420
dromaius_novaehollandiae ENSDNVG00000002606
nothoprocta_perdicaria ENSNPEG00000014911
crocodylus_porosus ENSCPRG00005010234
gopherus_agassizii ENSGAGG00000014494
chelonoidis_abingdonii ENSCABG00000018663
chrysemys_picta_bellii ENSCPBG00000007280
pelodiscus_sinensis ENSPSIG00000017693
phascolarctos_cinereus ENSPCIG00000035653
notamacropus_eugenii ENSMEUG00000005493
sarcophilus_harrisii ENSSHAG00000002125
monodelphis_domestica ENSMODG00000001556
ovis_aries ENSOARG00000010312
capra_hircus ENSCHIG00000000382
bos_taurus ENSBTAG00000003907
bos_mutus ENSBMUG00000003521
bison_bison_bison ENSBBBG00000016354
tursiops_truncatus ENSTTRG00000001596
sus_scrofa ENSSSCG00000010341
erinaceus_europaeus ENSEEUG00000007840
equus_asinus_asinus ENSEASG00005019887
myotis_lucifugus ENSMLUG00000006757
pteropus_vampyrus ENSPVAG00000006074
ursus_maritimus ENSUMAG00000014172
ursus_americanus ENSUAMG00000023380
ailuropoda_melanoleuca ENSAMEG00000013070
mustela_putorius_furo ENSMPUG00000003537
neovison_vison ENSNVIG00000002720
canis_lupus_dingo ENSCAFG00020013921
canis_lupus_familiaris ENSCAFG00000015872
vulpes_vulpes ENSVVUG00000025577
panthera_pardus ENSPPRG00000024937
panthera_tigris_altaica ENSPTIG00000016757
felis_catus ENSFCAG00000037107
cricetulus_griseus_crigri_1.0 ENSCGRG00000010664
cricetulus_griseus_crigri-picr ENSCGRG00015017329
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013610
mesocricetus_auratus ENSMAUG00000015066
microtus_ochrogaster ENSMOCG00000009804
peromyscus_maniculatus_bairdii ENSPEMG00000011034
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020024
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019138
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037824
mus_spicilegus ENSMSIG00000025446
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030154
rattus_norvegicus ENSRNOG00000010813
meriones_unguiculatus ENSMUGG00000007334
nannospalax_galili ENSNGAG00000014144
jaculus_jaculus ENSJJAG00000023639
dipodomys_ordii ENSDORG00000008405
castor_canadensis ENSCCNG00000003440
urocitellus_parryii ENSUPAG00010002338
ictidomys_tridecemlineatus ENSSTOG00000012873
spermophilus_dauricus ENSSDAG00000008243
spermophilus_dauricus ENSSDAG00000015376
marmota_marmota_marmota ENSMMMG00000010918
chinchilla_lanigera ENSCLAG00000000279
octodon_degus ENSODEG00000010478
cavia_porcellus ENSCPOG00000009896
cavia_aperea ENSCAPG00000010372
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000077
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008596
fukomys_damarensis ENSFDAG00000006530
tupaia_belangeri ENSTBEG00000002795
pan_paniscus ENSPPAG00000030989
pan_troglodytes ENSPTRG00000002686
gorilla_gorilla ENSGGOG00000005770
homo_sapiens ENSG00000108219
pongo_abelii ENSPPYG00000002287
pongo_abelii ENSPPYG00000002842
nomascus_leucogenys ENSNLEG00000029109
macaca_fascicularis ENSMFAG00000045856
macaca_nemestrina ENSMNEG00000032257
macaca_mulatta ENSMMUG00000013895
mandrillus_leucophaeus ENSMLEG00000035796
papio_anubis ENSPANG00000022582
theropithecus_gelada ENSTGEG00000017083
cercocebus_atys ENSCATG00000031568
chlorocebus_sabaeus ENSCSAG00000009464
piliocolobus_tephrosceles ENSPTEG00000000646
colobus_angolensis_palliatus ENSCANG00000035959
rhinopithecus_roxellana ENSRROG00000041703
rhinopithecus_bieti ENSRBIG00000033365
saimiri_boliviensis_boliviensis ENSSBOG00000024691
cebus_capucinus_imitator ENSCCAG00000019963
callithrix_jacchus ENSCJAG00000003379
aotus_nancymaae ENSANAG00000025409
carlito_syrichta ENSTSYG00000011040
propithecus_coquereli ENSPCOG00000015124
prolemur_simus ENSPSMG00000010335
microcebus_murinus ENSMICG00000007391
otolemur_garnettii ENSOGAG00000000957
oryctolagus_cuniculus ENSOCUG00000015686
ochotona_princeps ENSOPRG00000003969
loxodonta_africana ENSLAFG00000016406
procavia_capensis ENSPCAG00000002236
echinops_telfairi ENSETEG00000008881
dasypus_novemcinctus ENSDNOG00000025347
equus_caballus ENSECAG00000007856
ornithorhynchus_anatinus ENSOANG00000010864
xenopus_tropicalis ENSXETG00000003514
latimeria_chalumnae ENSLACG00000022158
