latimeria_chalumnae ENSLACG00000013309
xenopus_tropicalis ENSXETG00000018928
mola_mola ENSMMOG00000002094
takifugu_rubripes ENSTRUG00000017864
gasterosteus_aculeatus ENSGACG00000005157
gambusia_affinis ENSGAFG00000002669
xiphophorus_maculatus ENSXMAG00000026586
poecilia_mexicana ENSPMEG00000001055
poecilia_formosa ENSPFOG00000009379
poecilia_latipinna ENSPLAG00000020607
poecilia_reticulata ENSPREG00000003468
fundulus_heteroclitus ENSFHEG00000003151
cyprinodon_variegatus ENSCVAG00000021498
kryptolebias_marmoratus ENSKMAG00000015860
oryzias_latipes_asm223469v1 ENSORLG00015016671
oryzias_latipes_asm223471v1 ENSORLG00020022569
oryzias_latipes_asm223467v1 ENSORLG00000017175
oryzias_melastigma ENSOMEG00000003124
amphiprion_percula ENSAPEG00000020307
amphiprion_ocellaris ENSAOCG00000020438
acanthochromis_polyacanthus ENSAPOG00000003410
stegastes_partitus ENSSPAG00000005629
maylandia_zebra ENSMZEG00005005799
astatotilapia_calliptera ENSACLG00000010929
haplochromis_burtoni ENSHBUG00000006543
pundamilia_nyererei ENSPNYG00000006250
neolamprologus_brichardi ENSNBRG00000012843
oreochromis_niloticus ENSONIG00000008782
amphilophus_citrinellus ENSACIG00000011885
hippocampus_comes ENSHCOG00000018944
mastacembelus_armatus ENSMAMG00000004749
monopterus_albus ENSMALG00000007794
anabas_testudineus ENSATEG00000017114
scophthalmus_maximus ENSSMAG00000013808
scophthalmus_maximus ENSSMAG00000013797
cynoglossus_semilaevis ENSCSEG00000011576
seriola_dumerili ENSSDUG00000020078
seriola_lalandi_dorsalis ENSSLDG00000002675
labrus_bergylta ENSLBEG00000017187
periophthalmus_magnuspinnatus ENSPMGG00000020060
gadus_morhua ENSGMOG00000002751
esox_lucius ENSELUG00000020800
pygocentrus_nattereri ENSPNAG00000002195
astyanax_mexicanus ENSAMXG00000005829
ictalurus_punctatus ENSIPUG00000023140
danio_rerio ENSDARG00000077928
scleropages_formosus ENSSFOG00015020134
scleropages_formosus ENSSFOG00015020147
paramormyrops_kingsleyae ENSPKIG00000003541
lepisosteus_oculatus ENSLOCG00000007987
petromyzon_marinus ENSPMAG00000005559
ciona_savignyi ENSCSAVG00000006706
ciona_intestinalis ENSCING00000006667
