notechis_scutatus ENSNSUG00000000448
xenopus_tropicalis ENSXETG00000001633
petromyzon_marinus ENSPMAG00000002151
takifugu_rubripes ENSTRUG00000005543
tetraodon_nigroviridis ENSTNIG00000008499
mola_mola ENSMMOG00000016670
amphiprion_percula ENSAPEG00000002642
amphiprion_ocellaris ENSAOCG00000021153
acanthochromis_polyacanthus ENSAPOG00000018399
haplochromis_burtoni ENSHBUG00000008070
neolamprologus_brichardi ENSNBRG00000011615
maylandia_zebra ENSMZEG00005025043
astatotilapia_calliptera ENSACLG00000017938
pundamilia_nyererei ENSPNYG00000015335
oreochromis_niloticus ENSONIG00000009522
amphilophus_citrinellus ENSACIG00000018801
stegastes_partitus ENSSPAG00000021922
cyprinodon_variegatus ENSCVAG00000017537
fundulus_heteroclitus ENSFHEG00000012330
xiphophorus_maculatus ENSXMAG00000018898
xiphophorus_couchianus ENSXCOG00000015056
gambusia_affinis ENSGAFG00000021433
poecilia_latipinna ENSPLAG00000021844
poecilia_mexicana ENSPMEG00000003116
poecilia_formosa ENSPFOG00000013509
poecilia_reticulata ENSPREG00000008165
kryptolebias_marmoratus ENSKMAG00000004760
seriola_dumerili ENSSDUG00000017701
seriola_lalandi_dorsalis ENSSLDG00000013245
scophthalmus_maximus ENSSMAG00000019184
monopterus_albus ENSMALG00000021538
mastacembelus_armatus ENSMAMG00000015816
anabas_testudineus ENSATEG00000006574
labrus_bergylta ENSLBEG00000001302
oryzias_latipes_asm223469v1 ENSORLG00015008341
oryzias_latipes_asm223467v1 ENSORLG00000017516
oryzias_latipes_asm223471v1 ENSORLG00020008489
oryzias_melastigma ENSOMEG00000006957
cynoglossus_semilaevis ENSCSEG00000011034
hippocampus_comes ENSHCOG00000019645
periophthalmus_magnuspinnatus ENSPMGG00000013146
gadus_morhua ENSGMOG00000002947
gadus_morhua ENSGMOG00000002916
gasterosteus_aculeatus ENSGACG00000017955
gasterosteus_aculeatus ENSGACG00000017957
astyanax_mexicanus ENSAMXG00000036323
pygocentrus_nattereri ENSPNAG00000016410
ictalurus_punctatus ENSIPUG00000000137
danio_rerio ENSDARG00000087822
esox_lucius ENSELUG00000022117
scleropages_formosus ENSSFOG00015008908
paramormyrops_kingsleyae ENSPKIG00000004850
lepisosteus_oculatus ENSLOCG00000009358
latimeria_chalumnae ENSLACG00000003837
eptatretus_burgeri ENSEBUG00000008435
salvator_merianae ENSSMRG00000001353
pogona_vitticeps ENSPVIG00000021519
sphenodon_punctatus ENSSPUG00000000730
lonchura_striata_domestica ENSLSDG00000013388
taeniopygia_guttata ENSTGUG00000000055
serinus_canaria ENSSCAG00000009892
junco_hyemalis ENSJHYG00000008549
parus_major ENSPMJG00000003897
cyanistes_caeruleus ENSCCEG00000011423
ficedula_albicollis ENSFALG00000013154
lepidothrix_coronata ENSLCOG00000003123
manacus_vitellinus ENSMVIG00005008666
melopsittacus_undulatus ENSMUNG00000008431
anser_brachyrhynchus ENSABRG00000006652
anas_platyrhynchos_platyrhynchos ENSAPLG00000009810
calidris_pygmaea ENSCPGG00000015191
calidris_pugnax ENSCPUG00000007122
apteryx_rowi ENSARWG00000008154
apteryx_owenii ENSAOWG00000014928
apteryx_haastii ENSAHAG00000003506
dromaius_novaehollandiae ENSDNVG00000008729
nothoprocta_perdicaria ENSNPEG00000016166
gallus_gallus ENSGALG00000043576
coturnix_japonica ENSCJPG00005006645
numida_meleagris ENSNMEG00000003414
crocodylus_porosus ENSCPRG00005000491
gopherus_agassizii ENSGAGG00000002275
chelonoidis_abingdonii ENSCABG00000016673
chrysemys_picta_bellii ENSCPBG00000012203
gopherus_agassizii ENSGAGG00000001501
latimeria_chalumnae ENSLACG00000003310
zonotrichia_albicollis ENSZALG00000005220
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028010
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023353
mus_spicilegus ENSMSIG00000016756
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027014
rattus_norvegicus ENSRNOG00000012764
meriones_unguiculatus ENSMUGG00000009703
cricetulus_griseus_crigri_1.0 ENSCGRG00000018039
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011337
cricetulus_griseus_crigri-picr ENSCGRG00015006561
mesocricetus_auratus ENSMAUG00000013812
peromyscus_maniculatus_bairdii ENSPEMG00000017584
microtus_ochrogaster ENSMOCG00000006732
nannospalax_galili ENSNGAG00000023687
jaculus_jaculus ENSJJAG00000012866
castor_canadensis ENSCCNG00000007310
ictidomys_tridecemlineatus ENSSTOG00000026450
spermophilus_dauricus ENSSDAG00000019453
urocitellus_parryii ENSUPAG00010007119
marmota_marmota_marmota ENSMMMG00000005900
tupaia_belangeri ENSTBEG00000015793
dipodomys_ordii ENSDORG00000023970
dipodomys_ordii ENSDORG00000029937
bos_taurus ENSBTAG00000008468
bos_mutus ENSBMUG00000020788
ursus_maritimus ENSUMAG00000016269
homo_sapiens ENSG00000133612
gorilla_gorilla ENSGGOG00000016916
pan_paniscus ENSPPAG00000029318
pan_troglodytes ENSPTRG00000019876
pongo_abelii ENSPPYG00000018187
nomascus_leucogenys ENSNLEG00000004247
colobus_angolensis_palliatus ENSCANG00000008356
piliocolobus_tephrosceles ENSPTEG00000000237
rhinopithecus_roxellana ENSRROG00000032962
rhinopithecus_bieti ENSRBIG00000032785
theropithecus_gelada ENSTGEG00000004947
papio_anubis ENSPANG00000015086
cercocebus_atys ENSCATG00000036870
macaca_fascicularis ENSMFAG00000034582
macaca_nemestrina ENSMNEG00000034968
macaca_mulatta ENSMMUG00000009546
mandrillus_leucophaeus ENSMLEG00000038770
chlorocebus_sabaeus ENSCSAG00000006683
cebus_capucinus_imitator ENSCCAG00000031757
saimiri_boliviensis_boliviensis ENSSBOG00000035939
callithrix_jacchus ENSCJAG00000020349
aotus_nancymaae ENSANAG00000024056
carlito_syrichta ENSTSYG00000032211
propithecus_coquereli ENSPCOG00000021984
microcebus_murinus ENSMICG00000004762
prolemur_simus ENSPSMG00000009493
otolemur_garnettii ENSOGAG00000017209
equus_caballus ENSECAG00000020859
equus_asinus_asinus ENSEASG00005002516
myotis_lucifugus ENSMLUG00000005985
ursus_americanus ENSUAMG00000022749
ailuropoda_melanoleuca ENSAMEG00000013655
mustela_putorius_furo ENSMPUG00000008780
neovison_vison ENSNVIG00000001325
canis_lupus_familiaris ENSCAFG00000004773
canis_lupus_dingo ENSCAFG00020006288
vulpes_vulpes ENSVVUG00000007800
panthera_pardus ENSPPRG00000001536
panthera_tigris_altaica ENSPTIG00000012996
felis_catus ENSFCAG00000013200
loxodonta_africana ENSLAFG00000030437
dasypus_novemcinctus ENSDNOG00000034647
ochotona_princeps ENSOPRG00000003920
oryctolagus_cuniculus ENSOCUG00000022100
capra_hircus ENSCHIG00000013334
ovis_aries ENSOARG00000003209
bison_bison_bison ENSBBBG00000015309
sus_scrofa ENSSSCG00000025610
cavia_aperea ENSCAPG00000014091
cavia_aperea ENSCAPG00000015770
ursus_americanus ENSUAMG00000022750
ursus_maritimus ENSUMAG00000016273
bos_mutus ENSBMUG00000003958
bos_taurus ENSBTAG00000048379
mesocricetus_auratus ENSMAUG00000011748
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021787
spermophilus_dauricus ENSSDAG00000019436
octodon_degus ENSODEG00000010305
cavia_porcellus ENSCPOG00000004084
chinchilla_lanigera ENSCLAG00000008354
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015592
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007176
fukomys_damarensis ENSFDAG00000005353
echinops_telfairi ENSETEG00000013352
phascolarctos_cinereus ENSPCIG00000006122
monodelphis_domestica ENSMODG00000004345
sarcophilus_harrisii ENSSHAG00000010281
