salvator_merianae ENSSMRG00000020214
notechis_scutatus ENSNSUG00000006232
sphenodon_punctatus ENSSPUG00000016893
pelodiscus_sinensis ENSPSIG00000006868
sarcophilus_harrisii ENSSHAG00000017849
phascolarctos_cinereus ENSPCIG00000033404
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009634
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011030
fukomys_damarensis ENSFDAG00000008850
octodon_degus ENSODEG00000003211
chinchilla_lanigera ENSCLAG00000005050
urocitellus_parryii ENSUPAG00010011541
spermophilus_dauricus ENSSDAG00000010011
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026682
mus_spicilegus ENSMSIG00000007775
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000090202
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025729
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027180
rattus_norvegicus ENSRNOG00000016432
meriones_unguiculatus ENSMUGG00000011811
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018506
cricetulus_griseus_crigri-picr ENSCGRG00015013859
cricetulus_griseus_crigri_1.0 ENSCGRG00000005930
mesocricetus_auratus ENSMAUG00000019018
peromyscus_maniculatus_bairdii ENSPEMG00000023951
nannospalax_galili ENSNGAG00000021614
jaculus_jaculus ENSJJAG00000022696
dipodomys_ordii ENSDORG00000029007
oryctolagus_cuniculus ENSOCUG00000023908
rhinopithecus_bieti ENSRBIG00000037107
macaca_mulatta ENSMMUG00000042526
prolemur_simus ENSPSMG00000022228
ovis_aries ENSOARG00000013828
capra_hircus ENSCHIG00000014514
bos_taurus ENSBTAG00000007724
myotis_lucifugus ENSMLUG00000026964
mustela_putorius_furo ENSMPUG00000005757
neovison_vison ENSNVIG00000009235
canis_lupus_familiaris ENSCAFG00000020317
vulpes_vulpes ENSVVUG00000030071
panthera_tigris_altaica ENSPTIG00000019784
ursus_maritimus ENSUMAG00000002683
ursus_americanus ENSUAMG00000004825
panthera_pardus ENSPPRG00000010285
equus_caballus ENSECAG00000028442
equus_asinus_asinus ENSEASG00005014166
loxodonta_africana ENSLAFG00000031962
ursus_maritimus ENSUMAG00000002678
ursus_americanus ENSUAMG00000004822
canis_lupus_dingo ENSCAFG00020014321
