fundulus_heteroclitus ENSFHEG00000012692
cyprinodon_variegatus ENSCVAG00000010934
poecilia_formosa ENSPFOG00000004152
poecilia_mexicana ENSPMEG00000006752
poecilia_latipinna ENSPLAG00000006663
xiphophorus_couchianus ENSXCOG00000020604
oryzias_latipes_asm223469v1 ENSORLG00015011282
oryzias_latipes_asm223471v1 ENSORLG00020008226
oryzias_latipes_asm223467v1 ENSORLG00000022952
oryzias_melastigma ENSOMEG00000006572
neolamprologus_brichardi ENSNBRG00000019501
scophthalmus_maximus ENSSMAG00000012754
cynoglossus_semilaevis ENSCSEG00000002156
gambusia_affinis ENSGAFG00000003049
labrus_bergylta ENSLBEG00000016260
seriola_lalandi_dorsalis ENSSLDG00000002608
seriola_dumerili ENSSDUG00000004169
stegastes_partitus ENSSPAG00000010277
monopterus_albus ENSMALG00000016413
anabas_testudineus ENSATEG00000019695
mola_mola ENSMMOG00000006368
takifugu_rubripes ENSTRUG00000020625
esox_lucius ENSELUG00000004064
pygocentrus_nattereri ENSPNAG00000009797
astyanax_mexicanus ENSAMXG00000033135
ictalurus_punctatus ENSIPUG00000007261
paramormyrops_kingsleyae ENSPKIG00000002149
scleropages_formosus ENSSFOG00015016348
