bos_mutus ENSBMUG00000006532
bos_taurus ENSBTAG00000048416
bison_bison_bison ENSBBBG00000015116
capra_hircus ENSCHIG00000016697
ovis_aries ENSOARG00000013274
tursiops_truncatus ENSTTRG00000007922
sus_scrofa ENSSSCG00000024584
mustela_putorius_furo ENSMPUG00000009788
neovison_vison ENSNVIG00000003178
ursus_americanus ENSUAMG00000014858
canis_lupus_dingo ENSCAFG00020008429
canis_lupus_familiaris ENSCAFG00000016297
vulpes_vulpes ENSVVUG00000027867
felis_catus ENSFCAG00000012582
panthera_pardus ENSPPRG00000024115
pteropus_vampyrus ENSPVAG00000005064
equus_asinus_asinus ENSEASG00005019077
equus_caballus ENSECAG00000003006
castor_canadensis ENSCCNG00000017206
dipodomys_ordii ENSDORG00000008657
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017429
mus_spicilegus ENSMSIG00000025397
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044084
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016593
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017724
rattus_norvegicus ENSRNOG00000058939
meriones_unguiculatus ENSMUGG00000015395
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024800
cricetulus_griseus_crigri-picr ENSCGRG00015009487
cricetulus_griseus_crigri_1.0 ENSCGRG00000008382
mesocricetus_auratus ENSMAUG00000012929
microtus_ochrogaster ENSMOCG00000017128
peromyscus_maniculatus_bairdii ENSPEMG00000001259
nannospalax_galili ENSNGAG00000020043
jaculus_jaculus ENSJJAG00000016321
spermophilus_dauricus ENSSDAG00000003365
marmota_marmota_marmota ENSMMMG00000019557
ictidomys_tridecemlineatus ENSSTOG00000030621
urocitellus_parryii ENSUPAG00010014988
chinchilla_lanigera ENSCLAG00000008313
octodon_degus ENSODEG00000017647
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009650
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014732
fukomys_damarensis ENSFDAG00000019568
cavia_aperea ENSCAPG00000004814
cavia_porcellus ENSCPOG00000023905
oryctolagus_cuniculus ENSOCUG00000005547
ochotona_princeps ENSOPRG00000015017
pan_troglodytes ENSPTRG00000008686
pan_paniscus ENSPPAG00000039663
homo_sapiens ENSG00000184560
gorilla_gorilla ENSGGOG00000011816
pongo_abelii ENSPPYG00000007918
nomascus_leucogenys ENSNLEG00000030627
piliocolobus_tephrosceles ENSPTEG00000014210
colobus_angolensis_palliatus ENSCANG00000037255
rhinopithecus_bieti ENSRBIG00000040229
rhinopithecus_roxellana ENSRROG00000007220
macaca_fascicularis ENSMFAG00000042175
macaca_nemestrina ENSMNEG00000032998
macaca_mulatta ENSMMUG00000015623
theropithecus_gelada ENSTGEG00000024012
papio_anubis ENSPANG00000024094
mandrillus_leucophaeus ENSMLEG00000036637
cercocebus_atys ENSCATG00000028613
chlorocebus_sabaeus ENSCSAG00000011734
cebus_capucinus_imitator ENSCCAG00000029641
saimiri_boliviensis_boliviensis ENSSBOG00000035215
callithrix_jacchus ENSCJAG00000016391
aotus_nancymaae ENSANAG00000028796
carlito_syrichta ENSTSYG00000037404
prolemur_simus ENSPSMG00000019442
propithecus_coquereli ENSPCOG00000020475
microcebus_murinus ENSMICG00000028897
otolemur_garnettii ENSOGAG00000034681
choloepus_hoffmanni ENSCHOG00000012749
loxodonta_africana ENSLAFG00000031045
procavia_capensis ENSPCAG00000006748
echinops_telfairi ENSETEG00000019126
sarcophilus_harrisii ENSSHAG00000004553
