equus_caballus ENSECAG00000012506
equus_asinus_asinus ENSEASG00005012183
pteropus_vampyrus ENSPVAG00000001971
ursus_maritimus ENSUMAG00000018772
ursus_americanus ENSUAMG00000024124
ailuropoda_melanoleuca ENSAMEG00000003574
mustela_putorius_furo ENSMPUG00000000446
neovison_vison ENSNVIG00000011466
canis_lupus_dingo ENSCAFG00020000463
canis_lupus_familiaris ENSCAFG00000030335
vulpes_vulpes ENSVVUG00000019101
panthera_pardus ENSPPRG00000020115
panthera_tigris_altaica ENSPTIG00000011314
felis_catus ENSFCAG00000000807
erinaceus_europaeus ENSEEUG00000012316
capra_hircus ENSCHIG00000016184
ovis_aries ENSOARG00000002211
bos_taurus ENSBTAG00000031267
bos_mutus ENSBMUG00000000048
bison_bison_bison ENSBBBG00000006536
sus_scrofa ENSSSCG00000031615
microtus_ochrogaster ENSMOCG00000000987
microtus_ochrogaster ENSMOCG00000010614
microtus_ochrogaster ENSMOCG00000004352
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022043
cricetulus_griseus_crigri_1.0 ENSCGRG00000018222
cricetulus_griseus_crigri-picr ENSCGRG00015003310
mesocricetus_auratus ENSMAUG00000001439
mesocricetus_auratus ENSMAUG00000009345
mesocricetus_auratus ENSMAUG00000008075
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014514
cricetulus_griseus_crigri-picr ENSCGRG00015003445
cricetulus_griseus_crigri_1.0 ENSCGRG00000018289
peromyscus_maniculatus_bairdii ENSPEMG00000011189
peromyscus_maniculatus_bairdii ENSPEMG00000025946
peromyscus_maniculatus_bairdii ENSPEMG00000024282
peromyscus_maniculatus_bairdii ENSPEMG00000007216
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071452
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038327
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057726
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019284
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019282
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019281
mus_spicilegus ENSMSIG00000005974
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019280
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018411
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018410
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018409
