salvator_merianae ENSSMRG00000005794
pogona_vitticeps ENSPVIG00000024530
chrysemys_picta_bellii ENSCPBG00000015006
chelonoidis_abingdonii ENSCABG00000016116
calidris_pygmaea ENSCPGG00000006359
calidris_pugnax ENSCPUG00000005408
gallus_gallus ENSGALG00000032352
coturnix_japonica ENSCJPG00005007279
junco_hyemalis ENSJHYG00000008792
zonotrichia_albicollis ENSZALG00000014891
lonchura_striata_domestica ENSLSDG00000002705
apteryx_haastii ENSAHAG00000012356
lepidothrix_coronata ENSLCOG00000007446
serinus_canaria ENSSCAG00000015450
cyanistes_caeruleus ENSCCEG00000021295
anser_brachyrhynchus ENSABRG00000021974
anas_platyrhynchos_platyrhynchos ENSAPLG00000016541
apteryx_owenii ENSAOWG00000001180
dromaius_novaehollandiae ENSDNVG00000003452
nothoprocta_perdicaria ENSNPEG00000010909
apteryx_rowi ENSARWG00000009427
melopsittacus_undulatus ENSMUNG00000011305
numida_meleagris ENSNMEG00000000891
parus_major ENSPMJG00000009115
crocodylus_porosus ENSCPRG00005004723
sphenodon_punctatus ENSSPUG00000003289
cavia_aperea ENSCAPG00000015514
cavia_porcellus ENSCPOG00000038107
octodon_degus ENSODEG00000019595
chinchilla_lanigera ENSCLAG00000017696
dipodomys_ordii ENSDORG00000027670
urocitellus_parryii ENSUPAG00010000940
cercocebus_atys ENSCATG00000022997
mandrillus_leucophaeus ENSMLEG00000025465
macaca_mulatta ENSMMUG00000045861
macaca_nemestrina ENSMNEG00000028135
macaca_fascicularis ENSMFAG00000028232
theropithecus_gelada ENSTGEG00000014273
chlorocebus_sabaeus ENSCSAG00000018743
papio_anubis ENSPANG00000004337
piliocolobus_tephrosceles ENSPTEG00000011146
colobus_angolensis_palliatus ENSCANG00000008664
rhinopithecus_roxellana ENSRROG00000014210
rhinopithecus_bieti ENSRBIG00000030503
ursus_maritimus ENSUMAG00000024265
ailuropoda_melanoleuca ENSAMEG00000019927
equus_asinus_asinus ENSEASG00005023284
equus_caballus ENSECAG00000040326
marmota_marmota_marmota ENSMMMG00000008228
pan_troglodytes ENSPTRG00000044495
microcebus_murinus ENSMICG00000045708
propithecus_coquereli ENSPCOG00000010827
prolemur_simus ENSPSMG00000020671
saimiri_boliviensis_boliviensis ENSSBOG00000018726
cebus_capucinus_imitator ENSCCAG00000020419
pan_paniscus ENSPPAG00000032773
gorilla_gorilla ENSGGOG00000043241
nomascus_leucogenys ENSNLEG00000028918
jaculus_jaculus ENSJJAG00000002075
vulpes_vulpes ENSVVUG00000022718
canis_lupus_dingo ENSCAFG00020021892
ovis_aries ENSOARG00000005622
capra_hircus ENSCHIG00000002437
aotus_nancymaae ENSANAG00000005571
callithrix_jacchus ENSCJAG00000040137
carlito_syrichta ENSTSYG00000031097
otolemur_garnettii ENSOGAG00000033043
cricetulus_griseus_crigri-picr ENSCGRG00015017606
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007530
meriones_unguiculatus ENSMUGG00000011451
peromyscus_maniculatus_bairdii ENSPEMG00000029761
mus_spicilegus ENSMSIG00000009882
spermophilus_dauricus ENSSDAG00000008379
ursus_americanus ENSUAMG00000005226
neovison_vison ENSNVIG00000022617
dasypus_novemcinctus ENSDNOG00000048290
sus_scrofa ENSSSCG00000034702
phascolarctos_cinereus ENSPCIG00000011628
poecilia_mexicana ENSPMEG00000008472
